"","unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50"
"632",633,"T0000109","short",0.002,592.0368,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200
"633",634,"T0000109","complex",0.0394,592.5304,NA,NA,NA,NA,NA,85400,86400,87800,87800,88300,88300,88300,88300,88300,88300,88300,87800,87800,87400,86900,86900,85900,85400,84900,84400,84400,84400,84900,86400,86400,86900,86900,86900,86900,86900,87400,87400,87400,87400,87400,87400,87400,87400,86900,NA,86400,NA,NA,NA,NA
"634",635,"T0000109","short",0.004,593.0429,62900,62900,62900,62900,62900,62900,62900,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,NA,NA,NA,NA,NA,NA,62900,62900,62900,62900,62900,62900,NA,NA,NA,NA,NA,NA,NA
"635",636,"T0000109","flat",0.0168,593.4356,NA,NA,NA,NA,NA,NA,68300,68300,68300,68800,68800,68800,68800,68800,69300,69300,69300,68800,68800,68800,68800,68800,68800,68300,68800,68800,66800,67300,67300,66800,66800,66800,66800,66400,66400,65900,66800,66800,65900,65900,65900,65900,65900,65900,NA,NA,NA,NA,NA,NA
"636",637,"T0000109","flat",0.0307,593.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51200,51200,NA,NA,NA,NA,NA,NA,49800,49800,NA,NA,NA,NA,NA,NA
"637",638,"T0000109","flat",0.0189,593.5759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77100,76100,76600,76600,76100,76100,76100,76100,76100,75600,75600,75600,75100,75100,75600,75600,75100,74700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73700,73200,73200,NA,NA,NA,NA
"638",639,"T0000109","flat",0.0174,593.6419,63400,63400,63400,63400,63400,63400,NA,NA,NA,64900,64900,65400,65400,65400,65400,66400,65900,65900,66400,66400,66400,66400,66800,66800,66800,66800,66800,66800,66800,66800,66800,66400,66400,66400,65900,65900,65900,65900,65900,65900,65900,64900,64900,64900,64900,64400,64400,63900,63900,NA
"639",640,"T0000109","flat",0.0163,593.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77600,77100,77100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77600,77600,77600,77100
"640",641,"T0000109","flat under short",0.0768,594.007,NA,NA,47800,48300,47800,47300,47800,NA,47300,47800,47800,47800,47800,48300,47800,47800,47800,47300,47300,46800,46800,46300,45800,45800,NA,NA,NA,NA,NA,45800,45800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400,NA,NA
"641",642,"T0000109","step up",0.0788,594.2246,NA,NA,44400,NA,45400,45800,NA,47300,47800,48300,48800,49300,49300,49800,50200,50200,50200,50200,50200,50200,50200,50700,50700,50700,50700,51200,51700,51700,51700,52200,52200,52200,52200,52200,51700,51200,51200,49300,49300,47800,47300,46300,NA,NA,46300,46800,47300,47300,47300,NA
"642",643,"T0000109","flat",0.0194,594.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67800,67300,67300,67300,67800,67800,67800,67800,68300,NA,NA,NA,NA,NA,NA,NA,NA,69800,68800,69300,69300,69300,69300,69300,69300,69300,69800,69300,69800,69800,69800,69800,NA,NA,NA,NA,NA,NA,NA
"643",644,"T0000109","flat",0.0322,594.69,48300,48300,48300,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800,NA,NA,NA,NA,49300,49300,49300,49300,49300,49300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48300,48300,48300,48300,47800,47800,47800,47800,47800,NA
"644",645,"T0000109","upward ramp",0.022,594.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,NA,80000,NA,NA,82000,82000,82000,83000,NA,83000,83000,84900,84400,84400,84400,84900,84900,85900,NA,85900,86400,87400,87400,87400,87400,87400,87400,87400,87800,87400,87400,87400,86900,86900,86400,NA,NA,84900,NA
"645",646,"T0000109","flat",0.0235,595.0791,NA,NA,NA,NA,NA,NA,83400,83400,NA,84900,85400,85400,85400,85900,85900,86900,NA,NA,NA,87400,87800,88800,88300,88300,88300,89300,89300,89800,89800,89800,90300,90300,90300,90300,90300,90300,90800,90800,90800,90800,90800,91300,91300,90800,90800,90800,89800,89300,89300,89300
"646",647,"T0000109","short",0.002,595.8261,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500,82500
"647",648,"T0000109","short",0.0051,598.3037,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800
"648",649,"T0000109","complex",0.0517,598.5341,64900,65400,65900,66400,66800,66800,66800,66800,66800,66400,66400,65900,65400,65400,64900,64900,64400,64400,64400,63900,63400,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63400,63900,63900,63900,63900,NA,NA,NA
"649",650,"T0000109","short",0.0087,598.7696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60500,60500,60500,NA,NA,NA,NA,NA,NA,NA,NA,NA,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,NA,NA,NA,61500,61500,61500,61500,61500,61500,NA,NA,NA,NA,NA,NA
"650",651,"T0000109","flat",0.0117,598.8613,83400,83400,83400,83400,83400,83400,83400,83400,83400,83900,83900,83400,83400,83400,83400,83400,83400,83400,83400,83400,83900,83900,83400,83400,83400,83400,83400,83400,83400,83400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",652,"T0000109","step up",0.0711,598.9678,NA,NA,62500,62900,63900,64400,64400,63900,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,63400,64900,64900,65400,65400,NA,65400,65900,65400,64900,64400,63900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,NA,63400,NA,NA,NA,86400,86900,86900
"652",653,"T0000109","complex over flat harmx",0.0778,599.2207,59500,60000,60500,NA,62900,63400,64400,64400,65400,66400,66800,66800,67300,67300,66800,66800,65900,65900,65900,64900,63900,63900,63400,NA,61500,61500,61500,61500,61500,62500,62900,55600,55600,NA,55600,55600,55600,55600,NA,NA,NA,57100,58100,58100,58100,58100,58100,57600,57100,56600
"653",654,"T0000109","flat-z",0.066,599.4429,61500,62000,62000,62000,62000,62000,62000,62000,61500,61500,61500,61000,60000,59500,59500,59500,59500,59500,59500,60000,60000,60000,60000,60000,60500,60500,61500,62000,62000,62000,62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,55600,NA,NA
"654",655,"T0000109","short",0.0035,599.6426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",656,"T0000109","flat",0.0424,599.854,61500,61500,61500,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,62000,62000,62000,62500,62500,62500,62900,62900,62900,63400,63400,63400,63400,63400,63400,63400,62900,62500,62500,62000,NA,NA
"656",657,"T0000109","short-c",0.0102,599.9426,85900,85900,85900,86900,86900,87800,87800,87800,88300,88300,89300,89300,89300,88800,88800,89300,89300,89300,90300,90300,90800,90800,90800,90800,90800,90300,90300,90800,90800,90800,90800,90800,91300,91300,91300,91300,91300,90800,90800,90800,90300,90300,90800,90800,90800,90300,90300,89800,89800,NA
"657",658,"T0000109","short",0.004,600.1269,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,56600,56600,56600,56600,56600,56600,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,NA
"658",659,"T0000109","short",0.0035,600.3455,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,60500,60500,60500,60500,60500,60500,60500,60000,60000,60000,60000,60000,60000,60000,NA
"659",660,"T0000109","short",0.0051,600.3809,55100,55100,55100,55100,55100,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55600,55600,55600,55600,55600,54100,54100,54100,54100,54100,NA,NA,NA,NA,NA
"660",661,"T0000109","short",0.0035,600.4587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",662,"T0000109","flat",0.0716,600.5032,60000,60000,60500,61000,61500,61500,62000,62000,NA,NA,61500,61500,61500,61000,61000,61000,61000,61000,61000,61000,61500,61500,61500,61500,61500,61500,61500,61000,61000,60500,60000,59500,59000,58100,58100,57600,57600,57600,57600,57600,57600,58100,58100,58500,58500,58500,59000,59000,59000,59500
"662",663,"T0000109","complex",0.0762,600.7178,46800,47800,48800,50200,50700,53200,53700,53700,54100,54600,54600,54100,54100,54100,54600,54600,54600,54600,55100,55100,55600,55600,55600,56100,56100,56100,56100,56100,55600,55100,54600,54100,53700,53700,53700,53700,54100,54600,55600,55600,56100,55600,55600,54600,54100,54100,50700,50700,50200,49800
"663",664,"T0000109","complex",0.1018,600.9512,49300,50200,NA,51700,52200,52700,52200,53200,52700,52700,52700,52200,52200,51700,51700,51700,52200,52200,51700,51700,51700,51700,52200,52700,52700,53200,53200,53200,53200,53200,52700,52200,51200,50700,51200,50700,52700,53700,53700,53700,53200,50700,50200,50200,49800,49800,49300,48800,48300,NA
"664",665,"T0000109","flat under complex",0.1602,601.1965,NA,50200,51700,52700,50700,53700,55600,52200,56600,52200,56600,56100,55600,56100,56600,57600,58100,58100,57600,57600,57600,57600,58100,58100,58500,58100,57100,56100,56100,56100,57100,58100,58100,57600,55600,54100,53200,NA,55100,59500,61500,62000,62000,61500,60000,59500,61000,62000,60500,59000
"665",666,"T0000109","flat",0.0394,601.4003,NA,NA,51200,51200,NA,51700,53200,53700,53700,54100,54100,55100,54600,NA,NA,54100,54100,54100,54100,53700,53700,53700,54100,53700,53700,54100,53700,53700,53700,53700,54100,54100,54100,53700,54100,54100,54100,54600,54600,54600,54600,54600,54600,54600,54100,54100,53700,53700,53700,NA
"666",668,"T0000109","multi-step",0.128,601.772,49300,49300,49300,49300,49800,51200,53700,55100,55600,55600,NA,52700,51700,50200,50200,51200,54100,55600,58100,58500,59000,57600,54600,NA,NA,81500,79500,NA,NA,82500,86400,NA,58100,58500,58500,58500,56100,55100,54100,53700,54600,55600,57600,57600,57600,55600,54100,54600,54600,54100
"667",669,"T0000109","complex",0.0404,602.049,54100,53200,NA,NA,56100,57100,57600,58500,59000,59500,59500,59500,59500,59500,59500,58500,58500,58500,56100,56100,55100,54600,53200,NA,NA,52200,NA,52700,53200,53200,53200,NA,55100,55100,55600,56600,57100,57100,58100,58100,58500,59000,59000,58100,58500,58500,57100,NA,58100,57600
"668",670,"T0000109","flat",0.0266,602.1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",671,"T0000109","short",0.002,602.284,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400
"670",672,"T0000109","flat",0.0266,602.5328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53700,53700,NA,53700,53700,54100,NA
"671",673,"T0000109","short",0.0112,602.6204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83400,83400,83000,83000,83400,83400,83400,83400,83400,83400,83400,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83400,83400,83400
"672",674,"T0000109","complex",0.0496,602.9281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,NA,NA,58100,NA,58100,58100,58100,58100,NA,57600,57600,NA,NA
"673",675,"T0000109","short",0.002,603.0238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",677,"T0000109","flat",0.0148,603.9725,NA,NA,83000,83000,83900,83900,83900,83900,83900,83900,83900,83900,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84900,84900,84400,84400,84400,84400,84400,84900,84900,84900,84900,84400,84400,84400,84400,84400,84400,84400,84400,83900,83900,83900,83900,83900,NA,NA,NA,NA
"675",678,"T0000109","unclear",0.0296,604.1251,NA,NA,NA,84400,85400,85400,85900,86400,86900,86900,87400,87400,87800,87800,87800,87800,87800,87800,87800,87400,87400,NA,NA,NA,NA,NA,NA,82500,83000,83000,NA,NA,NA,84400,84400,84900,85400,85400,85400,85900,85900,85900,86400,86400,86400,86400,85900,85900,85900,NA
"676",679,"T0000109","unclear",0.0547,604.2531,NA,NA,NA,NA,NA,NA,NA,51200,51700,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87400,87400,NA,NA,NA
"677",680,"T0000109","short",0.0081,604.4154,86400,86400,86400,86400,86400,86400,86400,86400,86400,86400,86900,86900,86900,87400,87400,87400,87800,87800,87800,87400,87400,87400,NA,NA,NA,87800,87800,87800,NA,NA,NA,88800,88800,88800,88300,88300,88300,88300,88300,88300,88300,88300,88300,NA,NA,NA,NA,NA,NA,NA
"678",681,"T0000109","short",0.0035,604.6674,85900,85900,85900,85900,85900,85900,85900,85400,85400,85400,85400,85400,85400,85400,85400,85400,85400,85400,85400,85400,85400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",682,"T0000109","flat",0.0593,605.1363,NA,46300,46800,46800,46800,47300,47300,47300,47300,47800,47800,47300,46800,46800,NA,NA,NA,NA,NA,NA,NA,47800,48800,49300,49300,49800,50700,50200,50200,50200,50200,50200,49800,49300,49300,48800,NA,NA,48800,48800,48800,48300,48800,47800,47800,47800,47800,47300,46800,NA
"680",683,"T0000109","flat",0.0737,605.3273,NA,NA,50700,NA,51200,50700,NA,NA,52200,52700,35100,54100,NA,NA,NA,54100,53700,19000,55100,54100,55100,NA,NA,55600,55100,55600,55600,55600,55600,55100,55100,54600,54600,NA,53700,53200,53200,53200,53200,52700,53200,53200,52700,NA,53700,53700,NA,49300,NA,NA
"681",684,"T0000109","flat",0.0645,605.5332,NA,NA,NA,NA,NA,NA,45800,46300,46300,NA,46300,46800,NA,NA,47300,47300,48300,47300,NA,NA,NA,NA,NA,NA,NA,48300,48300,47800,47800,47800,48300,48300,48300,48300,48300,48800,48800,48800,48300,48300,48300,48800,48300,47800,47800,NA,NA,NA,NA,NA
"682",685,"T0000109","flat",0.0174,605.7292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47300,47300,47800,47800,47800,48300,47800,NA,NA,NA,NA,NA,NA,NA,NA,49300,49300,49300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,NA,NA
"683",686,"T0000109","short",0.0071,606.2802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52200,52200,52200,52200,51200,51200,51200,NA,NA,NA,NA,NA,NA,NA,NA
"684",687,"T0000109","unclear",0.0204,609.5431,22400,22400,NA,NA,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,62000,62900,62500,62500,62900,62900,63900,64400,65400,65400,65900,65400,66400,65900,65900,66400,66800,66800,67300,67300,67300,67300,67800,67800,67800,67800,67800,67300,68300,NA,NA
"685",688,"T0000109","flat",0.0281,609.8186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59000,59000,59000,NA,NA,NA,NA,60500,60000,60000,60000,NA,NA,60500,NA,NA,NA,60500,60500,59500,60000,59500,59000,NA,NA,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",689,"T0000109","short-ur",0.0128,610.0551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,56100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,57100,57600,57600,58100,58100,58100,58100,58500,58500,58100,58100,NA,NA,NA,NA
"687",690,"T0000109","step up",0.0291,610.1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58100,58500,58500,58500,58500,58500,59000,58500,58500,58500,58500,58500,58500,58500,58500,58100,57600,NA,NA,NA,57600,56600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",691,"T0000109","flat",0.0445,610.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55600,NA,NA,NA,NA,NA,NA,57600,58100,NA,59000,59000,59000,59500,59500,59500,60000,60000,60000,60000,60000,60000,60000,59500,59500,59500,58500,NA,57600,NA
"689",692,"T0000109","flat",0.0261,611.0156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65900,66400,65900,65900,65900,65400,65400,65900,65400,64900,64900,64900,64900,64400,64400,64400,63900,64400,63400,63900,63400,62900,62900,62500,NA,NA,NA,NA,NA
"690",693,"T0000109","short",0.0061,611.4503,NA,NA,NA,NA,NA,NA,NA,NA,NA,89300,89300,89300,89300,NA,NA,NA,NA,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",694,"T0000109","short",0.0087,612.1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",695,"T0000109","complex",0.0988,612.3479,47300,49300,NA,50200,51200,NA,51700,52700,53200,54600,55100,55100,55600,55600,55600,55600,54600,53700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47800,NA,51200,50700,NA,NA,NA,NA,43900,NA,45800,47300,48800,48800,50200,50700,49300,48800,47800,NA,NA,NA
"693",696,"T0000109","complex",0.0614,612.5736,NA,NA,NA,NA,NA,47300,NA,NA,NA,48300,NA,48300,NA,46300,45800,45800,46300,NA,NA,NA,47800,48800,49800,50200,51200,NA,51700,51700,51700,52200,52200,52200,51700,51200,NA,48300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45800,45800,46300,46300
"694",697,"T0000109","flat",0.022,612.7785,NA,NA,NA,NA,NA,NA,47300,47800,NA,NA,NA,NA,NA,49800,49300,NA,NA,NA,NA,50700,50700,51700,51200,51700,51700,51700,51700,51700,51700,52200,51700,51700,52200,52200,52200,52200,52200,52200,52700,NA,NA,NA,51700,51700,51700,51700,51200,50700,50700,NA
"695",698,"T0000109","short-ur",0.0092,615.4511,52200,52200,52200,52200,52200,52200,52200,52200,52200,52700,52700,NA,NA,NA,53700,53700,53700,54600,54600,54600,54600,54600,54600,54600,54600,55600,55600,55600,56600,56600,56600,56600,56600,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100
"696",699,"T0000109","short",0.002,615.5161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84900,84900,84900,84900,84900,84900,84900,84900,84900,84900,84900,84900,85400,85400,85400,85400,85400,85400,85400,85400,85400,85400,85400,85400,85400
"697",700,"T0000109","upward ramp",0.0163,615.5858,79100,79100,80000,80000,79500,NA,NA,NA,NA,NA,NA,82500,82500,83000,83400,83400,83400,84400,84400,84400,84900,84900,84900,85400,85400,86400,86400,86400,86400,86400,86400,89300,89300,90800,90800,90800,91300,91300,91300,91300,91700,91700,91700,91700,91700,91700,91300,91300,91300,90800
"698",701,"T0000109","short",0.002,615.7629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,53200
"699",702,"T0000109","short",0.0015,616.2565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",703,"T0000109","flat",0.0189,616.8724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55100,55100,55100,55600,55600,56100,56100,56100,56100,56100,56100,56100,56600,56600,56600,56600,56600,56600,56600,56600,57100,57100,57100,57100,57100,57100,57100,56600,56600,56100,56100
"701",704,"T0000109","short",0.0076,617.9291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",705,"T0000109","short",0.004,618.0986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",706,"T0000109","short",0.0025,619.7524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",707,"T0000109","short",0.003,620.6213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87800,87800,87800,87800,87800,87800,87800,87800,87800
"705",708,"T0000109","short",0.0112,628.2485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89300,89300,NA,NA,NA,NA,NA,NA,NA,88300,88300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",709,"T0000109","short",0.004,629.5198,NA,NA,NA,NA,NA,NA,NA,87800,87800,87800,87800,87800,87800,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",710,"T0000109","short-ur",0.0051,629.6821,59500,59500,59500,59500,59500,59000,59000,59000,59000,59000,59500,59500,59500,59500,59500,60000,60000,60000,60000,60000,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61500
"708",711,"T0000109","short",5e-04,631.5601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95700
"709",712,"T0000109","short-ur",0.0056,647.0999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89800,89800,89800,89800,89300,89300,89300,89300,89300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",713,"T0000109","flat-z",0.022,652.2752,47800,47800,48300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49300,49300,48300,48800,48800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53200,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,52700,52700
