"","categories.allowed","total.counts","file.name","total.filecounts","rel.filecount","strain"
"577","complex",5,"T0000256",914,0.00547045951859956,"SD"
"578","upward ramp",1,"T0000256",914,0.00109409190371991,"SD"
"579","downward ramp",0,"T0000256",914,0,"SD"
"580","step up",0,"T0000256",914,0,"SD"
"581","step down",5,"T0000256",914,0.00547045951859956,"SD"
"582","multi-step",0,"T0000256",914,0,"SD"
"583","multi-step-s",0,"T0000256",914,0,"SD"
"584","trill",0,"T0000256",914,0,"SD"
"585","trill-c",0,"T0000256",914,0,"SD"
"586","trill-f",0,"T0000256",914,0,"SD"
"587","inverted-U",0,"T0000256",914,0,"SD"
"588","unclear",0,"T0000256",914,0,"SD"
"589","flat",0,"T0000304",32,0,"WK"
"590","flat-z",0,"T0000304",32,0,"WK"
"591","flat-mz",0,"T0000304",32,0,"WK"
"592","short",19,"T0000304",32,0.59375,"WK"
"593","short-su",0,"T0000304",32,0,"WK"
"594","short-sd",1,"T0000304",32,0.03125,"WK"
"595","short-ur",5,"T0000304",32,0.15625,"WK"
"596","short-dr",0,"T0000304",32,0,"WK"
"597","short-c",7,"T0000304",32,0.21875,"WK"
"598","complex",0,"T0000304",32,0,"WK"
"599","upward ramp",0,"T0000304",32,0,"WK"
"600","downward ramp",0,"T0000304",32,0,"WK"
"601","step up",0,"T0000304",32,0,"WK"
"602","step down",0,"T0000304",32,0,"WK"
"603","multi-step",0,"T0000304",32,0,"WK"
"604","multi-step-s",0,"T0000304",32,0,"WK"
"605","trill",0,"T0000304",32,0,"WK"
"606","trill-c",0,"T0000304",32,0,"WK"
"607","trill-f",0,"T0000304",32,0,"WK"
"608","inverted-U",0,"T0000304",32,0,"WK"
"609","unclear",0,"T0000304",32,0,"WK"
