"unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
7553,"T0000155","flat",0.1346,88.6128,41900,41900,41900,41500,41500,41000,40500,40500,40000,40000,39500,39500,39500,39500,39500,39000,39000,38500,38500,38500,38500,38500,38000,38000,38000,38000,38500,38500,38500,38500,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,40000,39500,39500,39000,"SD"
7554,"T0000155","flat",0.1177,88.8417,41500,41500,41000,41000,40500,40500,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,37500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,37500,37500,36600,36100,"SD"
7555,"T0000155","flat",0.1085,89.0444,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,37500,38000,38000,38000,38000,37500,37500,37500,NA,37500,NA,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37100,NA,"SD"
7556,"T0000155","flat",0.108,89.24,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,39000,39000,38500,"SD"
7557,"T0000155","flat",0.1018,89.4376,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,38500,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,40000,40000,40000,40500,40500,40500,40500,41000,41000,41000,41500,"SD"
7558,"T0000155","flat",0.0737,91.6766,43400,43900,43900,43900,43900,43900,42900,42900,42900,42400,42400,41900,41900,41500,41500,41500,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39500,40000,40000,40000,40000,40000,40000,40500,40000,NA,"SD"
7559,"T0000155","flat",0.1136,92.6909,40500,40500,40500,40500,40000,40000,39500,39500,39500,39000,39000,38500,38500,38000,38000,38000,37500,37500,37500,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,NA,35100,35100,35100,NA,35600,NA,"SD"
7560,"T0000155","short-dr",0.0056,92.8343,NA,NA,NA,NA,NA,40000,40000,40000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7561,"T0000155","short-c",0.0046,94.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7562,"T0000155","flat",0.0353,94.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7563,"T0000155","flat",0.025,94.2218,NA,NA,NA,40500,NA,40500,NA,40500,NA,41000,NA,40500,NA,40500,40000,40500,40000,40000,40000,NA,40000,40000,40000,40500,40000,40000,40000,NA,NA,NA,NA,NA,39500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39000,NA,NA,NA,NA,NA,NA,"SD"
7564,"T0000155","flat",0.0189,94.2699,NA,NA,NA,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,NA,NA,NA,NA,NA,NA,"SD"
7565,"T0000155","flat",0.066,94.382,38000,38000,38000,38000,38000,37500,37500,37100,37100,37100,36600,36600,36600,36600,36600,36100,36600,36100,36100,36600,36600,37100,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,36600,37100,37100,36600,36600,36600,36600,37100,37500,37500,38000,38500,38500,"SD"
7566,"T0000155","short",0.0051,94.5776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,38000,38000,38000,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7567,"T0000155","flat-z",0.0599,94.7322,NA,36600,37100,37100,NA,NA,NA,NA,NA,36600,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,36600,37100,37100,37100,37100,37100,37100,37100,NA,NA,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,41900,42400,41900,41900,41900,41500,"SD"
7568,"T0000155","flat",0.0332,95.086,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38000,37500,37500,37500,37500,37500,38000,37500,37500,37500,37100,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,NA,NA,NA,NA,"SD"
7569,"T0000155","flat",0.0773,102.3943,42400,42400,42400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,41500,41500,41500,41500,41500,41900,41500,41500,41500,41500,41500,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,NA,"SD"
7570,"T0000155","flat",0.0389,102.5761,NA,43400,43900,NA,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,NA,43900,43900,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43900,43400,43400,43900,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,"SD"
7571,"T0000155","flat",0.0261,102.7379,NA,NA,NA,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,44400,43900,43900,43900,43900,NA,"SD"
7572,"T0000155","flat",0.1157,105.3629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,40500,40000,40000,39000,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36100,36100,NA,36100,36100,36100,NA,35600,NA,NA,35600,NA,NA,"SD"
7573,"T0000155","flat",0.0645,106.6992,42400,42400,41900,42400,41900,41900,41500,41500,41500,41500,41500,41000,41500,41000,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,38000,37100,"SD"
7574,"T0000155","flat",0.0855,106.8661,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41500,41500,40500,38500,38000,"SD"
7575,"T0000155","flat-mz",0.0783,107.0581,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,37500,38000,38000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,40500,40000,39000,37100,"SD"
7576,"T0000155","flat",0.0384,107.2496,41900,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,41900,42400,42400,42400,42400,42400,41900,42400,41900,41900,41900,41500,41900,38500,38000,38000,NA,"SD"
7577,"T0000155","short",0.0107,107.4467,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,NA,"SD"
7578,"T0000155","flat",0.0588,107.779,35100,35100,35100,35100,35100,35100,35100,35100,34600,35100,35100,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35600,35100,35600,35600,35600,35600,35600,35600,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,NA,"SD"
7579,"T0000155","flat",0.0624,108.1681,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37500,37500,38000,NA,39500,39500,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,"SD"
7580,"T0000155","flat",0.066,109.0181,NA,55600,54100,54100,52200,52200,52200,52200,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,56600,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,56600,56100,56100,56100,55600,56100,55600,55600,55600,55600,NA,NA,55100,55600,55100,NA,NA,NA,NA,NA,NA,"SD"
7581,"T0000155","flat",0.0824,124.6417,41500,41500,41500,41500,41500,41500,41500,41900,41900,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41900,41500,41900,41900,41900,41900,41900,"SD"
7582,"T0000155","flat",0.1249,124.9029,NA,39500,39500,39000,38500,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,37500,37500,37500,37100,37100,36600,36600,36600,36600,36600,36600,37100,37100,37500,37500,38000,38500,38500,38500,39000,39000,38500,38500,38500,38500,38500,38500,39000,39000,39500,40000,40500,41000,41500,41000,"SD"
7583,"T0000155","flat",0.1239,125.1358,39500,39500,39000,37500,37500,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,35600,35600,35600,35600,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36600,36600,37100,37100,37100,NA,"SD"
7584,"T0000155","flat",0.0593,131.6659,NA,NA,NA,NA,NA,NA,41000,41000,41000,41500,41900,41900,42400,42400,42400,42400,42900,42900,43400,43400,43400,43400,43900,43900,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,44900,44900,44900,NA,NA,NA,NA,NA,NA,"SD"
7585,"T0000155","flat",0.1633,134.1214,42400,42400,41900,41900,41900,41500,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39000,NA,39500,39500,NA,NA,NA,NA,39000,NA,NA,NA,NA,39500,NA,40000,40500,41000,41500,41500,41900,41500,"SD"
7586,"T0000155","flat",0.1413,134.3892,NA,NA,NA,40000,NA,39500,40000,39500,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40500,40000,40000,40500,40500,41000,41500,41500,41000,40500,37100,"SD"
7587,"T0000155","flat-mz",0.1177,134.6421,37500,38000,38000,38000,37500,37500,37500,37100,37100,37100,37100,37100,37100,36600,36600,36600,37100,37100,37100,37100,37500,37500,37100,37500,37500,38500,38500,38500,38500,38500,38500,38500,37500,37100,37100,37100,37100,37100,37100,37500,37500,37500,37100,37100,37100,37100,37100,37100,36600,NA,"SD"
7588,"T0000155","flat",0.1295,134.8623,NA,35600,35600,36100,35600,36100,35600,35600,35600,35600,35600,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,37100,37100,36600,36600,36600,36600,36600,36100,NA,36100,36100,35600,35100,NA,"SD"
7589,"T0000155","flat",0.1167,135.0983,36100,NA,35600,35600,35600,35600,35100,35600,35600,35600,35600,35600,36100,35600,36100,35600,36100,36100,NA,NA,36100,36100,35600,35600,35600,35600,36100,36100,36100,36100,36600,36600,36600,36100,36100,36100,35600,NA,NA,36100,36100,36100,35600,36100,35600,35600,35600,35600,35100,34600,"SD"
7590,"T0000155","flat",0.1136,135.3385,36100,36600,36600,36600,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,NA,"SD"
7591,"T0000155","flat",0.0814,136.3645,34600,34600,NA,34600,34600,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35600,35600,35600,35600,35600,35600,36100,36100,36100,36100,36100,36600,36600,36100,35600,"SD"
7592,"T0000155","flat",0.065,136.5606,NA,NA,NA,NA,36100,36100,36100,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36600,36100,36100,36100,35600,"SD"
7593,"T0000155","flat",0.0445,136.7362,37100,36600,37100,37100,37100,37100,37500,37500,37500,37500,38000,38000,38000,38000,38000,38000,38000,38000,38000,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,36600,36600,37100,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,"SD"
7594,"T0000155","flat",0.0332,136.8913,36600,37100,37100,37100,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,NA,NA,39500,39500,39500,39500,39500,39000,NA,38000,37500,37500,37100,"SD"
7595,"T0000155","step up",0.0983,139.2619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61000,61500,NA,"SD"
7596,"T0000155","short",0.0025,142.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7597,"T0000155","short",0.0066,144.0783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7598,"T0000155","flat",0.0424,144.4551,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45400,45400,45400,45400,45400,45400,45400,44900,44900,44400,NA,"SD"
7599,"T0000155","flat under flat",0.1208,144.5514,NA,43400,43400,NA,NA,42400,42400,42400,NA,NA,42400,42400,41900,41900,NA,41500,41500,41000,41500,41000,41000,41000,40500,40500,40500,40500,40500,41000,41000,45400,41000,41000,41000,41500,NA,41000,41500,41500,41500,41500,41500,41900,41900,42400,42400,42400,42400,NA,NA,NA,"SD"
7600,"T0000155","flat over flat",0.1259,144.7649,NA,NA,NA,43900,NA,NA,44400,NA,43900,NA,NA,42900,42900,42900,NA,NA,NA,NA,22900,NA,43400,NA,42900,42900,42400,NA,NA,NA,NA,NA,NA,NA,NA,38500,NA,38500,38500,39000,39000,39000,39000,39000,39000,38500,NA,NA,NA,NA,NA,NA,"SD"
7601,"T0000155","flat",0.0291,144.9338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44900,30200,NA,NA,NA,NA,NA,43900,44900,44400,44400,44400,NA,"SD"
7602,"T0000155","flat under flat",0.108,144.9937,NA,NA,NA,39000,39500,39500,39500,39000,39000,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38500,39000,39000,39000,39000,39000,39000,39000,39000,NA,43900,44900,45400,45400,45400,NA,NA,NA,"SD"
7603,"T0000155","flat",0.1034,145.1888,NA,NA,NA,NA,NA,39000,NA,NA,NA,NA,39500,39000,39000,39000,NA,NA,NA,38500,NA,NA,NA,NA,NA,NA,NA,NA,38000,NA,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,38500,38500,NA,NA,NA,NA,NA,38500,NA,NA,NA,NA,"SD"
7604,"T0000155","flat",0.0998,145.388,NA,NA,NA,38500,38500,39000,39000,38500,38500,38500,NA,NA,NA,NA,NA,NA,NA,NA,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,38500,38500,39000,39000,38500,39000,39000,39000,39000,NA,39000,39000,38500,38500,NA,NA,"SD"
7605,"T0000155","flat",0.0947,145.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7606,"T0000155","flat",0.0783,146.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7607,"T0000155","flat",0.0465,146.2323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7608,"T0000155","flat",0.0957,147.8333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42400,42400,42400,NA,NA,NA,NA,NA,NA,NA,NA,41500,41900,41900,41500,41500,41500,41500,41500,NA,NA,NA,41500,41500,41500,NA,NA,41000,41000,41000,41000,NA,41500,41500,41500,41500,41000,"SD"
7609,"T0000155","flat",0.1192,148.0534,NA,44400,44400,44400,NA,NA,NA,NA,42900,NA,NA,NA,NA,NA,NA,42400,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,40500,40500,40000,40000,40000,40000,NA,NA,40000,NA,NA,40000,40000,40000,41000,NA,40500,41000,40500,NA,41000,41500,41500,NA,"SD"
7610,"T0000155","flat",0.0204,148.2736,NA,NA,NA,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,40500,40000,40000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40500,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41000,41000,NA,NA,"SD"
7611,"T0000155","flat-z",0.0686,148.6561,43400,43400,43400,42900,42900,42400,42400,41900,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,37500,37500,37500,NA,"SD"
7612,"T0000155","flat",0.0547,148.8215,NA,NA,42900,42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,42400,42400,42900,42400,"SD"
7613,"T0000155","flat-z",0.0691,148.9592,42900,43400,43400,42900,42900,42400,41900,41900,41900,41500,41500,41500,41000,41000,41000,41000,40500,40500,40500,40500,37500,37500,37100,37100,36600,36600,36100,35600,35600,35600,35100,35100,35100,35100,35100,35100,35600,35600,35600,35600,35600,36100,36100,36600,36600,36600,37100,37100,36600,NA,"SD"
7614,"T0000155","flat",0.0512,149.1205,41000,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40000,40000,40000,40500,40000,40000,40000,40000,40000,40000,40000,40500,40000,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,NA,"SD"
7615,"T0000155","flat",0.0512,149.2592,42900,42900,42900,42400,42400,42400,41900,41900,41900,41900,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41900,41900,41900,42400,42400,42400,42900,42900,42900,42900,43400,43400,43400,43900,43900,43400,43400,43400,43400,43400,NA,"SD"
7616,"T0000155","short",0.0035,149.998,52700,52700,52700,52700,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,NA,NA,NA,NA,NA,NA,NA,54100,54100,54100,54100,54100,54100,54100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7617,"T0000155","flat",0.0568,150.9928,NA,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,44900,44400,44900,44400,44400,44400,43900,43900,44400,44400,44400,44400,44400,44900,44400,44900,44900,44900,45400,45400,45800,45800,45800,45800,45800,46300,46300,46300,46800,46300,46800,46800,47300,47300,"SD"
7618,"T0000155","flat",0.1408,151.2197,NA,NA,44400,44900,45400,45400,45400,44900,NA,NA,NA,NA,NA,NA,44400,43900,43900,43400,43400,43400,43900,43900,44400,44900,44900,NA,NA,NA,45400,45800,46300,46800,46800,46300,46300,45800,45400,45400,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,NA,"SD"
7619,"T0000155","flat-mz",0.0742,151.3922,43900,43400,43400,43400,42900,42400,42400,42400,41900,41900,41900,41900,41900,38000,37500,37500,37500,37500,37500,37500,37100,37100,38000,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,38500,38500,38500,42400,42400,42400,42400,42400,41500,38000,"SD"
7620,"T0000155","flat",0.0588,151.5919,43900,43900,44400,44400,43900,43900,43900,43900,NA,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,44400,44900,45400,45400,45400,45400,45800,45800,46300,45800,46300,46300,46300,46300,46800,46300,46300,45800,45800,45400,NA,NA,NA,NA,NA,"SD"
7621,"T0000155","flat",0.0911,152.151,NA,NA,NA,NA,42400,42400,42400,42400,41900,41900,41500,41500,41000,41000,40500,40500,40000,40000,40000,40000,40000,39500,39500,39500,39500,NA,39500,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39500,NA,NA,"SD"
7622,"T0000155","flat-mz over flat",0.1285,152.2713,42900,42900,42400,42400,42400,41900,41900,41900,41900,38500,38500,39000,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,37500,37500,38000,38000,38500,38500,41900,41900,41900,41900,41900,38500,37100,NA,NA,NA,39500,NA,NA,40000,40500,40500,40000,40000,39500,NA,NA,NA,"SD"
7623,"T0000155","flat under flat-z",0.1146,152.4229,NA,NA,38500,38500,NA,38500,NA,39000,NA,NA,39500,39500,NA,39000,39500,39500,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,39500,37100,"SD"
7624,"T0000155","flat-z under flat-z",0.2073,152.5683,42900,NA,NA,NA,NA,NA,43400,43900,43900,NA,NA,42900,42400,41900,41900,41900,NA,NA,36600,37100,37100,37100,37100,37100,37500,37500,37500,41000,41500,41500,41900,41900,NA,NA,41900,41900,42400,NA,NA,NA,41900,41500,41500,41000,41500,NA,NA,NA,NA,NA,"SD"
7625,"T0000155","flat",0.0332,152.9031,NA,NA,NA,NA,NA,NA,NA,41500,NA,NA,41000,41500,NA,NA,NA,NA,NA,NA,NA,NA,41000,NA,41000,NA,41000,41000,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,NA,41000,41000,41000,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
7626,"T0000155","flat",0.0691,153.0501,NA,NA,NA,41500,NA,NA,NA,NA,41500,NA,NA,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41500,41000,41500,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,NA,NA,"SD"
7627,"T0000155","flat",0.0834,153.2236,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37500,37500,37500,38000,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,38000,38000,38000,38500,38500,38500,NA,39000,39000,39000,39000,39000,39500,39500,39500,39000,"SD"
7628,"T0000155","flat",0.0727,153.4115,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,37500,37100,37100,37100,37100,37100,37500,37500,38000,38000,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,37500,38000,37500,38000,38000,38000,38000,38000,38500,38500,38000,38000,"SD"
7629,"T0000155","flat",0.0906,153.5861,37100,37100,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,36600,36600,36600,36600,37100,36600,37100,36600,36600,36600,37100,37100,37100,37100,37500,37500,37500,37500,38000,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,NA,NA,38000,NA,"SD"
