"","categories.allowed","total.counts","file.name","total.filecounts","rel.filecount","strain","recording"
"1139","short-su",0,"T0000197",548,0,"SD","Fpupiso"
"1140","short-sd",0,"T0000197",548,0,"SD","Fpupiso"
"1141","short-ur",0,"T0000197",548,0,"SD","Fpupiso"
"1142","short-dr",0,"T0000197",548,0,"SD","Fpupiso"
"1143","short-c",1,"T0000197",548,0.00182481751824818,"SD","Fpupiso"
"1144","complex",0,"T0000197",548,0,"SD","Fpupiso"
"1145","upward ramp",1,"T0000197",548,0.00182481751824818,"SD","Fpupiso"
"1146","downward ramp",0,"T0000197",548,0,"SD","Fpupiso"
"1147","step up",0,"T0000197",548,0,"SD","Fpupiso"
"1148","step down",0,"T0000197",548,0,"SD","Fpupiso"
"1149","multi-step",0,"T0000197",548,0,"SD","Fpupiso"
"1150","multi-step-s",0,"T0000197",548,0,"SD","Fpupiso"
"1151","trill",0,"T0000197",548,0,"SD","Fpupiso"
"1152","trill-c",0,"T0000197",548,0,"SD","Fpupiso"
"1153","trill-f",0,"T0000197",548,0,"SD","Fpupiso"
"1154","inverted-U",0,"T0000197",548,0,"SD","Fpupiso"
"1155","unclear",0,"T0000197",548,0,"SD","Fpupiso"
"1156","flat",32,"T0000199",49,0.653061224489796,"SD","MA"
"1157","flat-z",3,"T0000199",49,0.0612244897959184,"SD","MA"
"1158","flat-mz",0,"T0000199",49,0,"SD","MA"
"1159","short",10,"T0000199",49,0.204081632653061,"SD","MA"
"1160","short-su",0,"T0000199",49,0,"SD","MA"
"1161","short-sd",0,"T0000199",49,0,"SD","MA"
"1162","short-ur",2,"T0000199",49,0.0408163265306122,"SD","MA"
"1163","short-dr",0,"T0000199",49,0,"SD","MA"
"1164","short-c",1,"T0000199",49,0.0204081632653061,"SD","MA"
"1165","complex",1,"T0000199",49,0.0204081632653061,"SD","MA"
"1166","upward ramp",0,"T0000199",49,0,"SD","MA"
"1167","downward ramp",0,"T0000199",49,0,"SD","MA"
"1168","step up",0,"T0000199",49,0,"SD","MA"
"1169","step down",0,"T0000199",49,0,"SD","MA"
"1170","multi-step",0,"T0000199",49,0,"SD","MA"
"1171","multi-step-s",0,"T0000199",49,0,"SD","MA"
"1172","trill",0,"T0000199",49,0,"SD","MA"
"1173","trill-c",0,"T0000199",49,0,"SD","MA"
"1174","trill-f",0,"T0000199",49,0,"SD","MA"
"1175","inverted-U",0,"T0000199",49,0,"SD","MA"
"1176","unclear",0,"T0000199",49,0,"SD","MA"
"1177","flat",125,"T0000201",178,0.702247191011236,"SD","MA"
"1178","flat-z",8,"T0000201",178,0.0449438202247191,"SD","MA"
"1179","flat-mz",2,"T0000201",178,0.0112359550561798,"SD","MA"
"1180","short",28,"T0000201",178,0.157303370786517,"SD","MA"
"1181","short-su",0,"T0000201",178,0,"SD","MA"
"1182","short-sd",0,"T0000201",178,0,"SD","MA"
"1183","short-ur",3,"T0000201",178,0.0168539325842697,"SD","MA"
"1184","short-dr",1,"T0000201",178,0.00561797752808989,"SD","MA"
"1185","short-c",7,"T0000201",178,0.0393258426966292,"SD","MA"
"1186","complex",1,"T0000201",178,0.00561797752808989,"SD","MA"
"1187","upward ramp",1,"T0000201",178,0.00561797752808989,"SD","MA"
"1188","downward ramp",0,"T0000201",178,0,"SD","MA"
"1189","step up",1,"T0000201",178,0.00561797752808989,"SD","MA"
"1190","step down",0,"T0000201",178,0,"SD","MA"
"1191","multi-step",0,"T0000201",178,0,"SD","MA"
"1192","multi-step-s",0,"T0000201",178,0,"SD","MA"
"1193","trill",0,"T0000201",178,0,"SD","MA"
"1194","trill-c",0,"T0000201",178,0,"SD","MA"
"1195","trill-f",0,"T0000201",178,0,"SD","MA"
"1196","inverted-U",0,"T0000201",178,0,"SD","MA"
"1197","unclear",1,"T0000201",178,0.00561797752808989,"SD","MA"
"1198","flat",33,"T0000203",84,0.392857142857143,"SD","MA"
"1199","flat-z",2,"T0000203",84,0.0238095238095238,"SD","MA"
"1200","flat-mz",1,"T0000203",84,0.0119047619047619,"SD","MA"
"1201","short",16,"T0000203",84,0.19047619047619,"SD","MA"
"1202","short-su",0,"T0000203",84,0,"SD","MA"
"1203","short-sd",0,"T0000203",84,0,"SD","MA"
"1204","short-ur",4,"T0000203",84,0.0476190476190476,"SD","MA"
"1205","short-dr",3,"T0000203",84,0.0357142857142857,"SD","MA"
"1206","short-c",17,"T0000203",84,0.202380952380952,"SD","MA"
"1207","complex",1,"T0000203",84,0.0119047619047619,"SD","MA"
"1208","upward ramp",2,"T0000203",84,0.0238095238095238,"SD","MA"
"1209","downward ramp",0,"T0000203",84,0,"SD","MA"
"1210","step up",3,"T0000203",84,0.0357142857142857,"SD","MA"
"1211","step down",1,"T0000203",84,0.0119047619047619,"SD","MA"
"1212","multi-step",1,"T0000203",84,0.0119047619047619,"SD","MA"
"1213","multi-step-s",0,"T0000203",84,0,"SD","MA"
"1214","trill",0,"T0000203",84,0,"SD","MA"
"1215","trill-c",0,"T0000203",84,0,"SD","MA"
"1216","trill-f",0,"T0000203",84,0,"SD","MA"
"1217","inverted-U",0,"T0000203",84,0,"SD","MA"
"1218","unclear",0,"T0000203",84,0,"SD","MA"
"1219","flat",2,"T0000226",3,0.666666666666667,"WK","MomAlone"
"1220","flat-z",0,"T0000226",3,0,"WK","MomAlone"
"1221","flat-mz",0,"T0000226",3,0,"WK","MomAlone"
"1222","short",0,"T0000226",3,0,"WK","MomAlone"
"1223","short-su",0,"T0000226",3,0,"WK","MomAlone"
"1224","short-sd",0,"T0000226",3,0,"WK","MomAlone"
"1225","short-ur",0,"T0000226",3,0,"WK","MomAlone"
"1226","short-dr",0,"T0000226",3,0,"WK","MomAlone"
"1227","short-c",0,"T0000226",3,0,"WK","MomAlone"
"1228","complex",1,"T0000226",3,0.333333333333333,"WK","MomAlone"
"1229","upward ramp",0,"T0000226",3,0,"WK","MomAlone"
"1230","downward ramp",0,"T0000226",3,0,"WK","MomAlone"
"1231","step up",0,"T0000226",3,0,"WK","MomAlone"
"1232","step down",0,"T0000226",3,0,"WK","MomAlone"
"1233","multi-step",0,"T0000226",3,0,"WK","MomAlone"
"1234","multi-step-s",0,"T0000226",3,0,"WK","MomAlone"
"1235","trill",0,"T0000226",3,0,"WK","MomAlone"
"1236","trill-c",0,"T0000226",3,0,"WK","MomAlone"
"1237","trill-f",0,"T0000226",3,0,"WK","MomAlone"
"1238","inverted-U",0,"T0000226",3,0,"WK","MomAlone"
"1239","unclear",0,"T0000226",3,0,"WK","MomAlone"
"1240","flat",108,"T0000228",310,0.348387096774194,"WK","MBT"
"1241","flat-z",14,"T0000228",310,0.0451612903225806,"WK","MBT"
"1242","flat-mz",9,"T0000228",310,0.0290322580645161,"WK","MBT"
"1243","short",41,"T0000228",310,0.132258064516129,"WK","MBT"
"1244","short-su",0,"T0000228",310,0,"WK","MBT"
"1245","short-sd",0,"T0000228",310,0,"WK","MBT"
"1246","short-ur",19,"T0000228",310,0.0612903225806452,"WK","MBT"
"1247","short-dr",9,"T0000228",310,0.0290322580645161,"WK","MBT"
"1248","short-c",19,"T0000228",310,0.0612903225806452,"WK","MBT"
"1249","complex",37,"T0000228",310,0.119354838709677,"WK","MBT"
"1250","upward ramp",8,"T0000228",310,0.0258064516129032,"WK","MBT"
"1251","downward ramp",2,"T0000228",310,0.00645161290322581,"WK","MBT"
"1252","step up",12,"T0000228",310,0.0387096774193548,"WK","MBT"
"1253","step down",5,"T0000228",310,0.0161290322580645,"WK","MBT"
"1254","multi-step",1,"T0000228",310,0.0032258064516129,"WK","MBT"
"1255","multi-step-s",0,"T0000228",310,0,"WK","MBT"
"1256","trill",12,"T0000228",310,0.0387096774193548,"WK","MBT"
"1257","trill-c",13,"T0000228",310,0.0419354838709677,"WK","MBT"
"1258","trill-f",1,"T0000228",310,0.0032258064516129,"WK","MBT"
"1259","inverted-U",0,"T0000228",310,0,"WK","MBT"
"1260","unclear",0,"T0000228",310,0,"WK","MBT"
"1261","flat",69,"T0000229",69,1,"WK","Mpupiso"
"1262","flat-z",0,"T0000229",69,0,"WK","Mpupiso"
"1263","flat-mz",0,"T0000229",69,0,"WK","Mpupiso"
"1264","short",0,"T0000229",69,0,"WK","Mpupiso"
"1265","short-su",0,"T0000229",69,0,"WK","Mpupiso"
"1266","short-sd",0,"T0000229",69,0,"WK","Mpupiso"
"1267","short-ur",0,"T0000229",69,0,"WK","Mpupiso"
"1268","short-dr",0,"T0000229",69,0,"WK","Mpupiso"
"1269","short-c",0,"T0000229",69,0,"WK","Mpupiso"
"1270","complex",0,"T0000229",69,0,"WK","Mpupiso"
"1271","upward ramp",0,"T0000229",69,0,"WK","Mpupiso"
"1272","downward ramp",0,"T0000229",69,0,"WK","Mpupiso"
"1273","step up",0,"T0000229",69,0,"WK","Mpupiso"
"1274","step down",0,"T0000229",69,0,"WK","Mpupiso"
"1275","multi-step",0,"T0000229",69,0,"WK","Mpupiso"
"1276","multi-step-s",0,"T0000229",69,0,"WK","Mpupiso"
"1277","trill",0,"T0000229",69,0,"WK","Mpupiso"
"1278","trill-c",0,"T0000229",69,0,"WK","Mpupiso"
"1279","trill-f",0,"T0000229",69,0,"WK","Mpupiso"
"1280","inverted-U",0,"T0000229",69,0,"WK","Mpupiso"
"1281","unclear",0,"T0000229",69,0,"WK","Mpupiso"
"1282","flat",11,"T0000230",15,0.733333333333333,"WK","Fpupiso"
"1283","flat-z",1,"T0000230",15,0.0666666666666667,"WK","Fpupiso"
"1284","flat-mz",0,"T0000230",15,0,"WK","Fpupiso"
"1285","short",2,"T0000230",15,0.133333333333333,"WK","Fpupiso"
"1286","short-su",0,"T0000230",15,0,"WK","Fpupiso"
"1287","short-sd",0,"T0000230",15,0,"WK","Fpupiso"
"1288","short-ur",0,"T0000230",15,0,"WK","Fpupiso"
"1289","short-dr",0,"T0000230",15,0,"WK","Fpupiso"
"1290","short-c",0,"T0000230",15,0,"WK","Fpupiso"
"1291","complex",1,"T0000230",15,0.0666666666666667,"WK","Fpupiso"
"1292","upward ramp",0,"T0000230",15,0,"WK","Fpupiso"
"1293","downward ramp",0,"T0000230",15,0,"WK","Fpupiso"
"1294","step up",0,"T0000230",15,0,"WK","Fpupiso"
"1295","step down",0,"T0000230",15,0,"WK","Fpupiso"
"1296","multi-step",0,"T0000230",15,0,"WK","Fpupiso"
"1297","multi-step-s",0,"T0000230",15,0,"WK","Fpupiso"
"1298","trill",0,"T0000230",15,0,"WK","Fpupiso"
"1299","trill-c",0,"T0000230",15,0,"WK","Fpupiso"
"1300","trill-f",0,"T0000230",15,0,"WK","Fpupiso"
"1301","inverted-U",0,"T0000230",15,0,"WK","Fpupiso"
"1302","unclear",0,"T0000230",15,0,"WK","Fpupiso"
"1303","flat",28,"T0000233",318,0.0880503144654088,"SD","MA"
"1304","flat-z",1,"T0000233",318,0.00314465408805031,"SD","MA"
"1305","flat-mz",1,"T0000233",318,0.00314465408805031,"SD","MA"
"1306","short",119,"T0000233",318,0.374213836477987,"SD","MA"
"1307","short-su",0,"T0000233",318,0,"SD","MA"
"1308","short-sd",0,"T0000233",318,0,"SD","MA"
"1309","short-ur",93,"T0000233",318,0.292452830188679,"SD","MA"
"1310","short-dr",0,"T0000233",318,0,"SD","MA"
"1311","short-c",66,"T0000233",318,0.207547169811321,"SD","MA"
"1312","complex",4,"T0000233",318,0.0125786163522013,"SD","MA"
"1313","upward ramp",1,"T0000233",318,0.00314465408805031,"SD","MA"
"1314","downward ramp",1,"T0000233",318,0.00314465408805031,"SD","MA"
"1315","step up",0,"T0000233",318,0,"SD","MA"
"1316","step down",1,"T0000233",318,0.00314465408805031,"SD","MA"
"1317","multi-step",3,"T0000233",318,0.00943396226415094,"SD","MA"
"1318","multi-step-s",0,"T0000233",318,0,"SD","MA"
"1319","trill",0,"T0000233",318,0,"SD","MA"
"1320","trill-c",0,"T0000233",318,0,"SD","MA"
"1321","trill-f",0,"T0000233",318,0,"SD","MA"
"1322","inverted-U",0,"T0000233",318,0,"SD","MA"
"1323","unclear",0,"T0000233",318,0,"SD","MA"
"1324","flat",2,"T0000240",4,0.5,"SD","MomAlone"
"1325","flat-z",0,"T0000240",4,0,"SD","MomAlone"
"1326","flat-mz",0,"T0000240",4,0,"SD","MomAlone"
"1327","short",1,"T0000240",4,0.25,"SD","MomAlone"
"1328","short-su",0,"T0000240",4,0,"SD","MomAlone"
"1329","short-sd",0,"T0000240",4,0,"SD","MomAlone"
"1330","short-ur",0,"T0000240",4,0,"SD","MomAlone"
"1331","short-dr",0,"T0000240",4,0,"SD","MomAlone"
"1332","short-c",0,"T0000240",4,0,"SD","MomAlone"
"1333","complex",0,"T0000240",4,0,"SD","MomAlone"
"1334","upward ramp",0,"T0000240",4,0,"SD","MomAlone"
"1335","downward ramp",0,"T0000240",4,0,"SD","MomAlone"
"1336","step up",0,"T0000240",4,0,"SD","MomAlone"
"1337","step down",1,"T0000240",4,0.25,"SD","MomAlone"
"1338","multi-step",0,"T0000240",4,0,"SD","MomAlone"
"1339","multi-step-s",0,"T0000240",4,0,"SD","MomAlone"
"1340","trill",0,"T0000240",4,0,"SD","MomAlone"
"1341","trill-c",0,"T0000240",4,0,"SD","MomAlone"
"1342","trill-f",0,"T0000240",4,0,"SD","MomAlone"
"1343","inverted-U",0,"T0000240",4,0,"SD","MomAlone"
"1344","unclear",0,"T0000240",4,0,"SD","MomAlone"
"1345","flat",7,"T0000241",16,0.4375,"SD","PupsSep"
"1346","flat-z",1,"T0000241",16,0.0625,"SD","PupsSep"
"1347","flat-mz",0,"T0000241",16,0,"SD","PupsSep"
"1348","short",7,"T0000241",16,0.4375,"SD","PupsSep"
"1349","short-su",0,"T0000241",16,0,"SD","PupsSep"
"1350","short-sd",0,"T0000241",16,0,"SD","PupsSep"
"1351","short-ur",0,"T0000241",16,0,"SD","PupsSep"
"1352","short-dr",0,"T0000241",16,0,"SD","PupsSep"
"1353","short-c",0,"T0000241",16,0,"SD","PupsSep"
"1354","complex",1,"T0000241",16,0.0625,"SD","PupsSep"
"1355","upward ramp",0,"T0000241",16,0,"SD","PupsSep"
"1356","downward ramp",0,"T0000241",16,0,"SD","PupsSep"
"1357","step up",0,"T0000241",16,0,"SD","PupsSep"
"1358","step down",0,"T0000241",16,0,"SD","PupsSep"
"1359","multi-step",0,"T0000241",16,0,"SD","PupsSep"
"1360","multi-step-s",0,"T0000241",16,0,"SD","PupsSep"
"1361","trill",0,"T0000241",16,0,"SD","PupsSep"
"1362","trill-c",0,"T0000241",16,0,"SD","PupsSep"
"1363","trill-f",0,"T0000241",16,0,"SD","PupsSep"
"1364","inverted-U",0,"T0000241",16,0,"SD","PupsSep"
"1365","unclear",0,"T0000241",16,0,"SD","PupsSep"
"1366","flat",469,"T0000242",769,0.609882964889467,"SD","MBT"
"1367","flat-z",49,"T0000242",769,0.0637191157347204,"SD","MBT"
"1368","flat-mz",31,"T0000242",769,0.0403120936280884,"SD","MBT"
"1369","short",110,"T0000242",769,0.143042912873862,"SD","MBT"
"1370","short-su",0,"T0000242",769,0,"SD","MBT"
"1371","short-sd",0,"T0000242",769,0,"SD","MBT"
"1372","short-ur",11,"T0000242",769,0.0143042912873862,"SD","MBT"
"1373","short-dr",3,"T0000242",769,0.00390117035110533,"SD","MBT"
"1374","short-c",14,"T0000242",769,0.0182054616384915,"SD","MBT"
"1375","complex",26,"T0000242",769,0.0338101430429129,"SD","MBT"
"1376","upward ramp",9,"T0000242",769,0.011703511053316,"SD","MBT"
"1377","downward ramp",4,"T0000242",769,0.00520156046814044,"SD","MBT"
"1378","step up",6,"T0000242",769,0.00780234070221066,"SD","MBT"
"1379","step down",16,"T0000242",769,0.0208062418725618,"SD","MBT"
"1380","multi-step",3,"T0000242",769,0.00390117035110533,"SD","MBT"
"1381","multi-step-s",0,"T0000242",769,0,"SD","MBT"
"1382","trill",6,"T0000242",769,0.00780234070221066,"SD","MBT"
"1383","trill-c",6,"T0000242",769,0.00780234070221066,"SD","MBT"
"1384","trill-f",5,"T0000242",769,0.00650195058517555,"SD","MBT"
"1385","inverted-U",0,"T0000242",769,0,"SD","MBT"
"1386","unclear",1,"T0000242",769,0.00130039011703511,"SD","MBT"
"1387","flat",2,"T0000243",46,0.0434782608695652,"SD","Mpupiso"
"1388","flat-z",0,"T0000243",46,0,"SD","Mpupiso"
"1389","flat-mz",0,"T0000243",46,0,"SD","Mpupiso"
"1390","short",10,"T0000243",46,0.217391304347826,"SD","Mpupiso"
"1391","short-su",3,"T0000243",46,0.0652173913043478,"SD","Mpupiso"
"1392","short-sd",4,"T0000243",46,0.0869565217391304,"SD","Mpupiso"
"1393","short-ur",13,"T0000243",46,0.282608695652174,"SD","Mpupiso"
"1394","short-dr",0,"T0000243",46,0,"SD","Mpupiso"
"1395","short-c",10,"T0000243",46,0.217391304347826,"SD","Mpupiso"
"1396","complex",1,"T0000243",46,0.0217391304347826,"SD","Mpupiso"
"1397","upward ramp",0,"T0000243",46,0,"SD","Mpupiso"
"1398","downward ramp",0,"T0000243",46,0,"SD","Mpupiso"
"1399","step up",0,"T0000243",46,0,"SD","Mpupiso"
"1400","step down",1,"T0000243",46,0.0217391304347826,"SD","Mpupiso"
"1401","multi-step",0,"T0000243",46,0,"SD","Mpupiso"
"1402","multi-step-s",0,"T0000243",46,0,"SD","Mpupiso"
"1403","trill",0,"T0000243",46,0,"SD","Mpupiso"
"1404","trill-c",0,"T0000243",46,0,"SD","Mpupiso"
"1405","trill-f",0,"T0000243",46,0,"SD","Mpupiso"
"1406","inverted-U",0,"T0000243",46,0,"SD","Mpupiso"
"1407","unclear",2,"T0000243",46,0.0434782608695652,"SD","Mpupiso"
"1408","flat",16,"T0000244",36,0.444444444444444,"SD","Fpupiso"
"1409","flat-z",0,"T0000244",36,0,"SD","Fpupiso"
"1410","flat-mz",0,"T0000244",36,0,"SD","Fpupiso"
"1411","short",11,"T0000244",36,0.305555555555556,"SD","Fpupiso"
"1412","short-su",0,"T0000244",36,0,"SD","Fpupiso"
"1413","short-sd",0,"T0000244",36,0,"SD","Fpupiso"
"1414","short-ur",3,"T0000244",36,0.0833333333333333,"SD","Fpupiso"
"1415","short-dr",0,"T0000244",36,0,"SD","Fpupiso"
"1416","short-c",1,"T0000244",36,0.0277777777777778,"SD","Fpupiso"
"1417","complex",0,"T0000244",36,0,"SD","Fpupiso"
"1418","upward ramp",0,"T0000244",36,0,"SD","Fpupiso"
"1419","downward ramp",0,"T0000244",36,0,"SD","Fpupiso"
"1420","step up",1,"T0000244",36,0.0277777777777778,"SD","Fpupiso"
"1421","step down",3,"T0000244",36,0.0833333333333333,"SD","Fpupiso"
"1422","multi-step",0,"T0000244",36,0,"SD","Fpupiso"
"1423","multi-step-s",1,"T0000244",36,0.0277777777777778,"SD","Fpupiso"
"1424","trill",0,"T0000244",36,0,"SD","Fpupiso"
"1425","trill-c",0,"T0000244",36,0,"SD","Fpupiso"
"1426","trill-f",0,"T0000244",36,0,"SD","Fpupiso"
"1427","inverted-U",0,"T0000244",36,0,"SD","Fpupiso"
"1428","unclear",0,"T0000244",36,0,"SD","Fpupiso"
"1429","flat",119,"T0000251",282,0.421985815602837,"SD","MA"
"1430","flat-z",11,"T0000251",282,0.0390070921985816,"SD","MA"
"1431","flat-mz",5,"T0000251",282,0.0177304964539007,"SD","MA"
"1432","short",75,"T0000251",282,0.265957446808511,"SD","MA"
"1433","short-su",0,"T0000251",282,0,"SD","MA"
"1434","short-sd",0,"T0000251",282,0,"SD","MA"
"1435","short-ur",36,"T0000251",282,0.127659574468085,"SD","MA"
"1436","short-dr",10,"T0000251",282,0.0354609929078014,"SD","MA"
"1437","short-c",11,"T0000251",282,0.0390070921985816,"SD","MA"
"1438","complex",3,"T0000251",282,0.0106382978723404,"SD","MA"
"1439","upward ramp",2,"T0000251",282,0.00709219858156028,"SD","MA"
"1440","downward ramp",1,"T0000251",282,0.00354609929078014,"SD","MA"
"1441","step up",4,"T0000251",282,0.0141843971631206,"SD","MA"
"1442","step down",2,"T0000251",282,0.00709219858156028,"SD","MA"
"1443","multi-step",1,"T0000251",282,0.00354609929078014,"SD","MA"
"1444","multi-step-s",0,"T0000251",282,0,"SD","MA"
"1445","trill",0,"T0000251",282,0,"SD","MA"
"1446","trill-c",0,"T0000251",282,0,"SD","MA"
"1447","trill-f",0,"T0000251",282,0,"SD","MA"
"1448","inverted-U",0,"T0000251",282,0,"SD","MA"
"1449","unclear",2,"T0000251",282,0.00709219858156028,"SD","MA"
"1450","flat",21,"T0000252",36,0.583333333333333,"SD","MomAlone"
"1451","flat-z",1,"T0000252",36,0.0277777777777778,"SD","MomAlone"
"1452","flat-mz",1,"T0000252",36,0.0277777777777778,"SD","MomAlone"
"1453","short",10,"T0000252",36,0.277777777777778,"SD","MomAlone"
"1454","short-su",0,"T0000252",36,0,"SD","MomAlone"
"1455","short-sd",0,"T0000252",36,0,"SD","MomAlone"
"1456","short-ur",0,"T0000252",36,0,"SD","MomAlone"
"1457","short-dr",1,"T0000252",36,0.0277777777777778,"SD","MomAlone"
"1458","short-c",0,"T0000252",36,0,"SD","MomAlone"
"1459","complex",2,"T0000252",36,0.0555555555555556,"SD","MomAlone"
"1460","upward ramp",0,"T0000252",36,0,"SD","MomAlone"
"1461","downward ramp",0,"T0000252",36,0,"SD","MomAlone"
"1462","step up",0,"T0000252",36,0,"SD","MomAlone"
"1463","step down",0,"T0000252",36,0,"SD","MomAlone"
"1464","multi-step",0,"T0000252",36,0,"SD","MomAlone"
"1465","multi-step-s",0,"T0000252",36,0,"SD","MomAlone"
"1466","trill",0,"T0000252",36,0,"SD","MomAlone"
"1467","trill-c",0,"T0000252",36,0,"SD","MomAlone"
"1468","trill-f",0,"T0000252",36,0,"SD","MomAlone"
"1469","inverted-U",0,"T0000252",36,0,"SD","MomAlone"
"1470","unclear",0,"T0000252",36,0,"SD","MomAlone"
"1471","flat",12,"T0000253",59,0.203389830508475,"SD","PupsSep"
"1472","flat-z",0,"T0000253",59,0,"SD","PupsSep"
"1473","flat-mz",0,"T0000253",59,0,"SD","PupsSep"
"1474","short",9,"T0000253",59,0.152542372881356,"SD","PupsSep"
"1475","short-su",0,"T0000253",59,0,"SD","PupsSep"
"1476","short-sd",1,"T0000253",59,0.0169491525423729,"SD","PupsSep"
"1477","short-ur",0,"T0000253",59,0,"SD","PupsSep"
"1478","short-dr",1,"T0000253",59,0.0169491525423729,"SD","PupsSep"
"1479","short-c",3,"T0000253",59,0.0508474576271186,"SD","PupsSep"
"1480","complex",3,"T0000253",59,0.0508474576271186,"SD","PupsSep"
"1481","upward ramp",4,"T0000253",59,0.0677966101694915,"SD","PupsSep"
"1482","downward ramp",0,"T0000253",59,0,"SD","PupsSep"
"1483","step up",2,"T0000253",59,0.0338983050847458,"SD","PupsSep"
"1484","step down",0,"T0000253",59,0,"SD","PupsSep"
"1485","multi-step",2,"T0000253",59,0.0338983050847458,"SD","PupsSep"
"1486","multi-step-s",3,"T0000253",59,0.0508474576271186,"SD","PupsSep"
"1487","trill",10,"T0000253",59,0.169491525423729,"SD","PupsSep"
"1488","trill-c",4,"T0000253",59,0.0677966101694915,"SD","PupsSep"
"1489","trill-f",3,"T0000253",59,0.0508474576271186,"SD","PupsSep"
"1490","inverted-U",0,"T0000253",59,0,"SD","PupsSep"
"1491","unclear",2,"T0000253",59,0.0338983050847458,"SD","PupsSep"
"1492","flat",475,"T0000254",929,0.511302475780409,"SD","MBT"
"1493","flat-z",41,"T0000254",929,0.0441334768568353,"SD","MBT"
"1494","flat-mz",42,"T0000254",929,0.0452099031216362,"SD","MBT"
"1495","short",106,"T0000254",929,0.114101184068891,"SD","MBT"
"1496","short-su",0,"T0000254",929,0,"SD","MBT"
"1497","short-sd",1,"T0000254",929,0.00107642626480086,"SD","MBT"
"1498","short-ur",7,"T0000254",929,0.00753498385360603,"SD","MBT"
"1499","short-dr",4,"T0000254",929,0.00430570505920344,"SD","MBT"
"1500","short-c",23,"T0000254",929,0.0247578040904198,"SD","MBT"
"1501","complex",6,"T0000254",929,0.00645855758880517,"SD","MBT"
"1502","upward ramp",8,"T0000254",929,0.00861141011840689,"SD","MBT"
"1503","downward ramp",7,"T0000254",929,0.00753498385360603,"SD","MBT"
"1504","step up",4,"T0000254",929,0.00430570505920344,"SD","MBT"
"1505","step down",14,"T0000254",929,0.0150699677072121,"SD","MBT"
"1506","multi-step",5,"T0000254",929,0.00538213132400431,"SD","MBT"
"1507","multi-step-s",3,"T0000254",929,0.00322927879440258,"SD","MBT"
"1508","trill",122,"T0000254",929,0.131324004305705,"SD","MBT"
"1509","trill-c",35,"T0000254",929,0.0376749192680301,"SD","MBT"
"1510","trill-f",13,"T0000254",929,0.0139935414424112,"SD","MBT"
"1511","inverted-U",0,"T0000254",929,0,"SD","MBT"
"1512","unclear",13,"T0000254",929,0.0139935414424112,"SD","MBT"
"1513","flat",163,"T0000255",351,0.464387464387464,"SD","Fpupiso"
"1514","flat-z",5,"T0000255",351,0.0142450142450142,"SD","Fpupiso"
"1515","flat-mz",3,"T0000255",351,0.00854700854700855,"SD","Fpupiso"
"1516","short",101,"T0000255",351,0.287749287749288,"SD","Fpupiso"
"1517","short-su",2,"T0000255",351,0.0056980056980057,"SD","Fpupiso"
"1518","short-sd",0,"T0000255",351,0,"SD","Fpupiso"
"1519","short-ur",0,"T0000255",351,0,"SD","Fpupiso"
"1520","short-dr",0,"T0000255",351,0,"SD","Fpupiso"
"1521","short-c",16,"T0000255",351,0.0455840455840456,"SD","Fpupiso"
"1522","complex",3,"T0000255",351,0.00854700854700855,"SD","Fpupiso"
"1523","upward ramp",14,"T0000255",351,0.0398860398860399,"SD","Fpupiso"
"1524","downward ramp",1,"T0000255",351,0.00284900284900285,"SD","Fpupiso"
"1525","step up",3,"T0000255",351,0.00854700854700855,"SD","Fpupiso"
"1526","step down",35,"T0000255",351,0.0997150997150997,"SD","Fpupiso"
"1527","multi-step",5,"T0000255",351,0.0142450142450142,"SD","Fpupiso"
"1528","multi-step-s",0,"T0000255",351,0,"SD","Fpupiso"
"1529","trill",0,"T0000255",351,0,"SD","Fpupiso"
"1530","trill-c",0,"T0000255",351,0,"SD","Fpupiso"
"1531","trill-f",0,"T0000255",351,0,"SD","Fpupiso"
"1532","inverted-U",0,"T0000255",351,0,"SD","Fpupiso"
"1533","unclear",0,"T0000255",351,0,"SD","Fpupiso"
"1534","flat",570,"T0000256",762,0.748031496062992,"SD","Mpupiso"
"1535","flat-z",68,"T0000256",762,0.089238845144357,"SD","Mpupiso"
"1536","flat-mz",79,"T0000256",762,0.103674540682415,"SD","Mpupiso"
"1537","short",29,"T0000256",762,0.0380577427821522,"SD","Mpupiso"
"1538","short-su",0,"T0000256",762,0,"SD","Mpupiso"
"1539","short-sd",0,"T0000256",762,0,"SD","Mpupiso"
"1540","short-ur",0,"T0000256",762,0,"SD","Mpupiso"
"1541","short-dr",5,"T0000256",762,0.00656167979002625,"SD","Mpupiso"
"1542","short-c",0,"T0000256",762,0,"SD","Mpupiso"
"1543","complex",5,"T0000256",762,0.00656167979002625,"SD","Mpupiso"
"1544","upward ramp",1,"T0000256",762,0.00131233595800525,"SD","Mpupiso"
"1545","downward ramp",0,"T0000256",762,0,"SD","Mpupiso"
"1546","step up",0,"T0000256",762,0,"SD","Mpupiso"
"1547","step down",5,"T0000256",762,0.00656167979002625,"SD","Mpupiso"
"1548","multi-step",0,"T0000256",762,0,"SD","Mpupiso"
"1549","multi-step-s",0,"T0000256",762,0,"SD","Mpupiso"
"1550","trill",0,"T0000256",762,0,"SD","Mpupiso"
"1551","trill-c",0,"T0000256",762,0,"SD","Mpupiso"
"1552","trill-f",0,"T0000256",762,0,"SD","Mpupiso"
"1553","inverted-U",0,"T0000256",762,0,"SD","Mpupiso"
