file.name,label,start.time
T0000111,flat,118.297
T0000111,multi-step,119.5714
T0000111,step down,119.7736
T0000111,flat,120.2708
T0000111,flat,120.6937
T0000111,flat harmx,120.8867
T0000111,flat harmx,121.0879
T0000111,flat harmx,121.282
T0000111,flat harmx,121.4228
T0000111,flat harmx,121.6358
T0000111,flat harmx,121.835
T0000111,flat harmx,122.0433
T0000111,flat harmx,122.2553
T0000111,flat harmx,122.4652
T0000111,flat harmx,122.6731
T0000111,flat harmx,122.8579
T0000111,flat,123.0412
T0000111,flat,123.2486
T0000111,flat,123.4099
T0000111,step down,127.6789
T0000111,flat,129.7049
T0000111,step down,129.8708
T0000111,flat,130.8948
T0000111,short,131.1308
T0000111,flat,131.4396
T0000111,flat harmx,131.6572
T0000111,flat,131.8333
T0000111,flat,143.7603
T0000111,flat,143.8499
T0000111,flat,144.002
T0000111,flat,144.345
T0000111,flat harmx,144.4899
T0000111,flat,144.5509
T0000111,flat,144.7541
T0000111,flat harmx,144.7982
T0000111,flat,144.9077
T0000111,flat,145.046
T0000111,flat harmx,145.2195
T0000111,flat harmx,145.3706
T0000111,flat harmx,145.5462
T0000111,flat harmx,145.7536
T0000111,flat harmx,145.9363
T0000111,flat harmx,146.1068
T0000111,flat harmx,146.283
T0000111,flat harmx,146.4601
T0000111,flat harmx,146.6367
T0000111,flat harmx,146.7816
T0000111,flat harmx,146.9378
T0000111,flat,147.1257
T0000111,flat,147.7985
T0000111,flat,147.9884
T0000111,flat,153.369
T0000111,flat,154.5072
T0000111,flat,154.8764
T0000111,flat,155.8138
T0000111,flat,156.0534
T0000111,flat,156.2137
T0000111,flat,156.3653
T0000111,idk,157.2055
T0000111,flat,160.7183
T0000111,short,160.919
T0000111,short,161.5216
T0000111,idk,169.2917
T0000111,complex harmx,173.5034
T0000111,flat,173.6826
T0000111,short,175.8812
T0000111,short,176.1658
T0000111,flat harmx,176.2851
T0000111,flat,177.0316
T0000111,flat harmx,177.1863
T0000111,flat harmx,177.3265
T0000111,flat harmx,177.4878
T0000111,flat,177.6783
T0000111,flat,177.817
T0000111,flat,178.7448
T0000111,flat,184.2703
T0000111,flat,184.4986
T0000111,flat,184.665
T0000111,flat,184.9052
T0000111,flat,185.1361
T0000111,flat,185.3439
T0000111,flat,185.5406
T0000111,flat,185.7254
T0000111,flat,185.8974
T0000111,flat,186.0817
T0000111,flat,186.2563
T0000111,flat,186.3925
T0000111,flat,186.5641
T0000111,flat,186.7258
T0000111,flat,186.8922
T0000111,short-ur,199.5473
T0000111,flat,203.8123
T0000111,complex,207.0993
T0000111,flat harmx,207.2919
T0000111,flat,210.5548
T0000111,step down,210.8922
T0000111,flat,211.0812
T0000111,flat,211.3919
T0000111,short,211.5732
T0000111,idk,213.5531
T0000111,flat,214.7496
T0000111,flat,220.6136
T0000111,step down harmx,220.8209
T0000111,short harmx,220.9853
T0000111,flat,221.1246
T0000111,flat,221.3079
T0000111,step down,221.4558
T0000111,flat,228.804
T0000111,short,228.8988
T0000111,flat,235.1831
T0000111,flat,237.123
T0000111,short-c,249.0782
T0000111,flat,249.2241
T0000111,short,249.3644
T0000111,copmlex,249.497
T0000111,complex,253.5982
T0000111,flat,254.8879
T0000111,unclear,256.0245
T0000111,flat,259.9219
T0000111,multi-step,260.0765
T0000111,flat,260.2603
T0000111,flat,260.4457
T0000111,flat,260.6402
T0000111,flat,261.696
T0000111,short,262.0026
T0000111,flat,262.1593
T0000111,short,264.1331
T0000111,flat,264.4408
T0000111,step down,264.6185
T0000111,flat,264.8007
T0000111,flat,264.9472
T0000111,step down,265.0803
T0000111,flat,265.2574
T0000111,flat,265.9962
T0000111,flat,266.6818
T0000111,step down,266.8144
T0000111,step down,266.9521
T0000111,multi-step,267.1006
T0000111,step down,267.2332
T0000111,step down,267.4201
T0000111,flat,272.9123
T0000111,step up,273.1632
T0000111,short,273.3122
T0000111,flat,277.5833
T0000111,step down harmx,278.9094
T0000111,flat,279.1777
T0000111,flat,279.3973
T0000111,flat harmx,279.6016
T0000111,flat harmx,279.7962
T0000111,flat,279.9907
T0000111,flat harmx,280.1766
T0000111,flat harmx,280.3681
T0000111,flat,280.5416
T0000111,flat,280.7285
T0000111,flat,280.9169
T0000111,flat,281.091
T0000111,flat,281.2886
T0000111,flat,281.4842
T0000111,flat,281.6691
T0000111,complex harm,281.8385
T0000111,flat harmx,281.9865
T0000111,flat,282.2123
T0000111,flat,284.7974
T0000111,step down harmx,287.3169
T0000111,flat harmx,287.5054
T0000111,step down harmx,287.7286
T0000111,flat harmx,287.8755
T0000111,flat harm,288.089
T0000111,flat-z harmx,288.2815
T0000111,flat-mz harmx,288.4741
T0000111,flat harmx,288.6968
T0000111,flat harmx,288.8427
T0000111,short,289.8385
T0000111,multi-step,292.3561
T0000111,flat and step down harmx,292.5424
T0000111,flat,292.9766
T0000111,flat harmx,293.0964
T0000111,flat harm,293.3898
T0000111,flat,298.0474
T0000111,step down,298.4268
T0000111,flat,298.5917
T0000111,short,299.7171
T0000111,flat,299.8415
T0000111,flat,300.0785
T0000111,flat,304.4792
T0000111,flat,305.1177
T0000111,flat,309.1839
T0000111,flat,313.0603
T0000111,flat,313.2554
T0000111,short,316.3397
T0000111,flat,318.0246
T0000111,short,318.1096
T0000111,unclear,318.3083
T0000111,unclear,318.4865
T0000111,short,319.6497
T0000111,short,321.07
T0000111,short,326.8776
T0000111,multi-step,327.2985
T0000111,short,327.6897
T0000111,step down harmx,329.9071
T0000111,flat,330.8871
T0000111,flat,332.5742
T0000111,short,332.823
T0000111,short,333.8623
T0000111,flat,334.4542
T0000111,step up,335.0379
T0000111,flat,335.1557
T0000111,flat,335.318
T0000111,short,335.7383
T0000111,flat harmx,341.3022
T0000111,complex harmx,341.4824
T0000111,flat,341.6514
T0000111,flat harmx,341.8557
T0000111,flat harmx,342.0508
T0000111,flat,344.3456
T0000111,flat,344.5836
T0000111,flat,344.8217
T0000111,flat,345.0649
T0000111,flat,345.2718
T0000111,flat harmx,345.4627
T0000111,flat harmx,345.6383
T0000111,flat harmx,345.8073
T0000111,flat,345.9768
T0000111,flat harmx,346.1657
T0000111,flat harmx,346.349
T0000111,complex,349.7098
T0000111,complex,349.868
T0000111,complex,351.7009
T0000111,step down,351.8556
T0000111,step down,352.0225
T0000111,flat,358.1767
T0000111,flat harmx,358.4066
T0000111,flat,367.0374
T0000111,multi-step,405.2991
T0000111,complex,405.4753
T0000111,multi-step,405.6724
T0000111,flat,405.8321
T0000111,flat,407.3687
T0000111,flat,407.6016
T0000111,flat,407.7583
T0000111,unclear,408.4807
T0000111,flat,408.6266
T0000111,flat,408.7777
T0000111,flat,408.9277
T0000111,short,410.4099
T0000111,flat,418.1647
T0000111,flat,418.3408
T0000111,flat,418.5041
T0000111,flat,422.6017
T0000111,multi-step,424.5202
T0000111,step down,424.6773
T0000111,step down,433.0173
T0000111,step down harmx,433.2543
T0000111,flat,433.7541
T0000111,flat,439.4265
T0000111,flat,445.0524
T0000111,flat,445.2613
T0000111,flat,445.4737
T0000111,flat harmx,446.4046
T0000111,flat,446.6984
T0000111,flat harmx,446.8771
T0000111,flat harmx,447.0865
T0000111,flat,457.6005
T0000111,flat,457.8442
T0000111,flat harmx,458.1222
T0000111,flat harmx,458.3966
T0000111,flat,458.6951
T0000111,flat,458.99
T0000111,flat,459.2537
T0000111,short,459.8635
T0000111,step up harmx,463.022
T0000111,flat,464.0491
T0000111,step down harmx,464.3471
T0000111,step down harmx,464.7111
T0000111,step down,464.8832
T0000111,short,465.2154
T0000111,flat,465.3757
T0000111,flat,465.9901
T0000111,short,477.0104
T0000111,step up,478.211
T0000111,flat,479.5371
T0000111,short,479.6723
T0000111,short,479.8213
T0000111,flat,481.0552
T0000111,step up harmx,481.2016
T0000111,flat,482.7765
T0000111,flat harmx,483.5839
T0000111,flat,483.7273
T0000111,flat,483.8661
T0000111,short,486.6667
T0000111,multi-step,496.5759
T0000111,flat,497.7853
T0000111,flat,497.9353
T0000111,flat,500.2199
T0000111,short,500.6387
T0000111,flat,508.4108
T0000111,flat,511.2483
T0000111,flat,511.4854
T0000111,step up,512.5437
T0000111,short,512.7506
T0000111,flat,513.0747
T0000111,flat,516.3622
T0000111,flat,524.7436
T0000111,step up,526.0682
T0000111,flat,532.864
T0000111,step down,534.9468
T0000111,flat,535.108
T0000111,flat,539.1216
T0000111,flat harmx,548.0407
T0000111,step up,548.7785
T0000111,short,577.9343
T0000111,flat,578.0603
T0000111,short,582.4578
T0000111,flat,599.1956
T0000111,flat,599.47
T0000111,flat,599.6682
T0000111,flat harmx,608.2508
T0000111,short,608.6005
T0000111,multi-step,608.7864
T0000111,flat harmx,609.6931
T0000111,flat,610.1672
T0000111,flat,610.4555
T0000111,flat,611.0325
T0000111,flat,611.2824
T0000111,flat harmx,611.5415
T0000111,flat harmx,611.7683
T0000111,flat harmx,611.9633
T0000111,flat,612.1743
T0000111,flat,612.3442
T0000111,step up,612.4262
T0000111,flat,612.651
T0000111,short,613.549
T0000111,flat,614.0979
T0000111,step down,614.9053
T0000111,multi-step,615.0594
T0000111,flat,615.3789
T0000111,short,615.6984
T0000111,short,617.0393
T0000111,flat,618.3152
T0000111,flat,618.5497
T0000111,flat,621.0017
T0000111,short,622.8142
T0000111,short,624.4316
T0000111,flat,625.3798
T0000111,flat,625.5426
T0000111,flat,625.6911
T0000111,flat,625.8565
T0000111,flat,626.0582
T0000111,flat,626.3818
T0000111,flat,626.5103
T0000111,flat,626.6414
T0000111,flat,626.7857
T0000111,flat,627.0689
T0000111,short,627.2081
T0000111,short,628.0867
T0000111,flat,629.2879
T0000111,flat,635.735
T0000111,flat,637.1834
T0000111,multi-step -s,637.3499
T0000111,flat,649.5866
T0000111,flat,684.7124
T0000111,flat,684.9976
T0000111,flat,685.3534
T0000111,flat,687.4475
T0000111,short,692.5225
T0000111,flat,698.1488
T0000111,short,699.7785
T0000111,short,700.4344
T0000111,short,712.3978
T0000111,complex,712.4546
T0000111,unclear,792.32
T0000111,unclear,792.536
T0000111,flat,818.9107
T0000111,flat,819.4406
T0000111,complex,869.1348
T0000111,flat,869.6022
T0000138,chirp,1.2221
T0000138,chirp,2.9245
T0000138,short,3.2855
T0000138,short - ur,4.3801
T0000138,chirp,4.5793
T0000138,chirp,4.8768
T0000138,chirp,5.1179
T0000138,chirp,5.3893
T0000138,short,7.4193
T0000138,short,9.5278
T0000138,chirp,10.1852
T0000138,chirp,11.2184
T0000138,chirp,11.3582
T0000138,chirp,11.5174
T0000138,short,11.6935
T0000138,short - dr,12.12
T0000138,short,12.2977
T0000138,chirp,12.5235
T0000138,chirp,12.5701
T0000138,chirp,12.8138
T0000138,chirp,13.2459
T0000138,short,13.441
T0000138,chirp,17.538
T0000138,short - ur,19.7207
T0000138,chirp,19.9572
T0000138,short - ur,20.3791
T0000138,chirp,21.1374
T0000138,short,21.3427
T0000138,chirp,21.547
T0000138,short,22.0359
T0000138,chirp,22.4593
T0000138,chirp,24.3251
T0000138,chirp,24.5857
T0000138,short - dr,25.7607
T0000138,short,25.9578
T0000138,chirp,27.6474
T0000138,chirp,28.6069
T0000138,short,32.0532
T0000138,chirp,37.355
T0000138,chirp,41.772
T0000138,short,42.2272
T0000138,chirp,42.6987
T0000138,short,44.0268
T0000138,short - ur,46.7159
T0000138,chirp,49.6855
T0000138,chirp,49.7602
T0000138,chirp,50.0351
T0000138,short,50.6071
T0000138,chirp,52.9116
T0000138,chirp,56.3773
T0000138,chirp,56.6584
T0000138,short,69.8798
T0000138,chirp,70.1076
T0000138,chirp,83.1426
T0000138,chirp,105.0168
T0000138,short,132.1799
T0000138,chirp,135.2319
T0000138,chirp,135.7998
T0000138,short,150.0518
T0000138,complex,153.8232
T0000138,inverted-u,154.1232
T0000138,complex,154.5809
T0000138,short,166.2479
T0000138,short,179.2337
T0000138,short,191.0164
T0000138,flat,197.0739
T0000138,step up,197.3022
T0000138,step up,197.5198
T0000138,complex,232.7162
T0000138,short,243.1446
T0000138,chirp,248.196
T0000138,short,248.5662
T0000138,chirp,248.8744
T0000138,short,259.0827
T0000138,short,263.5903
T0000138,short,264.4981
T0000138,flat,274.5041
T0000138,short,339.4222
T0000138,short,340.6535
T0000138,flat,367.7158
T0000138,short,368.3031
T0000138,short,381.0303
T0000138,flat,408.8591
T0000138,flat,437.9166
T0000138,short,466.2517
T0000138,chirp,466.3265
T0000138,short,511.3707
T0000138,short,511.4291
T0000138,flat,524.609
T0000138,chirp,559.4122
T0000138,chirp,563.6751
T0000138,short,580.8614
T0000138,chirp,582.8229
T0000138,flat,587.7995
T0000138,chirp,598.893
T0000138,chirp,599.1234
T0000138,step down,599.4168
T0000138,short,599.6851
T0000138,complex,599.7414
T0000138,chirp,600.9697
T0000138,chirp,603.4979
T0000138,flat,603.7012
T0000138,chirp,605.0775
T0000138,inverted-u,607.0236
T0000138,multi-step,607.2207
T0000138,chirp,607.3953
T0000138,short,607.7434
T0000138,multi-step,609.0526
T0000138,inverted-u,610.9875
T0000138,complex,611.2235
T0000138,step up,611.4559
T0000138,short - dr,611.5322
T0000138,multi-step,611.7365
T0000138,inverted-u,611.9879
T0000138,step up,612.5004
T0000138,complex,613.164
T0000138,short,613.3954
T0000138,chirp,613.5971
T0000138,short,615.5847
T0000138,flat,616.3583
T0000138,step up,616.703
T0000138,short,618.4084
T0000138,short,631.3482
T0000138,short,641.239
T0000138,chirp,641.9707
T0000138,short,648.6046
T0000138,short - dr,648.6932
T0000138,short,650.0725
T0000138,chirp,652.2644
T0000138,short,653.1292
T0000138,chirp,653.4635
T0000138,short,684.6817
T0000138,short,685.1676
T0000138,short,701.549
T0000138,short,708.9689
T0000138,chirp,771.1441
T0000138,short,788.0104
T0000138,short,788.1768
T0000138,short,788.7738
T0000138,chirp,825.7996
T0000138,chirp,834.5083
T0000138,chirp,835.1216
T0000138,flat,882.1575
T0000145,flat,1.8278
T0000145,flat,3.4283
T0000145,flat,3.5691
T0000145,flat,3.7504
T0000145,flat,3.8871
T0000145,flat,4.035
T0000145,flat,4.3883
T0000145,flat,4.5306
T0000145,flat,4.6771
T0000145,flat,4.9515
T0000145,flat,5.1143
T0000145,flat,5.312
T0000145,flat,8.8017
T0000145,flat,12.7206
T0000145,short,15.4296
T0000145,flat,17.5493
T0000145,upward ramp,18.2768
T0000145,short,18.4785
T0000145,complex,23.4782
T0000145,flat,23.6293
T0000145,flat,23.6861
T0000145,flat,23.8894
T0000145,flat,29.3821
T0000145,flat,30.2914
T0000145,short-ur,31.3702
T0000145,short,31.7163
T0000145,short over flat,32.4966
T0000145,flat,33.1683
T0000145,flat,33.6276
T0000145,flat,33.8088
T0000145,short-dr,34.4063
T0000145,flat,38.4583
T0000145,flat,38.6314
T0000145,flat,38.7947
T0000145,flat,43.0254
T0000145,flat,43.2168
T0000145,flat,43.4237
T0000145,flat,43.6172
T0000145,flat,43.6951
T0000145,flat,43.8108
T0000145,flat,43.9813
T0000145,flat,44.1707
T0000145,flat,44.3627
T0000145,short,46.5044
T0000145,flat,51.7765
T0000145,flat-mz,51.9516
T0000145,flat-mz,52.1226
T0000145,flat,52.3008
T0000145,flat,52.4764
T0000145,upward ramp,52.6392
T0000145,flat,57.2712
T0000145,flat,57.4402
T0000145,flat,57.5831
T0000145,flat,57.7546
T0000145,flat,58.2522
T0000145,flat,58.2927
T0000145,short,64.5944
T0000145,flat,66.627
T0000145,short,67.7463
T0000145,short,68.5864
T0000145,flat,96.4966
T0000145,flat,104.811
T0000145,flat,106.1079
T0000145,flat,108.2086
T0000145,flat,108.2705
T0000145,flat,109.932
T0000145,flat,110.102
T0000145,flat,110.4291
T0000145,flat,110.6145
T0000145,flat,114.4606
T0000145,flat,114.6915
T0000145,flat,114.8769
T0000145,flat,126.6047
T0000145,flat,126.8992
T0000145,flat,128.1904
T0000145,flat,128.7751
T0000145,flat,128.9308
T0000145,flat,129.1233
T0000145,flat,129.2713
T0000145,flat,129.9005
T0000145,flat,130.0756
T0000145,short,130.2753
T0000145,flat,140.4288
T0000145,flat,143.2263
T0000145,flat,143.7322
T0000145,flat,143.9329
T0000145,flat,144.1367
T0000145,flat,144.3491
T0000145,flat,144.7239
T0000145,flat,145.4796
T0000145,flat,145.6619
T0000145,flat,145.8191
T0000145,flat,150.9969
T0000145,short-sd,155.116
T0000145,flat,155.4647
T0000145,flat,155.6423
T0000145,flat,155.8809
T0000145,flat,156.1113
T0000145,flat,156.334
T0000145,flat,156.5752
T0000145,short-c,159.5729
T0000145,short-c,159.6252
T0000145,flat,186.4417
T0000145,short,202.7837
T0000145,short,202.817
T0000145,flat,215.0717
T0000145,flat,259.3663
T0000145,short,261.6745
T0000145,short,272.3696
T0000145,short-c,272.4264
T0000145,flat,275.0873
T0000145,flat,277.1855
T0000145,flat,277.4307
T0000145,flat,297.3823
T0000145,flat,308.0663
T0000145,flat,325.9253
T0000145,flat,325.9755
T0000145,flat,326.1951
T0000145,flat,358.7404
T0000145,flat,367.2642
T0000145,step down,377.8529
T0000145,flat,380.9438
T0000145,flat,394.0305
T0000145,short,473.4668
T0000145,flat,479.2304
T0000145,flat,526.5162
T0000145,short-su,547.5082
T0000145,complex,588.1333
T0000145,flat,590.5684
T0000145,flat,594.6526
T0000145,flat,595.1308
T0000145,flat,595.2778
T0000145,flat,595.478
T0000145,short,597.5316
T0000145,short,598.4788
T0000145,short,599.5822
T0000145,flat,600.0552
T0000145,flat,600.2114
T0000145,flat,600.3809
T0000145,short,600.7219
T0000145,short,602.3255
T0000145,flat,602.4053
T0000145,short-c,602.5615
T0000145,short-c,604.1436
T0000145,short-c,610.5651
T0000145,flat,611.2148
T0000145,complex,629.4466
T0000145,short,630.4896
T0000145,complex,631.3687
T0000145,flat,631.5361
T0000145,flat,703.0727
T0000145,flat,707.3259
T0000145,flat,707.4032
T0000145,short,707.8174
T0000145,short-c,707.8666
T0000145,short,708.3607
T0000145,short,711.2862
T0000145,short,714.0577
T0000145,short,714.9593
T0000145,upward ramp,716.7779
T0000145,upward ramp,717.5634
T0000145,flat,765.9468
T0000145,flat,783.811
T0000145,flat,785.7454
T0000145,flat,800.3031
T0000159,short,0.1157
T0000159,flat harmx,0.4357
T0000159,flat-z harmx,0.5928
T0000159,flat-mz harmx,0.9456
T0000159,flat-mz harmx,1.1376
T0000159,flat,1.3798
T0000159,short-ur,1.6716
T0000159,short-ur,1.9287
T0000159,short harmx,2.0766
T0000159,short harmx,2.3905
T0000159,flat,3.0202
T0000159,flat,3.2737
T0000159,flat,3.4944
T0000159,upward ramp,3.5573
T0000159,short,3.9905
T0000159,short,4.3924
T0000159,flat,4.4559
T0000159,flat,4.5486
T0000159,flat,4.7109
T0000159,flat,4.8532
T0000159,flat harmx,5.0396
T0000159,short,5.442
T0000159,flat,5.5608
T0000159,flat over flat harmx,5.7108
T0000159,flat harm,5.8695
T0000159,flat harm,6.0554
T0000159,short-c harm,6.169
T0000159,flat-mz harmx under fat,6.2223
T0000159,flat harmx,6.402
T0000159,short-ur,6.4701
T0000159,short-ur,6.6094
T0000159,flat,6.7409
T0000159,flat harmx,6.9094
T0000159,flat harmx,7.3779
T0000159,flat-mz harmx,7.5043
T0000159,flat-mz harm,7.7153
T0000159,flat-mz harm,7.8924
T0000159,flat,8.0471
T0000159,flat-z harm,8.0875
T0000159,step up harm,8.2734
T0000159,flat harmx,8.4244
T0000159,flat,8.5196
T0000159,flat harmx,8.7485
T0000159,short,9.2584
T0000159,flat,9.6737
T0000159,flat under flat harmx,9.9015
T0000159,flat-mx harmx under flat,10.0771
T0000159,flat-z harmx,10.3009
T0000159,flat-z,10.4744
T0000159,flat,10.6229
T0000159,step down harmx,10.7612
T0000159,flat-z harmx,10.9158
T0000159,step down,11.0848
T0000159,flat-z harmx,11.2506
T0000159,short-ur,11.3377
T0000159,flat-mz harmx under short-ur,11.5752
T0000159,flat uder flat harmx,11.9495
T0000159,flat,12.1512
T0000159,flat,12.3904
T0000159,flat under flat-mz,12.5916
T0000159,flat under flat,12.8107
T0000159,flat,13.0314
T0000159,flat,13.2131
T0000159,flat,14.2868
T0000159,flat,14.6042
T0000159,flat-z,14.8014
T0000159,flat,15.0113
T0000159,flat,15.1751
T0000159,flat,15.3364
T0000159,flat harmx,15.492
T0000159,flat,15.6615
T0000159,flat,15.8336
T0000159,short,19.1815
T0000159,short,20.972
T0000159,short,21.2776
T0000159,flat-z harmx,24.3906
T0000159,flat harmx,24.58
T0000159,short,24.8739
T0000159,flat-z under short-ur,25.3639
T0000159,short,27.0177
T0000159,short,28.6069
T0000159,short,28.7687
T0000159,flat,28.994
T0000159,flat,31.149
T0000159,flat,31.6211
T0000159,flat,32.7219
T0000159,short,33.3532
T0000159,flat,36.6361
T0000159,flat,37.0411
T0000159,short-ur,37.4236
T0000159,short-ur,37.888
T0000159,short,39.4055
T0000159,short-ur,39.6323
T0000159,short,41.0296
T0000159,flat,42.6076
T0000159,flat-z,42.7837
T0000159,flat,43.4585
T0000159,flat-mz,43.5891
T0000159,flat,43.7544
T0000159,flat harmx,45.1143
T0000159,flat harmx,50.201
T0000159,shrot,50.3214
T0000159,flat harmx,50.3936
T0000159,flat under short,51.0996
T0000159,short,51.4862
T0000159,flat,51.7232
T0000159,short-ur,52.3535
T0000159,short,52.4001
T0000159,short,52.6039
T0000159,short,52.8414
T0000159,flat,53.5377
T0000159,flat,53.7804
T0000159,flat,53.9724
T0000159,short-ur,54.1665
T0000159,short,55.4306
T0000159,flat,56.6174
T0000159,flat,59.0581
T0000159,flat harmx,59.2414
T0000159,flat harmx,60.0135
T0000159,flat,60.1512
T0000159,flat,60.2449
T0000159,short,60.4308
T0000159,flat,60.8829
T0000159,flat harmx,61.1962
T0000159,flat,61.3703
T0000159,flat,63.8279
T0000159,flat-mz,64.0179
T0000159,flat,64.1925
T0000159,flat,64.4065
T0000159,flat harmx,65.7791
T0000159,flat harmx,66.0556
T0000159,flat harmx,66.2225
T0000159,flat harmx,66.7591
T0000159,flat harmx,67.416
T0000159,flat-mz harmx under short,67.5486
T0000159,multi-step,67.7268
T0000159,short,67.8594
T0000159,short,67.9505
T0000159,short,68.0627
T0000159,flat-z harmx,68.1912
T0000159,flat,68.3847
T0000159,flat,68.545
T0000159,short,68.6069
T0000159,flat harmx,68.6858
T0000159,flat,68.8199
T0000159,flat harmx,69.2746
T0000159,flat,69.4789
T0000159,flat,69.8746
T0000159,flat,71.1838
T0000159,flat,71.3523
T0000159,flat,73.9496
T0000159,flat harmx,74.2338
T0000159,flat,74.4007
T0000159,flat harmx,74.5175
T0000159,flat-mx harmx,74.7514
T0000159,flat,75.1109
T0000159,flat,75.2435
T0000159,flat,75.396
T0000159,flat,75.5589
T0000159,flat harmx,75.6387
T0000159,flat harmx,75.8282
T0000159,flat harmx,76.0094
T0000159,flat,76.1753
T0000159,flat harmx,76.9704
T0000159,flat harmx,77.1302
T0000159,short,77.6975
T0000159,flat harmx,77.8362
T0000159,upward ramp harmx,78.7
T0000159,flat,80.4838
T0000159,flat over flat,80.6487
T0000159,flat,80.8632
T0000159,flat-mz,81.0306
T0000159,flat,81.2851
T0000159,flat harmx,81.4658
T0000159,flat,81.6066
T0000159,flat harmx,81.7571
T0000159,flat,82.0505
T0000159,flat,82.2123
T0000159,short,82.8052
T0000159,flat-z,82.9327
T0000159,flat,83.0878
T0000159,flat,83.8855
T0000159,flat,84.0483
T0000159,flat,84.5506
T0000159,flat harmx,85.3888
T0000159,flat-z harmx,85.7159
T0000159,short,85.9786
T0000159,flat,86.3011
T0000159,flat,86.5663
T0000159,flat-z harmx,86.6452
T0000159,flat harmx,86.8254
T0000159,flat harmx,86.9836
T0000159,flat,87.126
T0000159,flat-mz,87.4158
T0000159,flat,87.576
T0000159,flat,88.2503
T0000159,flat,88.449
T0000159,flat harm over flat,88.5739
T0000159,flat,88.7951
T0000159,short,89.004
T0000159,flat,89.2789
T0000159,flat over flat,89.4407
T0000159,flat,89.6732
T0000159,flat over flat,89.8344
T0000159,flat,90.1186
T0000159,flat over flat,90.2978
T0000159,flat,90.4678
T0000159,flat,91.4257
T0000159,flat harmx,91.6899
T0000159,flat harm,93.2695
T0000159,flat harm,93.4497
T0000159,flat-z harm,93.6355
T0000159,flat harmx,93.7722
T0000159,flat-z harm,93.9233
T0000159,short harm,94.2259
T0000159,short harmx,94.3784
T0000159,flat harm,94.5146
T0000159,short harmx,94.6616
T0000159,short harmx,94.8157
T0000159,flat-mz,96.0148
T0000159,flat harmx,96.28
T0000159,flat,96.4843
T0000159,flat,98.6137
T0000159,short,98.8405
T0000159,flat-z,99.8256
T0000159,short,99.9413
T0000159,flat harmx,99.993
T0000159,flat-z harmx,100.142
T0000159,flat,100.334
T0000159,flat,100.4794
T0000159,flat-z,100.6156
T0000159,flat-z,100.7907
T0000159,flat-mz harmx,101.2986
T0000159,flat,101.55
T0000159,flat,103.5233
T0000159,flat harmx,103.9303
T0000159,short,105.1274
T0000159,flat,105.2569
T0000159,flat,106.0654
T0000159,flat,106.2538
T0000159,flat,106.5497
T0000159,short,106.8057
T0000159,flat,108.6679
T0000159,flat,108.9305
T0000159,flat,110.3498
T0000159,flat,110.5126
T0000159,short,110.7962
T0000159,flat,111.6441
T0000159,flat,112.5365
T0000159,flat,113.1069
T0000159,flat,113.6721
T0000159,flat,113.8109
T0000159,flat,113.9927
T0000159,flat,114.1437
T0000159,flat harmx,116.0898
T0000159,flat harmx,116.2654
T0000159,short,116.4426
T0000159,short,116.6141
T0000159,flat,120.856
T0000159,flat,126.1859
T0000159,flat-z harmx,126.3477
T0000159,flat-z harmx,126.4967
T0000159,flat,126.6682
T0000159,short harmx,127.1562
T0000159,flat,133.5357
T0000159,flat,133.6821
T0000159,short,133.8311
T0000159,short,133.974
T0000159,short,134.1337
T0000159,flat,136.5954
T0000159,complex,136.7418
T0000159,flat,136.9446
T0000159,flat,137.5564
T0000159,flat-z harmx,137.7126
T0000159,flat,137.9159
T0000159,short,138.0802
T0000159,flar harmx,140.5603
T0000159,flat,141.8567
T0000159,flat,142.4076
T0000159,short,142.4465
T0000159,flat,142.701
T0000159,flat,144.0547
T0000159,short,145.6865
T0000159,short,147.1856
T0000159,short,147.3126
T0000159,short,149.5516
T0000159,short,149.8931
T0000159,short-ur,150.2039
T0000159,flat,151.6119
T0000159,flat harmx,151.8489
T0000159,flat harmx,152.066
T0000159,flat harmx,152.4096
T0000159,short,154.7345
T0000159,flat harmx,154.7939
T0000159,short,155.0141
T0000159,short,155.3408
T0000159,short,155.5635
T0000159,flat,156.2142
T0000159,flat harmx,156.5936
T0000159,flat under flat,156.8302
T0000159,short,157.1537
T0000159,flat harmx,158.4517
T0000159,short,161.5267
T0000159,short-ur,161.7489
T0000159,short,162.0372
T0000159,flat,162.2405
T0000159,short,162.4985
T0000159,flat,162.6798
T0000159,flat harmx,163.0218
T0000159,flat,163.2819
T0000159,flat,163.6479
T0000159,short,163.7422
T0000159,short,164.2245
T0000159,short,164.2803
T0000159,flat,164.7047
T0000159,step up harm,165.3212
T0000159,flat harmx,165.5029
T0000159,flat,165.7011
T0000159,short-ur,166.0154
T0000159,short,166.2387
T0000159,short,166.4752
T0000159,flat harmx,166.6554
T0000159,flat,167.4629
T0000159,flat,167.5806
T0000159,flat,167.8085
T0000159,flat-z,168.0619
T0000159,short,168.5022
T0000159,flat,168.6563
T0000159,flat-z over flat,168.8995
T0000159,flat-z,169.1284
T0000159,flat,169.3875
T0000159,flat,169.6593
T0000159,flat under flat,169.8984
T0000159,flat harmx,170.0695
T0000159,flat harmx,170.3198
T0000159,flat,170.5876
T0000159,flat-mz,172.2961
T0000159,short,173.803
T0000159,flat harmx,174.1347
T0000159,short harmx,174.5966
T0000159,flat harmx,178.3249
T0000159,flat harmx,178.5902
T0000159,flat harmx,178.8211
