"unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
1274,"T0000291","trill",0.0373,137.1094,62000,62000,63400,64400,64900,64900,65400,63400,63400,67300,67800,67800,NA,64900,66400,65400,65400,65900,64900,NA,66400,NA,NA,NA,59000,65400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,66800,74200,65400,69800,69800,73700,74700,NA,65400,NA,"WK"
1275,"T0000291","trill",0.0174,137.6066,NA,NA,NA,62000,62000,62000,NA,NA,62500,62900,62900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66800,66800,NA,NA,NA,NA,NA,NA,NA,79100,NA,"WK"
1276,"T0000291","complex",0.0527,138.0582,59500,60000,60500,61000,61500,61500,62000,62000,62000,62000,61500,61500,61000,60500,60000,59500,59000,58500,57100,57100,NA,NA,NA,NA,NA,NA,NA,NA,55600,56600,57100,57600,58500,59000,59000,59500,60000,60000,60000,60500,60500,60500,60500,61000,60500,60500,60000,58500,59000,59500,"WK"
1277,"T0000291","complex",0.3717,138.2476,54100,57600,57600,56600,55600,54600,54100,55100,52700,NA,55100,60500,60500,54100,58100,60500,58100,53700,53700,57600,59500,57100,55100,58100,59000,58500,58100,57100,56100,54600,54600,54100,52200,NA,54600,56100,56100,56100,55600,55100,54600,55100,55100,55100,55100,55600,55100,54600,54600,53700,"WK"
1278,"T0000291","flat-mz",0.2513,138.7637,NA,55600,56600,58100,57600,57100,57600,58500,58500,57100,55100,53700,52700,52200,52200,51700,51700,51700,51700,51700,51700,51200,51200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,51200,51200,50700,49800,NA,45800,50700,51700,51700,52200,51700,52200,51200,"WK"
1279,"T0000291","flat-mz",0.2094,139.1303,45800,46800,51700,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,51700,51700,51200,51200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,51700,52700,52700,52700,52700,52200,51700,51200,51200,51200,51200,51700,51700,51700,51700,51700,52200,52700,53200,"WK"
1280,"T0000291","flat-z under trill",0.1925,139.4672,45800,49800,50700,50700,50700,50700,50700,50200,50200,50200,49800,49800,49800,49300,49300,49300,49300,49300,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300,48800,48800,48800,48300,48300,47800,45800,45800,45800,45400,65900,45400,68300,NA,NA,NA,79500,NA,"WK"
1281,"T0000291","short-dr",0.0066,139.8369,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,56100,56100,56100,56100,55100,55100,55100,55100,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,NA,NA,NA,52700,"WK"
1282,"T0000291","flat-z",0.0506,140.0642,52200,52200,52200,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,51200,50700,NA,NA,NA,51200,50700,50700,50200,50200,50200,50200,50200,49800,49300,45800,45800,45800,45800,45800,45800,45800,"WK"
1283,"T0000291","flat-z",0.0593,140.3166,NA,51200,51700,51700,51700,51700,51700,51700,51200,50700,50700,50700,50700,50200,50200,50200,50200,NA,NA,49800,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44400,44900,44400,44400,44400,44400,"WK"
1284,"T0000291","trill",0.0542,140.5603,47800,61500,NA,NA,NA,NA,56600,NA,NA,NA,67300,67800,68300,NA,NA,62500,NA,NA,NA,NA,NA,67300,67800,68800,NA,83000,NA,NA,NA,NA,NA,NA,67300,66400,NA,NA,65400,NA,NA,NA,NA,NA,NA,NA,NA,49800,65900,65900,66400,NA,"WK"
1285,"T0000291","trill over flat-z",0.0348,140.7436,NA,NA,NA,NA,NA,NA,57100,57100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50700,NA,NA,51200,51200,51200,51200,51200,51200,51200,50700,51200,NA,NA,NA,NA,46800,46800,46300,46300,46300,46300,45400,45800,45400,64900,44900,45400,44400,NA,NA,NA,"WK"
1286,"T0000291","short",0.0071,140.9669,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44400,"WK"
1287,"T0000291","trill",0.0706,141.0314,NA,53200,54600,NA,NA,NA,NA,NA,NA,73700,NA,NA,75100,NA,NA,NA,NA,67800,NA,NA,62500,NA,NA,NA,NA,67300,NA,NA,71700,NA,NA,NA,NA,NA,NA,65900,66400,64900,67800,NA,NA,NA,NA,NA,NA,46300,46800,51700,52700,52700,"WK"
1288,"T0000291","flat-z under trill",0.0875,141.3242,NA,51700,51700,51700,NA,NA,51200,51700,51200,51200,51200,51200,50700,50700,50200,50200,50200,49800,49800,49300,NA,NA,48800,48800,48800,45800,45800,46300,46300,46300,46300,45800,45800,45800,45400,45400,45400,45400,44900,44400,44400,43900,43900,43400,67300,NA,NA,NA,NA,NA,"WK"
1289,"T0000291","flat-z",0.0348,141.6002,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51700,51200,51200,51200,50700,NA,50700,50700,50200,50200,NA,NA,47300,47300,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,"WK"
1290,"T0000291","trill",0.0583,141.6883,NA,NA,64900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68300,NA,NA,NA,NA,NA,NA,NA,NA,NA,67800,NA,NA,NA,NA,NA,NA,65900,66800,70300,70300,NA,NA,NA,NA,NA,NA,NA,NA,NA,63900,64400,64400,NA,NA,"WK"
1291,"T0000291","trill-c",0.0506,141.8567,NA,NA,49800,50200,49800,42900,NA,NA,52700,52700,52700,70800,68300,NA,NA,NA,NA,NA,NA,NA,66400,66400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65900,NA,NA,NA,NA,NA,NA,NA,64400,64900,69300,70300,NA,64900,NA,"WK"
1292,"T0000291","trill over flat",0.1008,142.4035,46300,NA,NA,NA,NA,NA,65900,NA,NA,NA,NA,NA,65900,NA,67800,49800,49800,49800,67800,48800,48800,NA,46800,46800,46300,46300,46300,46300,46300,46300,46800,46800,46800,46300,45800,45400,45400,45400,NA,44900,44900,44400,44900,44400,44400,44400,44400,43900,43900,43900,"WK"
1293,"T0000291","flat",0.045,142.6969,47300,47300,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,46300,45800,45800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,45800,45800,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45400,45400,44900,44400,"WK"
1294,"T0000291","trill-c over flat-z",0.1367,142.8966,50700,51700,51700,NA,56600,NA,NA,NA,NA,NA,NA,NA,NA,NA,51700,51200,51200,74700,NA,NA,NA,46300,46300,46300,45800,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45400,45400,45400,45400,44900,44900,45400,44900,45400,45400,44900,44900,44400,44400,43900,"WK"
1295,"T0000291","trill",0.0568,143.1843,NA,61000,61000,63400,65900,65400,62500,NA,NA,65900,NA,69800,69800,73700,66400,NA,NA,NA,NA,NA,67800,NA,NA,NA,67300,NA,NA,NA,NA,NA,NA,68300,NA,66800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65900,64900,64900,65400,NA,"WK"
1296,"T0000291","flat",0.0399,143.3395,46800,46800,46800,46800,46800,47300,46800,46800,46800,46300,46300,46300,NA,NA,NA,45800,45400,45400,45400,45400,45400,44900,NA,45400,45400,NA,46300,45800,45800,45800,46300,45800,45800,45800,46300,46300,46300,45800,NA,NA,NA,45800,45800,46300,NA,46300,46300,NA,NA,NA,"WK"
1297,"T0000291","trill",0.0271,143.7844,67300,67300,67300,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1298,"T0000291","trill",0.0414,144.0947,NA,57100,57100,57100,57600,57100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66800,NA,67800,NA,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,66400,67800,67800,67300,67300,67300,NA,NA,"WK"
1299,"T0000291","trill",0.0404,144.2816,65900,65900,65900,65900,65900,NA,NA,NA,63400,68300,67800,67800,67800,NA,67800,66800,NA,NA,67800,NA,NA,NA,NA,NA,NA,NA,67300,67300,66800,67300,68300,68300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68300,NA,NA,NA,NA,"WK"
1300,"T0000291","flat",0.024,144.5893,78100,78100,78100,NA,NA,NA,NA,NA,NA,77600,77600,77600,77600,77600,77600,NA,77100,77600,77600,77600,77100,77600,77100,77600,77600,77600,77100,77600,77600,77100,77100,77100,77600,77100,77100,77100,77100,77100,77100,77100,76600,76600,76100,NA,77100,NA,NA,75600,76100,76100,"WK"
1301,"T0000291","trill",0.0537,144.6471,60000,NA,NA,NA,NA,NA,NA,65900,65900,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,67300,66400,63400,66400,63400,NA,NA,NA,NA,NA,63900,64900,66400,65400,64900,69300,NA,NA,NA,NA,NA,NA,NA,65400,65900,66800,62500,67300,64400,NA,NA,"WK"
1302,"T0000291","flat",0.0122,144.7342,57100,57100,57100,57100,57100,57100,57100,57600,57600,57600,57600,57600,57600,58100,58100,58100,58100,58500,58500,58100,58100,58100,58100,NA,NA,58100,58100,58100,58100,58100,58100,58100,58100,58100,58100,58100,58100,57600,57600,57600,57600,57100,57100,57100,57100,57100,57100,57100,57100,NA,"WK"
1303,"T0000291","short",0.0097,144.8412,NA,NA,NA,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,NA,NA,45400,45400,45400,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45400,45400,45800,45800,45800,NA,NA,NA,"WK"
1304,"T0000291","trill",0.0542,144.9733,NA,NA,66800,NA,68300,NA,NA,NA,NA,68300,71700,71700,NA,NA,NA,65400,NA,NA,NA,NA,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65900,NA,73700,NA,53200,56100,56100,NA,NA,NA,NA,NA,71700,NA,NA,77600,NA,66800,NA,"WK"
1305,"T0000291","trill",0.0414,145.2871,60500,61000,NA,NA,62900,62500,62500,63400,NA,NA,69800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64900,NA,70300,70800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70800,70800,70300,67800,NA,NA,NA,"WK"
1306,"T0000291","trill",0.0593,145.4284,NA,67300,67800,67300,67300,67300,67800,67800,66400,67800,NA,NA,66800,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69800,NA,NA,65900,NA,NA,NA,NA,NA,NA,NA,NA,63400,NA,67300,67300,NA,NA,NA,NA,"WK"
1307,"T0000291","trill-c",0.0599,146.2215,NA,77100,77600,NA,NA,NA,NA,77100,77100,77100,NA,76100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61500,NA,NA,"WK"
1308,"T0000291","flat-z",0.0691,146.797,NA,NA,NA,NA,51200,52200,52200,52200,51700,51700,51700,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50200,50200,50200,49800,49800,50200,49800,49800,49800,49300,NA,NA,NA,45400,45800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1309,"T0000291","step up",0.0307,147.4944,NA,46800,46800,47300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77600,77600,77600,78100,77600,77100,77100,NA,74200,NA,NA,NA,"WK"
1310,"T0000291","flat",0.0327,147.6776,NA,NA,NA,NA,55100,55100,55600,55600,55100,55600,55600,55100,55100,55100,55100,54600,54600,54600,54600,54100,53700,NA,54100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52200,52200,NA,NA,NA,52200,52200,NA,NA,NA,NA,52200,NA,"WK"
1311,"T0000291","flat-z",0.0168,147.7642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50700,NA,NA,51200,51200,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,50700,50700,50700,NA,NA,"WK"
1312,"T0000291","flat-z",0.0573,147.927,56100,57100,57600,57100,57600,57600,58100,57600,57600,57100,57100,56600,56100,56100,56100,55600,55600,55100,55100,54600,54600,54600,54100,54600,54100,54100,54100,54100,53700,53700,53700,53700,53200,53200,52700,52200,NA,NA,NA,NA,NA,NA,46300,46300,46800,45800,NA,NA,NA,NA,"WK"
1313,"T0000291","flat",0.0742,148.1231,53200,54100,53700,54100,54100,54100,54100,54100,53700,53700,53700,53700,53700,53700,53700,53700,53700,54100,53700,53700,53700,53700,53200,53700,53200,53200,NA,52700,52700,52700,52200,52200,52200,52200,51700,51700,51700,51700,NA,51200,51200,51200,51200,51200,51200,51200,51200,NA,NA,NA,"WK"
1314,"T0000291","flat",0.0163,148.547,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,NA,NA,NA,NA,NA,NA,51200,51200,51200,51200,51200,51200,51200,50700,50700,NA,51200,"WK"
1315,"T0000291","short",0.0035,148.8363,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61000,"WK"
1316,"T0000291","trill",0.0194,149.6135,NA,NA,NA,NA,NA,NA,61500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,62900,62900,62900,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,NA,NA,NA,"WK"
1317,"T0000291","trill",0.0204,149.8634,NA,NA,NA,NA,65900,65900,65900,65900,65400,65400,NA,NA,64900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,NA,62000,NA,NA,"WK"
1318,"T0000291","short",0.0092,150.0856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1319,"T0000291","flat",0.1233,150.2535,58500,58100,58500,59000,59500,59500,59000,NA,59500,59500,59000,59000,59000,58500,58500,58100,57600,57600,57100,56600,56100,56100,55600,55100,55100,55100,54600,54600,54600,54600,54100,53700,53700,53700,53200,53200,NA,NA,NA,NA,NA,NA,52200,NA,52200,NA,51700,NA,NA,NA,"WK"
1320,"T0000291","flat",0.0501,150.5479,NA,54600,54600,54600,54600,54600,NA,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,NA,NA,NA,NA,54100,54100,54100,54100,54100,54100,54100,54100,53700,53700,53700,53700,NA,53200,53200,NA,"WK"
1321,"T0000291","trill",0.025,150.8034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67300,67800,69300,69800,70300,71200,70800,69300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1322,"T0000291","trill",0.0455,151.1203,62000,62000,62000,NA,NA,NA,NA,67300,68300,68300,67300,67800,NA,NA,64900,69800,67300,NA,NA,66400,NA,NA,NA,NA,NA,NA,62500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61000,NA,NA,NA,81500,81500,81500,NA,NA,"WK"
1323,"T0000291","trill-c",0.0501,151.4588,67800,NA,70800,71200,NA,66800,66800,NA,NA,NA,NA,NA,NA,NA,52700,52700,53700,56600,56600,56600,56600,57100,57600,NA,56600,56600,NA,58100,57600,57600,57600,58100,57100,NA,NA,NA,NA,55600,57100,56600,57600,58100,57600,56600,58500,58100,58100,NA,NA,NA,"WK"
1324,"T0000291","trill",0.0404,151.9969,58500,NA,59000,59500,NA,58100,NA,NA,NA,62000,63400,67800,70300,66800,68300,65900,66800,71700,71700,NA,NA,NA,NA,NA,NA,68300,72700,72200,72700,NA,71700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,65900,67300,72200,72200,68300,NA,NA,NA,"WK"
1325,"T0000291","trill",0.0537,152.8478,61500,61500,62500,NA,66400,66800,NA,NA,63400,68300,67800,67800,NA,NA,71700,68300,67300,NA,NA,NA,67800,67300,67300,67800,67800,66800,NA,NA,NA,NA,48800,53200,53200,68300,67300,67300,66800,NA,NA,NA,NA,NA,NA,NA,48800,63900,64400,64400,63900,NA,"WK"
1326,"T0000291","trill",0.0583,153.3859,44900,60500,44900,NA,NA,NA,63900,63400,NA,NA,NA,62500,67300,63400,66400,67300,67300,NA,NA,NA,NA,63900,67300,63900,62900,62900,67800,NA,NA,NA,NA,66400,68800,67800,69300,65900,NA,NA,NA,NA,NA,NA,62500,71700,68300,67800,68300,NA,NA,NA,"WK"
1327,"T0000291","trill-c",0.0522,153.5687,48300,47800,47800,48300,47800,47800,47800,47800,NA,51700,48800,49300,48800,52200,51700,51200,51200,51200,51700,51700,62000,62000,NA,66400,66800,NA,NA,NA,NA,62500,63400,66800,62900,62900,62900,66800,62900,NA,NA,NA,NA,NA,48800,63900,67800,68300,68300,67300,67300,NA,"WK"
1328,"T0000291","trill",0.0537,154.6787,44400,43900,43900,59000,59500,58500,NA,46800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,63400,65400,64900,NA,64400,NA,NA,NA,NA,NA,NA,NA,49300,66400,NA,64900,66400,65900,NA,"WK"
1329,"T0000291","short",0.0071,154.8974,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,NA,"WK"
1330,"T0000291","trill",0.045,155.0371,NA,47800,48800,64400,63900,63900,NA,NA,66400,62900,62900,62900,NA,68300,NA,NA,NA,NA,NA,NA,65900,NA,NA,NA,NA,NA,NA,NA,72200,72200,71700,73200,64400,NA,NA,NA,NA,NA,NA,NA,NA,68800,NA,NA,72700,72200,NA,68800,NA,NA,"WK"
1331,"T0000291","trill-c",0.0435,155.1953,46800,46800,47300,46800,46800,46800,48300,49300,NA,48300,48800,47800,66800,66800,66800,NA,NA,NA,68300,67800,67300,NA,NA,NA,NA,64400,65400,68800,NA,NA,67300,65400,67800,NA,NA,NA,NA,NA,NA,NA,66400,64400,64900,66400,67300,66800,67800,66400,NA,NA,"WK"
1332,"T0000291","trill-c",0.0445,155.4795,NA,50200,49300,50200,NA,NA,NA,NA,NA,NA,NA,NA,NA,66400,66800,67300,65400,65900,64900,NA,NA,NA,NA,NA,NA,NA,65400,NA,NA,65900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66400,NA,NA,73200,NA,NA,63400,NA,NA,NA,"WK"
1333,"T0000291","trill",0.045,155.7739,49800,66400,49300,65400,65900,66400,50200,67800,61000,NA,NA,NA,NA,63400,NA,NA,63400,NA,NA,62900,NA,NA,NA,NA,NA,NA,62000,66400,61000,67800,66800,66400,NA,NA,NA,NA,NA,NA,NA,NA,NA,63900,67300,67800,67800,67800,64400,NA,NA,NA,"WK"
1334,"T0000291","trill",0.0455,156.0734,48800,63900,63400,63400,48300,63900,65400,NA,NA,NA,NA,NA,NA,NA,65400,65900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400,NA,66400,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,66800,66400,67800,66800,66400,67300,NA,NA,NA,"WK"
1335,"T0000291","flat",0.0199,156.3141,NA,NA,NA,62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1336,"T0000291","trill",0.0512,156.5086,54100,54600,54100,54100,NA,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64400,NA,NA,NA,NA,NA,NA,NA,NA,NA,61500,64400,NA,62900,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45800,NA,NA,"WK"
1337,"T0000291","flat over trill-c",0.15,156.6899,NA,NA,NA,NA,68300,NA,68800,69300,68800,68800,NA,67800,NA,NA,NA,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,71700,71200,NA,NA,NA,NA,NA,NA,NA,62000,NA,NA,NA,NA,47800,66800,66800,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1338,"T0000291","downward ramp",0.0235,157.017,NA,NA,NA,NA,65400,65900,65900,65900,66400,66400,66400,66400,66400,66400,66800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1339,"T0000291","flat",0.067,157.2541,NA,NA,55100,NA,NA,55600,56100,56100,56100,56100,56100,56100,56100,56600,56600,56600,56100,56600,56100,56600,56100,56100,56100,56100,56100,56100,56100,56100,56100,55600,55100,NA,55100,55100,55100,54600,NA,NA,54100,NA,54100,54100,53700,53700,NA,NA,NA,NA,NA,NA,"WK"
1340,"T0000291","flat",0.0368,157.4302,NA,NA,NA,59500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1341,"T0000291","inverted-u",0.0148,157.6888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,62500,62500,62500,62500,62900,62900,62500,62500,NA,62000,62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1342,"T0000291","flat",0.0501,157.8101,NA,NA,NA,52200,52200,52200,52200,52200,52200,NA,NA,NA,NA,NA,NA,NA,51200,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,NA,NA,NA,NA,NA,NA,"WK"
1343,"T0000291","flat",0.0163,158.0026,63900,63900,63900,63900,63900,63900,63900,64400,63900,63900,63900,64400,64400,64400,NA,NA,NA,65900,65900,65900,65400,65400,65900,65400,65400,65900,65900,65900,66400,66400,66400,66400,66400,66400,66400,66400,65900,NA,NA,65900,65900,65900,65900,65900,65900,NA,NA,NA,NA,NA,"WK"
1344,"T0000291","flat over step up",0.0814,158.2592,60500,61000,61000,61000,61000,60000,60500,NA,58500,NA,NA,NA,52200,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53200,53700,NA,NA,NA,NA,53700,54100,54100,54100,54600,NA,53700,NA,NA,NA,NA,NA,NA,78100,"WK"
1345,"T0000291","short",0.0051,158.4476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57600,57600,57600,57600,NA,"WK"
1346,"T0000291","flat",0.0394,158.4967,53200,NA,NA,NA,NA,53700,53700,54100,53700,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54600,54600,54600,54600,54600,55100,55100,55100,55100,55100,55100,55100,55100,55100,54600,55100,55600,55600,55600,55600,55600,55600,56100,55600,56100,55600,55600,56100,55600,55600,55600,"WK"
1347,"T0000291","flat",0.0552,158.6887,NA,NA,NA,NA,NA,56100,56100,56600,56100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,56600,56100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,NA,57100,57100,57100,57100,57100,57100,56600,56600,NA,NA,"WK"
1348,"T0000291","short-dr",0.0081,159.3047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1349,"T0000291","trill",0.0419,159.3594,NA,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,62500,62500,62000,62500,61500,61000,NA,NA,"WK"
1350,"T0000291","short",0.0112,159.4654,NA,NA,NA,55600,55600,55600,55600,55600,55600,56100,56100,56100,55600,55600,NA,NA,NA,NA,NA,NA,NA,56600,56600,56100,56100,56100,56100,NA,NA,56100,56100,56100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55600,55600,55600,55600,55600,"WK"
