"unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
1541,"T0000138","inverted-u",0.0168,610.9875,1e+05,1e+05,99600,99600,99600,1e+05,100500,100500,100500,NA,NA,NA,NA,NA,NA,NA,NA,107900,108300,108300,108800,109300,109300,109800,110800,110800,111300,111300,111300,113200,114700,114700,NA,117600,117600,117100,117600,117600,117600,117100,117100,116600,116200,116200,117100,110800,110800,109800,110300,NA,"WK"
1542,"T0000138","complex",0.0378,611.2235,64400,64400,65400,65400,65400,65900,65900,66400,66400,66800,66800,66800,67300,66800,67300,67300,67300,66800,66800,65900,65900,65900,65900,65900,64900,NA,64400,64400,63900,63400,63400,63400,63400,63400,63400,63900,NA,NA,65400,65900,65900,66400,66400,66400,66400,66400,66400,66400,66400,65900,"WK"
1543,"T0000138","step up",0.0435,611.4559,65400,66400,66400,66800,66800,66800,67300,67300,67300,67300,NA,NA,66400,66800,66800,NA,66400,66800,66800,66800,NA,NA,NA,NA,NA,NA,NA,92200,92200,91700,91700,NA,NA,NA,NA,NA,65400,NA,NA,NA,108300,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1544,"T0000138","short - dr",0.0071,611.5322,65400,65400,65400,65400,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,64900,64900,64900,64900,65900,65900,65900,63900,63900,63900,63900,62000,62000,62000,62000,62000,62000,62000,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,NA,"WK"
1545,"T0000138","multi-step",0.0675,611.7365,93700,92700,92700,NA,NA,NA,NA,NA,NA,NA,NA,59500,60500,61000,NA,61000,61000,60500,60000,59000,NA,NA,98600,97600,97100,94700,92700,93200,NA,NA,NA,NA,NA,NA,91700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1546,"T0000138","inverted-u",0.0368,611.9879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93200,94200,NA,NA,NA,96600,96100,96600,97100,97100,97100,42400,42400,NA,NA,NA,NA,NA,97100,96600,96100,96100,96100,96100,96100,96100,96100,96100,96100,95700,95700,95200,94700,NA,NA,92700,NA,NA,NA,"WK"
1547,"T0000138","step up",0.0276,612.5004,51200,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,51700,51700,NA,51200,51200,NA,NA,NA,NA,NA,65400,NA,83900,84400,84400,84900,84900,84900,85400,85400,85900,85900,86400,86400,86400,86400,86400,86400,85900,NA,85400,84900,84900,NA,NA,65400,NA,NA,NA,"WK"
1548,"T0000138","complex",0.0665,613.164,47300,47800,47800,48300,48800,49300,49800,50200,50700,51200,52700,53200,53700,56100,56100,56600,57100,57100,57100,56600,56600,56100,56100,56600,56600,57100,57100,57100,57100,56600,56100,54600,53700,52700,50700,50200,50200,49800,50200,50700,52200,52200,52700,52700,52700,52200,51700,51200,50700,49800,"WK"
1549,"T0000138","short",0.0066,613.3954,74200,74200,74200,74200,74700,74700,74700,74700,74700,74700,74700,74700,75100,75100,75100,75100,75600,75600,75600,76100,76100,76100,76100,76100,76100,76100,76100,76600,76600,76600,76600,76600,76600,76600,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,"WK"
1550,"T0000138","chirp",0.0046,613.5971,85400,85400,85400,85400,85400,85400,88300,88300,88300,88300,88300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89300,89800,89800,89800,89800,89800,89800,89800,89800,89800,89800,89800,89300,89300,89300,89300,89300,89300,NA,NA,NA,NA,NA,87800,87800,87800,87800,87800,87400,"WK"
1551,"T0000138","short",0.0046,615.5847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90800,90800,90800,90800,90800,90800,90800,90800,90800,90800,91300,"WK"
1552,"T0000138","flat",0.0906,616.3583,NA,56100,56600,56600,56600,56100,56100,55600,55600,55100,55100,55100,55100,55100,55100,55100,54600,54600,54600,54600,54100,54100,54100,54100,54100,54100,54100,54600,54600,54600,54600,54600,54600,54600,54100,54100,54100,54100,53700,53700,53700,53700,53700,53700,53700,53700,53700,53200,52700,NA,"WK"
1553,"T0000138","step up",0.0337,616.703,NA,NA,NA,NA,58100,58100,NA,NA,NA,NA,NA,NA,57100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53200,NA,NA,NA,NA,NA,"WK"
1554,"T0000138","short",0.0056,618.4084,80000,80000,80000,80000,80000,79500,79500,79500,79500,79500,79500,79500,79500,79500,80000,80000,80000,80000,80000,80000,80000,80000,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80500,80500,80500,80500,80500,80500,80500,80500,80500,80000,80000,80000,80000,NA,"WK"
1555,"T0000138","short",0.0076,631.3482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400,"WK"
1556,"T0000138","short",0.0046,641.239,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83400,83000,"WK"
1557,"T0000138","chirp",0.0035,641.9707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400,65400,65400,65400,65400,65400,65400,91700,91700,91700,91700,91700,91700,91700,NA,NA,NA,NA,NA,NA,NA,90800,90800,90800,90800,90800,90800,90800,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1558,"T0000138","short",0.002,648.6046,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,72200,NA,"WK"
1559,"T0000138","short - dr",0.004,648.6932,76100,76100,76100,76100,76100,76100,76100,75600,75600,75600,75600,75600,75600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400,65400,65400,65400,65400,65400,72200,72200,72200,72200,72200,72200,NA,NA,NA,NA,NA,NA,71700,"WK"
1560,"T0000138","short",0.0025,650.0725,97100,97100,97100,97100,97100,97100,97100,97100,97100,97100,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97600,97100,97100,97100,97100,97100,97100,97100,97100,97100,NA,"WK"
1561,"T0000138","chirp",0.0051,652.2644,95700,95700,95700,95700,95700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96100,96100,96100,96100,96100,NA,NA,NA,NA,NA,"WK"
1562,"T0000138","short",0.002,653.1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1563,"T0000138","chirp",0.0056,653.4635,NA,NA,NA,NA,NA,91300,91300,91300,91300,NA,NA,NA,NA,NA,65400,65400,65400,65400,92200,92200,92200,92200,92200,92200,92200,92200,92200,92700,92700,92700,92700,92700,92700,92700,92700,92700,92200,92200,92200,92200,92200,91700,91700,91700,91700,NA,NA,NA,NA,91300,"WK"
1564,"T0000138","short",0.0081,684.6817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96600,96600,96600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96100,96100,96100,96100,96100,96100,NA,NA,NA,NA,"WK"
1565,"T0000138","short",0.0107,685.1676,87400,87400,87400,87800,87800,88300,88300,88300,88300,88300,88300,88300,89300,89300,88300,88300,88300,88800,88800,88800,88800,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,88300,87800,87800,87800,87800,87800,87800,87800,87800,87800,87800,87800,87800,87400,87400,87400,"WK"
1566,"T0000138","short",0.0051,701.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83900,83900,83900,83900,83900,NA,NA,NA,NA,NA,"WK"
1567,"T0000138","short",0.003,708.9689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90300,90800,90800,90800,90800,90800,90800,90800,90800,89800,89800,89800,89800,89800,89800,89800,89800,NA,"WK"
1568,"T0000138","chirp",0.0035,771.1441,108300,108300,108300,108300,108300,108300,108300,65400,65400,65400,65400,65400,65400,65400,65900,65900,65900,65900,65900,65900,65900,111300,111300,111300,111300,111300,111300,111300,110800,110800,110800,110800,110800,110800,110800,110300,110300,110300,110300,110300,110300,110300,110300,110300,110300,110300,110300,110300,110300,NA,"WK"
1569,"T0000138","short",0.0066,788.0104,65400,65400,65400,65400,65400,65400,65400,65400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97100,97100,97100,97100,96100,96100,96100,96100,96600,96600,96600,96600,NA,NA,NA,NA,"WK"
1570,"T0000138","short",0.0066,788.1768,96100,96100,96100,96100,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96600,96100,96100,96100,96100,"WK"
1571,"T0000138","short",0.0066,788.7738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84400,84400,84400,NA,NA,NA,NA,83900,83900,83900,83900,64900,64900,64900,64900,65400,65400,65400,65900,65900,65900,65900,65900,65900,65900,65900,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1572,"T0000138","chirp",0.0046,825.7996,104000,104000,104000,104000,104000,104000,104400,104400,104400,104400,104400,104400,104400,104400,104400,104400,104400,104900,104900,104900,104900,104900,104900,104900,104900,104900,104900,104900,104400,104400,104400,104400,104400,104000,104000,104000,104000,104000,104000,104000,104000,104000,104000,104000,103000,103000,103000,103000,103000,NA,"WK"
1573,"T0000138","chirp",0.002,834.5083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1574,"T0000138","chirp",0.0035,835.1216,111300,111300,111300,111300,111300,111300,111300,111800,111800,111800,111800,111800,111800,111800,111800,111800,111800,111800,111800,111800,111800,110800,110800,110800,110800,110800,110800,110800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
1575,"T0000138","flat",0.0394,882.1575,NA,NA,NA,NA,NA,65400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400,NA,NA,NA,64900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92200,93200,92700,NA,NA,93700,94700,94200,94700,94700,94700,95200,95200,95200,95700,94700,94200,NA,93700,"WK"
1576,"T0000145","flat",0.1105,1.8278,NA,46300,46800,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47300,47300,46800,46800,46800,46300,46300,46300,46300,45800,45800,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44400,44400,44400,44400,NA,NA,NA,NA,44900,45400,45400,45400,45400,45400,"SD"
1577,"T0000145","flat",0.0266,3.4283,NA,NA,NA,40000,NA,NA,NA,40500,41500,40500,41000,NA,41000,41000,NA,41000,41500,41500,41500,41500,41500,41500,NA,NA,42400,41900,41900,41900,41900,42400,41900,NA,41900,NA,NA,NA,NA,42400,42400,42400,42900,42900,42900,NA,NA,NA,NA,43400,43400,NA,"SD"
1578,"T0000145","flat",0.0814,3.5691,NA,38000,NA,NA,38000,38000,38000,38000,37100,37500,NA,36600,37100,36600,36100,36100,36100,36100,36100,35600,36100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,35600,36100,36100,35600,"SD"
1579,"T0000145","flat",0.0209,3.7504,NA,NA,36600,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,39000,38500,39500,39000,39500,39500,39000,39500,39500,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,"SD"
1580,"T0000145","flat",0.0343,3.8871,NA,NA,NA,NA,NA,NA,NA,36600,37100,37500,37500,38000,38000,38000,38500,38000,38000,38500,38000,38500,38000,38000,38500,38500,38000,38000,37500,NA,NA,38000,38500,38500,38500,38500,39000,38500,38500,38500,38500,39000,39000,39500,39000,39500,39500,39500,39500,39500,39000,39000,"SD"
1581,"T0000145","flat",0.1049,4.035,36100,35600,35600,35600,35600,35600,35600,35600,35600,35100,35100,35100,35100,34100,NA,34100,34600,34100,34100,34100,34100,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34600,34600,34600,34600,"SD"
1582,"T0000145","flat",0.025,4.3883,NA,35600,36100,36100,36600,36100,36600,36600,36600,36600,37100,36600,36600,37100,37100,37100,37100,37100,37100,37500,37100,37100,37100,38000,38500,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,40000,"SD"
1583,"T0000145","flat",0.0148,4.5306,37100,37100,38000,38000,NA,NA,37500,38500,38500,NA,NA,38000,39500,39500,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,41000,41000,41000,41000,40500,41000,41000,40500,40500,NA,NA,"SD"
1584,"T0000145","flat",0.0194,4.6771,NA,NA,NA,35100,35100,35100,35100,35600,35600,35600,35100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,35600,35600,36100,35600,NA,NA,NA,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,"SD"
1585,"T0000145","flat",0.0578,4.9515,NA,NA,NA,35600,35600,NA,35600,35600,35600,35600,36100,36100,36100,36100,36100,35600,36100,36100,35600,36100,NA,35100,35100,35100,34600,35100,35100,35100,34600,34600,NA,34600,34100,NA,34100,NA,NA,35100,34600,35100,34100,34600,34600,34600,34600,34600,34600,34100,35100,34600,"SD"
1586,"T0000145","flat",0.0701,5.1143,35100,35100,35100,35100,35100,35100,NA,34600,35100,34600,34600,NA,NA,34100,34100,34100,NA,NA,NA,33600,34100,34100,33600,33600,33600,33600,33600,34100,33600,33600,33600,33600,33600,33600,33600,34100,33600,33600,34100,34100,33600,34100,34100,34100,33600,33600,33600,33600,33600,33600,"SD"
1587,"T0000145","flat",0.023,5.312,NA,NA,36100,36100,36600,36600,36600,36600,37100,37100,36600,36600,37100,37100,37500,37500,37500,NA,38000,38000,38000,38000,38500,38000,38500,38500,39000,NA,NA,NA,38000,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,40000,40000,"SD"
1588,"T0000145","flat",0.0235,8.8017,NA,NA,40000,39500,39500,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40000,40000,40000,40000,40500,40500,40000,40500,40500,40000,41000,40000,NA,NA,"SD"
1589,"T0000145","flat",0.0844,12.7206,NA,NA,NA,NA,38500,NA,NA,38000,37100,NA,36600,36600,36100,36600,36100,NA,36100,36100,NA,NA,35600,NA,36100,NA,NA,NA,NA,35100,35100,35100,NA,NA,NA,NA,NA,NA,35100,35100,34600,35100,35100,35100,35100,35100,NA,35100,35600,35600,36100,36100,"SD"
1590,"T0000145","short",0.0035,15.4296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,57100,57100,57100,57100,57100,57100,NA,NA,NA,NA,NA,NA,NA,57600,57600,57600,57600,57600,57600,57600,NA,"SD"
1591,"T0000145","flat",0.0138,17.5493,NA,NA,44900,44900,45400,45400,45800,45800,46300,46300,46300,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,48800,48800,48800,48800,"SD"
1592,"T0000145","upward ramp",0.0117,18.2768,NA,NA,NA,50200,50200,NA,NA,NA,NA,53200,53200,52200,52200,NA,NA,NA,NA,NA,NA,NA,55100,55100,55100,55100,55100,55100,55100,55100,56600,56600,57100,57100,57100,57100,57100,57100,57100,NA,NA,NA,NA,NA,NA,61000,61000,61000,61000,61000,61000,61500,"SD"
1593,"T0000145","short",0.0015,18.4785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,54100,"SD"
1594,"T0000145","complex",0.0419,23.4782,NA,NA,43900,44400,44900,44900,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,46300,46300,46800,47300,47300,47300,47300,47800,47800,47800,48300,48300,48300,48300,48300,48300,47800,47800,47800,47300,47300,47300,47300,47300,47300,47300,46800,"SD"
1595,"T0000145","flat",0.0296,23.6293,NA,41000,41500,41900,41900,41900,42400,42900,42900,42900,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,44900,44900,45400,45400,45400,45800,"SD"
1596,"T0000145","flat",0.0957,23.6861,38500,38500,39000,39000,38500,NA,NA,39000,NA,38000,38500,38000,38000,38500,38000,37500,38000,37500,37500,37100,37500,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36100,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,"SD"
1597,"T0000145","flat",0.0343,23.8894,NA,NA,39000,39500,39500,39500,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,41500,41000,41500,41500,41500,41900,41900,41900,41900,42400,42400,42400,42400,42400,42900,42900,42900,43400,43400,43900,43900,43900,44400,44400,44400,"SD"
1598,"T0000145","flat",0.0737,29.3821,40500,41500,41900,42400,42400,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,43400,42900,42900,NA,NA,NA,42400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,41900,NA,NA,NA,41500,41500,NA,NA,NA,"SD"
1599,"T0000145","flat",0.0696,30.2914,41900,42400,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41900,41500,41500,41500,41900,41500,41500,41500,41000,41500,41000,41500,41000,41000,41500,41500,41500,41500,41900,41900,41500,41500,"SD"
1600,"T0000145","short-ur",0.0046,31.3702,NA,NA,NA,NA,NA,NA,53700,53700,53700,53700,53700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59000,59000,59000,59000,59000,59000,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,62900,62900,62900,62900,62900,62000,62000,62000,62000,62000,63400,"SD"
1601,"T0000145","short",0.0092,31.7163,48300,48300,48300,48800,48800,48800,49800,49800,49800,49300,49300,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,"SD"
1602,"T0000145","short over flat",0.0727,32.4966,NA,51700,52200,51700,51700,51200,51700,51200,40000,40500,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,40500,41000,41000,41000,41000,41000,41000,41500,41000,41000,"SD"
1603,"T0000145","flat",0.0225,33.1683,NA,NA,NA,47800,47300,47300,47300,47300,47300,47300,47300,47800,NA,47300,46800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,46800,47300,47300,46800,46800,46800,46800,46800,46800,46300,46300,45800,45800,45800,45800,45800,45800,45400,44900,44900,44400,NA,"SD"
1604,"T0000145","flat",0.0701,33.6276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36100,36100,36100,36100,36100,36100,36100,36600,36600,36100,36100,36100,NA,NA,35600,35600,35600,NA,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,"SD"
1605,"T0000145","flat",0.0179,33.8088,NA,NA,NA,39500,39500,39000,39000,NA,NA,40000,39500,39500,39500,39500,39500,39500,40000,40000,40000,39500,39500,39500,39500,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,"SD"
1606,"T0000145","short-dr",0.0046,34.4063,54100,54100,54100,54100,54100,54100,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,NA,NA,NA,NA,NA,NA,52200,52200,52200,52200,52200,47300,47300,47300,47300,47300,NA,"SD"
1607,"T0000145","flat",0.0512,38.4583,NA,41900,42900,42900,42900,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,44400,44400,43900,44400,44400,44400,44400,44400,44400,44400,44900,44400,44900,44900,44900,44900,44900,44900,45400,45400,45400,45800,45800,45800,46300,"SD"
1608,"T0000145","flat",0.0199,38.6314,NA,NA,42900,42400,42900,42900,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,"SD"
1609,"T0000145","flat",0.0122,38.7947,NA,NA,NA,42900,42900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,"SD"
1610,"T0000145","flat",0.0911,43.0254,NA,41000,40500,40500,40500,40500,40000,40000,40000,40000,39500,39500,39000,39000,NA,38500,39000,38500,38000,38000,38000,38000,37500,37500,37500,37500,37100,37100,36600,36600,NA,NA,NA,NA,35600,35600,35600,NA,35100,35600,NA,NA,36100,35600,35600,35600,36100,NA,35100,35100,"SD"
1611,"T0000145","flat",0.1131,43.2168,NA,37500,37500,38000,37500,37500,37500,37100,37100,NA,36100,36100,35600,35600,35100,35100,35100,35100,35100,35100,34600,34600,34600,34600,34600,34600,34100,NA,34600,34600,34100,34600,34600,34100,34600,34600,34600,34600,NA,NA,NA,35100,35600,35600,35600,35600,36100,35600,35600,35100,"SD"
1612,"T0000145","flat",0.0988,43.4237,NA,35100,35100,35100,35100,35100,34600,34600,34600,34600,34600,34600,34100,NA,34100,34100,NA,NA,NA,NA,34100,NA,NA,NA,NA,NA,34600,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34600,34600,34600,34600,34600,34600,"SD"
1613,"T0000145","flat",0.0266,43.6172,NA,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,33600,33600,34100,NA,NA,NA,NA,27300,33600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1614,"T0000145","flat",0.0133,43.6951,NA,NA,34100,34100,NA,NA,34100,34100,34600,34600,34600,34600,34600,34600,34600,34600,34100,34600,34600,34100,34100,34600,34600,34600,34600,34100,34100,34100,34100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33600,33600,34600,34600,34100,34100,"SD"
1615,"T0000145","flat",0.0655,43.8108,NA,NA,NA,34100,35100,34100,34100,35100,34100,NA,NA,NA,NA,NA,NA,NA,NA,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,NA,NA,NA,NA,NA,NA,35100,34600,34600,34600,34600,34600,NA,NA,"SD"
1616,"T0000145","flat",0.0865,43.9813,34600,34600,34600,34600,34600,34600,34600,34600,34100,34100,34100,34100,34100,34100,34100,34100,34100,33600,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35600,35600,35600,35600,35100,"SD"
1617,"T0000145","flat",0.0814,44.1707,NA,NA,34600,34600,35100,34600,35100,34600,34600,34600,34600,34600,34600,34100,34100,NA,NA,NA,NA,NA,NA,NA,NA,33600,33600,33200,33600,33600,34100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34100,34100,34100,34100,34100,34100,NA,34100,34100,"SD"
1618,"T0000145","flat",0.0163,44.3627,NA,NA,NA,NA,NA,NA,NA,34600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36100,"SD"
