"","categories.allowed","total.counts","file.name","total.filecounts","rel.filecount","strain"
"266","step down",16,"T0000242",889,0.0179977502812148,"SD"
"267","multi-step",3,"T0000242",889,0.00337457817772778,"SD"
"268","multi-step-s",0,"T0000242",889,0,"SD"
"269","trill",17,"T0000242",889,0.0191226096737908,"SD"
"270","trill-c",6,"T0000242",889,0.00674915635545557,"SD"
"271","trill-f",5,"T0000242",889,0.00562429696287964,"SD"
"272","inverted-U",0,"T0000242",889,0,"SD"
"273","unclear",1,"T0000242",889,0.00112485939257593,"SD"
"274","flat",558,"T0000254",1098,0.508196721311475,"SD"
"275","flat-z",41,"T0000254",1098,0.0373406193078324,"SD"
"276","flat-mz",42,"T0000254",1098,0.0382513661202186,"SD"
"277","short",141,"T0000254",1098,0.128415300546448,"SD"
"278","short-su",0,"T0000254",1098,0,"SD"
"279","short-sd",1,"T0000254",1098,0.000910746812386157,"SD"
"280","short-ur",7,"T0000254",1098,0.0063752276867031,"SD"
"281","short-dr",4,"T0000254",1098,0.00364298724954463,"SD"
"282","short-c",23,"T0000254",1098,0.0209471766848816,"SD"
"283","complex",6,"T0000254",1098,0.00546448087431694,"SD"
"284","upward ramp",8,"T0000254",1098,0.00728597449908925,"SD"
"285","downward ramp",7,"T0000254",1098,0.0063752276867031,"SD"
"286","step up",4,"T0000254",1098,0.00364298724954463,"SD"
"287","step down",14,"T0000254",1098,0.0127504553734062,"SD"
"288","multi-step",8,"T0000254",1098,0.00728597449908925,"SD"
"289","multi-step-s",3,"T0000254",1098,0.00273224043715847,"SD"
"290","trill",170,"T0000254",1098,0.154826958105647,"SD"
"291","trill-c",35,"T0000254",1098,0.0318761384335155,"SD"
"292","trill-f",13,"T0000254",1098,0.01183970856102,"SD"
"293","inverted-U",0,"T0000254",1098,0,"SD"
"294","unclear",13,"T0000254",1098,0.01183970856102,"SD"
"295","flat",85,"T0000303",555,0.153153153153153,"WK"
"296","flat-z",6,"T0000303",555,0.0108108108108108,"WK"
"297","flat-mz",2,"T0000303",555,0.0036036036036036,"WK"
"298","short",199,"T0000303",555,0.358558558558559,"WK"
"299","short-su",4,"T0000303",555,0.00720720720720721,"WK"
"300","short-sd",0,"T0000303",555,0,"WK"
"301","short-ur",36,"T0000303",555,0.0648648648648649,"WK"
"302","short-dr",2,"T0000303",555,0.0036036036036036,"WK"
"303","short-c",40,"T0000303",555,0.0720720720720721,"WK"
"304","complex",16,"T0000303",555,0.0288288288288288,"WK"
"305","upward ramp",2,"T0000303",555,0.0036036036036036,"WK"
"306","downward ramp",0,"T0000303",555,0,"WK"
"307","step up",16,"T0000303",555,0.0288288288288288,"WK"
"308","step down",4,"T0000303",555,0.00720720720720721,"WK"
"309","multi-step",1,"T0000303",555,0.0018018018018018,"WK"
"310","multi-step-s",0,"T0000303",555,0,"WK"
"311","trill",98,"T0000303",555,0.176576576576577,"WK"
"312","trill-c",38,"T0000303",555,0.0684684684684685,"WK"
"313","trill-f",0,"T0000303",555,0,"WK"
"314","inverted-U",0,"T0000303",555,0,"WK"
"315","unclear",6,"T0000303",555,0.0108108108108108,"WK"
