"file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50"
"T0000020","step up",0.0522,441.0219,52200,52700,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,79100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89300,89300,89300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","multi-step",0.0266,441.2108,79100,79100,NA,79100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","flat",0.1904,498.4371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44900,44900,NA
"T0000020","flat",0.1617,498.7653,41900,42400,42400,42400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,44400,43900,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,42900,NA,42400,42400,42400,42400,41500
"T0000020","flat",0.1546,499.0617,NA,NA,NA,NA,NA,39000,40500,40000,40000,41000,40000,40000,40000,40000,41000,40500,40500,40500,40500,40500,41500,41000,NA,NA,NA,NA,41000,NA,41500,NA,NA,NA,NA,NA,NA,NA,41000,NA,NA,NA,NA,41000,NA,40500,40500,NA,NA,40500,40000,NA
"T0000020","flat",0.1039,499.3919,NA,NA,NA,NA,NA,NA,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","short",0.0025,513.9778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","short-dr",0.0061,532.7718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78600,78600,78600,78600,NA,NA,NA,NA,NA,NA,NA,NA,77600,77600,77600,77600,78100,78100,78100,78100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","flat",0.0133,550.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79100,79100,79100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","trill-c",0.0522,561.475,NA,47800,48300,48300,48300,47800,NA,NA,45800,46300,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52700,NA,NA,NA,NA,NA,NA,NA,55100,55100,54600,NA
"T0000020","trill-c",0.043,562.0198,NA,50700,52200,51700,51700,52200,52200,52200,52200,48800,48300,49300,49800,50200,64400,50200,NA,NA,63400,NA,NA,NA,NA,NA,NA,NA,NA,62000,62000,61000,62500,62000,NA,62000,NA,NA,NA,NA,NA,NA,NA,61500,62000,62000,62000,61500,61000,NA,NA,NA
"T0000020","trill-c",0.0404,562.1969,55600,55600,55600,55600,55600,55600,55600,55600,55100,56100,56600,56100,55600,56100,54600,52700,52200,53200,52700,53200,NA,NA,NA,NA,NA,50200,64400,55600,NA,NA,63400,64400,63900,NA,NA,NA,NA,NA,48800,62500,63900,63900,64400,63900,63900,63900,63400,NA,NA,NA
"T0000020","trill-c",0.0291,562.4678,54100,54100,54100,53700,53700,53700,54100,53700,53700,55100,56100,55600,55600,55600,56100,56100,55100,55600,54600,NA,55600,NA,67800,NA,68300,67800,66400,NA,NA,NA,NA,NA,54600,NA,NA,NA,NA,64900,65900,66400,66400,66400,NA,67300,67800,NA,NA,NA,65900,NA
"T0000020","trill-c",0.0419,562.7346,NA,NA,56100,56100,56100,56100,56100,56100,54600,54100,53200,55100,54600,54600,54600,NA,47800,54600,54600,53700,52200,NA,NA,NA,NA,NA,NA,NA,NA,64400,63900,63900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61000,62000,61500,64900,NA,NA,NA,NA
"T0000020","trill-c",0.0522,563.1206,51200,52200,52200,52700,53200,53700,54100,56100,54100,54100,53200,NA,52700,52700,NA,NA,NA,NA,NA,63400,65900,65900,64900,65900,64900,65400,NA,NA,NA,NA,65900,66400,63900,65900,66400,65400,NA,NA,NA,NA,NA,NA,NA,64900,65400,65400,65400,66400,NA,NA
"T0000020","trill-c",0.0547,563.4882,60500,58100,58500,55600,59000,59000,58500,58100,58100,58500,NA,67800,67300,71200,72200,68800,67300,NA,NA,NA,NA,68300,67800,NA,63900,63400,64400,NA,NA,NA,NA,NA,NA,NA,NA,NA,69800,69800,NA,NA,NA,NA,NA,NA,NA,56600,55100,54600,55100,54600
"T0000020","short",0.0097,563.7294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,83000,83000,NA,NA,30700,30700,30700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","trill",0.0317,563.9316,56100,54600,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,NA,55600,NA,54600,54100,NA,55600,53700,53700,54100,54600,54600,NA,54100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65900,67300,66800,63900,63900,63400,63400,66400,62500,64900,64900,NA
"T0000020","trill",0.0281,564.6986,52200,51200,51200,52200,51700,51200,52200,51200,NA,50200,48800,49800,48800,48800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100
"T0000020","trill",0.0424,564.9356,57100,NA,NA,NA,NA,61000,NA,NA,NA,NA,NA,NA,NA,NA,58500,59500,59500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58500,62900,62500,62500,62900,62900,62900,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,61000,62000,NA,NA,NA,NA
"T0000020","trill-c",0.044,565.2869,NA,54600,55100,55600,55600,55600,55600,54600,55100,55100,55600,NA,32700,NA,65400,66400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,61500,62500,NA,NA,NA
"T0000020","trill",0.0568,565.4502,NA,56100,70300,70800,66800,66800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,60000,61500,NA,NA,NA
"T0000020","trill",0.0542,565.6458,49300,48800,49300,49300,NA,NA,NA,NA,47300,NA,64400,64400,64400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60500,NA,NA,NA,NA,NA,NA
"T0000020","trill-c",0.0675,565.9013,NA,48800,48800,48800,48300,48300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56600,57600,NA
"T0000020","trill-c",0.0547,566.1608,53200,53200,52200,52200,52200,50700,NA,53700,54600,54100,54600,54100,54100,53700,53700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","trill-c",0.0558,566.4281,52200,52200,52700,52700,52700,51700,49800,49300,47800,NA,NA,66800,66800,68300,NA,44400,65400,NA,NA,NA,52200,64400,52200,65900,64400,64900,NA,NA,NA,NA,NA,NA,NA,63900,63400,63900,NA,NA,NA,NA,NA,NA,NA,62900,NA,66800,67800,64400,62000,NA
"T0000020","trill over flat",0.0476,566.7691,63900,63900,NA,63400,63400,NA,NA,NA,NA,NA,NA,NA,62900,63900,63900,64400,62900,44900,NA,62900,NA,NA,NA,52700,54600,64900,55100,54600,62000,55600,54600,55100,55100,55100,55100,54600,55100,54600,53700,64900,64900,65400,65400,62900,54100,54100,NA,NA,52700,NA
"T0000020","complex",0.1464,566.8459,NA,44400,48300,50200,49800,50200,49800,50200,NA,50200,50700,NA,50700,50700,50200,48800,48300,49300,50200,50700,51700,51700,NA,43900,NA,NA,NA,NA,43900,NA,NA,NA,44400,43900,45400,NA,49800,50200,NA,NA,NA,NA,NA,NA,45800,45400,46300,NA,NA,NA
"T0000020","complex",0.0706,567.0825,NA,NA,44400,NA,47300,49800,50200,51200,52200,52200,52700,52200,NA,NA,48300,NA,NA,NA,NA,54100,53700,53700,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63400,64400,64900,64900,65900,NA,NA,70300,71200,71700,72200,72200,NA,NA
"T0000020","trill 2 complex",0.3353,567.1766,51700,51200,NA,NA,NA,54600,NA,70800,NA,70300,NA,41900,44900,44900,45400,48300,48800,44900,44900,49300,45400,49300,49300,45800,44900,50200,49300,50700,44900,44400,49800,49800,44900,44900,45800,45800,46300,48800,48300,47800,47300,45400,45400,45400,45400,45400,45400,44900,44400,NA
"T0000020","trill",0.1111,567.6242,39000,NA,NA,40000,41500,43400,44400,45400,45400,45400,45800,45800,45400,44900,44400,44900,45400,45400,45800,45800,46300,45800,44900,44900,44400,44400,44400,44900,46300,49300,50200,49800,49800,49800,49300,45400,44900,44900,45400,45800,49800,50200,49800,NA,46800,45800,45400,44900,45800,NA
"T0000020","complex under flat",0.1116,567.8305,NA,38500,39500,41000,41900,42900,43400,43900,44400,44900,44900,44900,44900,44400,44400,44400,44900,45400,45800,45800,45800,45400,45400,44900,44400,44400,44900,45400,45800,46300,46300,46300,46300,45800,44900,44900,44400,44400,44900,44900,45400,46300,46300,45800,45400,44900,44400,NA,44900,44900
"T0000020","flat under flat",0.1018,568.0624,NA,40000,41500,41500,42400,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,42900,42400,43400,43900,44400,44900,44900,44400,44400,43900,43900,43900,42900
"T0000020","trill-c",0.0394,568.7167,50700,50700,50200,50200,50200,50200,50200,50700,NA,NA,NA,NA,NA,50200,50200,50200,62000,NA,NA,63900,NA,NA,NA,NA,NA,NA,NA,NA,62500,62900,62900,63900,62500,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,64400,64900,64900,NA,33600,65400,64400
"T0000020","trill",0.0317,569.2042,NA,NA,NA,NA,58100,57100,58500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,NA,NA,61000,61500,61000,NA,61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64900,64400,63400,63400,63900,63900,62900,62900,62900,NA
"T0000020","trill-c",0.043,569.4735,45400,45400,46800,46300,45800,45800,NA,NA,61000,60000,60000,NA,NA,NA,NA,NA,59500,NA,60500,NA,61000,60500,NA,NA,NA,NA,NA,NA,NA,62500,62000,62900,62000,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,62900,62500,62500,62500,61000,59000,NA
"T0000020","trill",0.0419,569.9302,NA,NA,NA,61000,61000,61500,NA,NA,NA,NA,NA,NA,NA,NA,62500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63900,63900,63400,62900,62900,62900,NA,NA,NA,NA,NA,NA,NA,36100,NA,63900,63900,64400,64400,63400,63400,63400,62900
"T0000020","flat",0.022,570.005,NA,NA,NA,NA,NA,NA,NA,NA,83000,83000,NA,83400,83400,NA,83400,84900,84900,84900,84400,84400,84400,84400,84400,84400,84400,84400,84400,83900,83900,83400,83400,83400,83000,83000,83000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","inverted-u",0.0307,570.1668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75600,74700,NA,NA,75600,75600,76100,76600,77100,77100,77100,78100,78600,78600,80000,79500,80000,80000,79500,79100,79100,79500,77100,77100,NA,NA,73200,73700,73200,73200,NA
"T0000020","step up",0.0435,570.4913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,55600,NA,55100,NA,54600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89300,89300,89300,89300,88300,88300,NA
"T0000020","flat",0.0798,570.6408,46300,46800,48800,49800,50700,51200,51200,51700,51700,51700,51700,51700,51700,51700,52200,51700,51700,52200,52200,52200,52200,52200,52200,51700,52200,52200,NA,51700,52200,NA,NA,53700,53700,53700,53700,53700,53700,53700,52200,NA,NA,52700,53700,55100,NA,56100,55600,55100,55100,NA
"T0000020","flat",0.0552,570.8339,47800,48800,49300,49800,51200,NA,NA,NA,NA,77100,53700,NA,53700,54600,55100,55100,55100,55600,55600,55600,55600,55600,55600,56100,56100,55600,55600,NA,NA,NA,53700,55100,55600,55600,56100,57100,57600,57600,57600,57100,56600,56100,56100,56600,56600,57100,56600,56600,56600,55600
"T0000020","flat",0.0179,571.0289,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","flat",0.044,571.1871,NA,NA,NA,NA,NA,NA,NA,52700,53200,53200,54100,53700,53700,53700,53700,53700,53700,53700,53700,53200,53200,NA,NA,NA,NA,53200,53700,53200,53700,53700,53700,53700,53200,52700,52700,52700,52700,52200,52700,51700,52700,51700,52200,52200,51700,51700,52200,51200,NA,NA
"T0000020","flat",0.0645,571.5056,NA,47800,NA,NA,48300,48300,48300,48300,48300,48300,48300,47800,47800,47800,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47800,47800,48300,48800,48300,NA,48800,49300,49300,49300,48800,NA,NA,NA,48300
"T0000020","flat",0.0204,573.0989,NA,NA,NA,49800,NA,NA,NA,NA,52700,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51200,51200,51200,50700,50700,50200,50200,50200,50200,50200,49300,NA,NA,NA,NA
"T0000020","step up",0.0291,574.2561,41000,41500,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,40500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,62500,63400,62900,62900,63400,63400,62500,NA,NA
"T0000020","flat",0.0179,574.4599,NA,NA,NA,67800,67800,67800,NA,67800,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67300,66400,66800,66800,66400,66400,66400,65900,65900,65400,65400,65400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","complex",0.0491,576.1305,NA,72700,73200,73200,73200,73700,73700,75100,75100,NA,74200,73700,NA,NA,NA,75100,34600,75100,75600,76100,76100,76100,75600,NA,NA,NA,72200,NA,70800,NA,NA,NA,NA,NA,NA,NA,71700,72200,72200,72700,72700,72700,72700,72700,72200,34600,NA,NA,36100,NA
"T0000020","inverted-u",0.0317,576.2954,73200,72700,72700,72700,NA,NA,NA,NA,NA,NA,74200,74200,74700,74700,74700,74700,NA,75600,76100,77100,77100,77600,77100,77100,77100,77100,77100,77100,77100,77100,77600,77600,78100,78600,78600,79100,79100,79100,79100,78600,78100,78100,78600,75600,74200,73200,73200,73700,41000,NA
"T0000020","step up",0.0143,576.3471,NA,NA,42400,42400,42900,42900,43900,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,NA,NA,NA,NA,NA,69300,69300,69300,68800,68800,68800,68800,NA,NA,NA,NA
"T0000020","inverted-u",0.0245,576.6179,NA,NA,NA,68800,68800,68800,69800,69300,69800,69800,69800,70800,70300,70300,70800,71200,NA,72200,71700,72200,72200,72700,72700,73200,73200,73200,73200,73200,74200,74700,74200,74200,74200,74200,74200,74200,74200,73700,73200,72700,72700,72200,71700,71200,71700,70300,71200,NA,NA,NA
"T0000020","multi-step",0.0752,577.6112,57600,58500,59500,NA,NA,NA,NA,NA,NA,NA,38000,39000,38500,NA,39500,40000,40500,40000,40500,38500,NA,35600,NA,NA,NA,NA,NA,37100,38500,39000,38500,39000,38500,38000,NA,NA,NA,NA,NA,NA,NA,NA,61000,62000,63400,NA,NA,63900,63400,62500
"T0000020","step up",0.0194,577.8565,41000,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64900,63900,63900,63900,63900,63900,NA,NA,NA,NA,NA,NA,NA,62000,NA,NA
"T0000020","short",0.0092,578.6741,82500,82500,82500,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,82000,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81500,81000,81000,81000,81000,81000,81000,80500,80500,80000
"T0000020","step up",0.0215,578.8236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49300,49300,49300,49300,50200,49800,50700,50200,50200,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,49800,49800,49800,49800,49800,NA,NA,NA,NA,NA,NA,NA,78100,78600,78100,NA,NA
"T0000020","short",0.0097,579.1365,NA,NA,NA,NA,NA,NA,54100,54100,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,55100,55100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,55100,55100,55100,54100,54100,NA
"T0000020","flat",0.0517,589.9545,41900,NA,NA,NA,NA,NA,43400,43400,43400,43400,43400,43400,43400,42900,NA,43400,43400,42900,42900,NA,NA,NA,NA,NA,NA,43900,43900,42900,NA,NA,NA,NA,42400,42900,42900,42900,43400,43400,42900,43400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","short",0.0056,613.1092,NA,NA,NA,NA,NA,59500,59500,59500,59500,59500,59500,59500,59500,59500,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,59500,59500,59500,59500,59500,60000,60000,60000,60000,59500,59500,59500,59500,59500,59000,59000,59000,59000,NA,NA,NA,NA,59000
"T0000020","trill",0.0327,613.5239,NA,NA,NA,NA,NA,NA,61500,61500,61500,61500,60500,NA,NA,NA,NA,NA,NA,NA,NA,NA,60500,61000,61000,61500,61000,60500,60500,61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59000,57600,57600,NA,NA,NA,NA
"T0000020","short",0.0051,616.557,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","short",0.0051,616.5918,NA,NA,NA,NA,NA,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56100,56100,56100,56100,56100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55100
"T0000020","trill",0.0465,619.6864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58500,58500,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,60000,59500,59500,59000,NA,NA,NA,NA,NA,NA,NA,60000,60500,NA,58100,58500
"T0000020","trill",0.0496,620.1456,49300,49300,49300,NA,NA,NA,NA,NA,NA,47800,NA,NA,43900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49300,NA,NA,NA
"T0000020","trill-c",0.0245,620.4067,55600,55600,56100,56100,56100,56100,NA,54100,54100,NA,NA,NA,53700,54100,55100,54600,55600,55600,70800,70800,70800,70300,54600,70800,66400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64900,64900,65900,66400,NA,NA,NA,NA,NA,NA,NA
"T0000020","step up",0.045,620.7503,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,44400,44900,45400,45800,46300,46300,46300,48800,48300,48300,48800,48300,48300,48300,47300,47300,46300,45400,44900,45400,44400,42900,41900,74700,74200,73700,73700,74200,74200,75100,74700,NA,75600,76100,76600,76600,75100,NA
"T0000020","complex",0.0619,620.9157,NA,38000,40500,41500,42900,43400,44400,44900,44900,45800,45800,46300,46300,46300,46300,45800,45400,45400,45400,45400,45400,45400,45800,45800,46800,47300,47300,47800,47800,46800,45800,45400,44900,43900,41500,40500,39500,38000,38500,38000,37500,38000,38000,40000,40500,41500,41900,42400,42400,41900
"T0000020","trill",0.044,621.0334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,62500,61500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,62900,NA,NA
"T0000020","complex",0.2626,621.2981,NA,37100,40000,39500,39000,40000,41900,44400,41900,NA,NA,40000,44400,NA,NA,NA,NA,41000,44400,39500,39500,44900,45400,44400,41000,39500,41900,41900,41000,42400,43900,43900,43900,43900,43900,43900,43900,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,NA
"T0000020","complex",0.0936,621.6862,NA,38000,38500,39500,39500,40000,41500,41900,41900,41900,41000,40500,39500,39000,39000,40000,40500,42400,43400,43900,43900,43400,43400,43400,41900,40500,39500,39500,40000,40500,41500,42900,43900,43900,43400,41500,81000,41500,41500,41500,41500,40500,40000,40000,41000,41500,41500,41500,40000,NA
"T0000020","complex un flat un trill",0.1121,621.9259,NA,38500,38000,39000,40000,40000,40500,41000,41500,41500,41500,41500,41900,41900,42400,42900,42400,41500,40000,NA,55600,40000,41500,42400,42900,42900,42400,42400,89300,NA,83900,NA,36100,NA,NA,41500,42900,43900,43400,42900,41000,NA,NA,NA,NA,NA,41500,42400,NA,34600
"T0000020","complex",0.0486,622.1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,41900,41500,42400,42400,42400,43400,43400,42400,42400,41500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,42400,NA,44400,43900,43900,44400,42900,44400,NA
"T0000020","trill over flat",0.0885,622.3298,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,34100,38500,38000,37500,37500,NA,38000,37100,37100,38000,38000,38500,38000,38000,37100,36600,36600,NA,NA,NA,NA,NA,NA,65400,NA,67800,NA,NA,NA,NA,62500,68800,NA,NA,NA,NA,45800,NA,44400,NA
"T0000020","trill",0.0537,622.5715,NA,77600,82000,83000,83400,83400,42400,41900,NA,NA,NA,NA,41500,82500,83900,83900,80500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34100,68300,68300,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000020","upward ramp",0.0148,622.7338,41000,41000,NA,NA,42900,42900,41900,42900,42900,42400,42400,43900,43400,43400,43900,43900,43900,44400,44400,44400,44400,44400,44900,44900,46300,46300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48300,48300,NA,48800,48800,NA,NA,NA,NA
"T0000020","trill",0.0384,626.1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30700,30200,62500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60500,NA,64400,63400,64900,NA,NA
"T0000020","short",0.0061,627.0971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73200,73200,73200,73200,73200,73200,73200,73200,74200,74200,74200,74200,74200,74200,74200,74200,73700,73700,73700,73700,74200,74200,74200,74200,73200,73200,73200,73200,73200
"T0000020","complex",0.0332,629.8762,NA,NA,NA,NA,71200,71200,72700,72200,72700,72700,NA,NA,NA,NA,NA,NA,NA,74700,73700,74700,73700,73700,72200,71700,71700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78100,78600,79500,79500,79500,79500,79100,79500,79500,79500
"T0000020","flat",0.0158,630.0794,NA,NA,NA,NA,NA,NA,NA,76600,NA,NA,75100,75100,NA,NA,NA,75600,75600,75600,75600,75600,75600,75600,75600,75600,75600,75600,75600,75600,75600,75100,75100,75100,75600,75600,75100,75100,75100,75100,75100,75100,74700,74700,74700,74700,74700,74700,75100,75100,NA,NA
"T0000020","short",0.003,631.5314,70800,70800,70800,70800,70800,70800,70800,70800,70800,69800,69800,69800,69800,69800,69800,69800,69800,NA,NA,NA,NA,NA,NA,NA,NA,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,NA
"T0000020","flat",0.0706,631.8576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42400,42400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,41500,NA,NA,41900,NA,NA,NA,42400,41500,NA
