"","label","file.name","recording","strain"
"11364","step up","T0000152","MBT","SD"
"11365","flat","T0000152","MBT","SD"
"11366","flat","T0000152","MBT","SD"
"11367","flat","T0000152","MBT","SD"
"11368","flat-z","T0000152","MBT","SD"
"11369","short","T0000152","MBT","SD"
"11370","flat","T0000152","MBT","SD"
"11371","short","T0000152","MBT","SD"
"11372","short","T0000152","MBT","SD"
"11373","flat","T0000152","MBT","SD"
"11374","flat-z","T0000152","MBT","SD"
"11375","short","T0000152","MBT","SD"
"11376","flat","T0000152","MBT","SD"
"11377","flat","T0000152","MBT","SD"
"11378","flat-z und short","T0000152","MBT","SD"
"11379","flat-z","T0000152","MBT","SD"
"11380","flat","T0000152","MBT","SD"
"11381","flat","T0000152","MBT","SD"
"11382","flat-z","T0000152","MBT","SD"
"11383","flat","T0000152","MBT","SD"
"11384","short","T0000152","MBT","SD"
"11385","short","T0000152","MBT","SD"
"11386","flat","T0000152","MBT","SD"
"11387","flat","T0000152","MBT","SD"
"11388","flat","T0000152","MBT","SD"
"11389","step down","T0000152","MBT","SD"
"11390","flat","T0000152","MBT","SD"
"11391","flat","T0000152","MBT","SD"
"11392","flat-z","T0000152","MBT","SD"
"11393","flat","T0000152","MBT","SD"
"11394","flat","T0000152","MBT","SD"
"11395","flat","T0000152","MBT","SD"
"11396","flat-mz","T0000152","MBT","SD"
"11397","flat-mz","T0000152","MBT","SD"
"11398","flat-mz","T0000152","MBT","SD"
"11399","flat","T0000152","MBT","SD"
"11400","flat-mz","T0000152","MBT","SD"
"11401","flat-mz","T0000152","MBT","SD"
"11402","short","T0000152","MBT","SD"
"11403","flat","T0000152","MBT","SD"
"11404","flat","T0000152","MBT","SD"
"11405","flat-z","T0000152","MBT","SD"
"11406","flat","T0000152","MBT","SD"
"11407","flat","T0000152","MBT","SD"
"11408","inverted-u","T0000152","MBT","SD"
"11409","flat","T0000152","MBT","SD"
"11410","flat","T0000152","MBT","SD"
"11411","flat","T0000152","MBT","SD"
"11412","short","T0000152","MBT","SD"
"11413","flat","T0000152","MBT","SD"
"11414","flat","T0000152","MBT","SD"
"11415","flat-z","T0000152","MBT","SD"
"11416","flat-z","T0000152","MBT","SD"
"11417","flat","T0000152","MBT","SD"
"11418","flat","T0000152","MBT","SD"
"11419","flat","T0000152","MBT","SD"
"11420","flat-z","T0000152","MBT","SD"
"11421","flat","T0000152","MBT","SD"
"11422","flat","T0000152","MBT","SD"
"11423","flat-z","T0000152","MBT","SD"
"11424","flat-z","T0000152","MBT","SD"
"11425","flat-mz","T0000152","MBT","SD"
"11426","flat","T0000152","MBT","SD"
"11427","flat","T0000152","MBT","SD"
"11428","step down","T0000152","MBT","SD"
"11429","flat","T0000152","MBT","SD"
"11430","flat","T0000152","MBT","SD"
"11431","flat","T0000152","MBT","SD"
"11432","flat","T0000152","MBT","SD"
"11433","flat","T0000152","MBT","SD"
"11434","flat","T0000152","MBT","SD"
"11435","flat","T0000152","MBT","SD"
"11436","flat-z","T0000152","MBT","SD"
"11437","flat","T0000152","MBT","SD"
"11438","flat-mz","T0000152","MBT","SD"
"11439","flat-z","T0000152","MBT","SD"
"11440","flat","T0000152","MBT","SD"
"11441","flat","T0000152","MBT","SD"
"11442","flat","T0000152","MBT","SD"
"11443","step up","T0000152","MBT","SD"
"11444","multi-step","T0000152","MBT","SD"
"11445","flat","T0000152","MBT","SD"
"11446","flat-z","T0000152","MBT","SD"
"11447","flat","T0000152","MBT","SD"
"11448","flat","T0000152","MBT","SD"
"11449","flat","T0000152","MBT","SD"
"11450","flat","T0000152","MBT","SD"
"11451","flat-z","T0000152","MBT","SD"
"11452","flat","T0000152","MBT","SD"
"11453","flat-z","T0000152","MBT","SD"
"11454","flat","T0000152","MBT","SD"
"11455","short","T0000152","MBT","SD"
"11456","flat","T0000152","MBT","SD"
"11457","flat","T0000152","MBT","SD"
"11458","flat","T0000152","MBT","SD"
"11459","short","T0000152","MBT","SD"
"11460","step up","T0000152","MBT","SD"
"11461","flat","T0000152","MBT","SD"
"11462","flat","T0000152","MBT","SD"
"11463","short","T0000152","MBT","SD"
"11464","short","T0000152","MBT","SD"
"11465","short","T0000152","MBT","SD"
"11466","flat","T0000152","MBT","SD"
"11467","flat","T0000152","MBT","SD"
"11468","flat","T0000152","MBT","SD"
"11469","flat","T0000152","MBT","SD"
"11470","flat","T0000152","MBT","SD"
"11471","flat","T0000152","MBT","SD"
"11472","flat","T0000152","MBT","SD"
"11473","flat","T0000152","MBT","SD"
"11474","flat","T0000152","MBT","SD"
"11475","flat-z","T0000152","MBT","SD"
"11476","flat","T0000152","MBT","SD"
"11477","flat","T0000152","MBT","SD"
"11478","flat","T0000152","MBT","SD"
"11479","flat","T0000152","MBT","SD"
"11480","flat","T0000152","MBT","SD"
"11481","flat","T0000152","MBT","SD"
"11482","flat","T0000152","MBT","SD"
"11483","flat","T0000152","MBT","SD"
"11484","flat","T0000152","MBT","SD"
"11485","flat","T0000152","MBT","SD"
"11486","complex","T0000152","MBT","SD"
"11487","flat","T0000152","MBT","SD"
"11488","flat","T0000152","MBT","SD"
"11489","short","T0000152","MBT","SD"
"11490","flat","T0000152","MBT","SD"
"11491","flat","T0000152","MBT","SD"
"11492","flat","T0000152","MBT","SD"
"11493","flat","T0000152","MBT","SD"
"11494","flat","T0000152","MBT","SD"
"11495","flat","T0000152","MBT","SD"
"11496","flat","T0000152","MBT","SD"
"11497","short","T0000152","MBT","SD"
"11498","flat","T0000152","MBT","SD"
"11499","flat","T0000152","MBT","SD"
"11500","flat under flat","T0000152","MBT","SD"
"11501","short","T0000152","MBT","SD"
"11502","flat","T0000152","MBT","SD"
"11503","flat","T0000152","MBT","SD"
"11504","flat","T0000152","MBT","SD"
"11505","flat","T0000152","MBT","SD"
"11506","flat","T0000152","MBT","SD"
"11507","flat","T0000152","MBT","SD"
"11508","flat","T0000152","MBT","SD"
"11509","flat","T0000152","MBT","SD"
"11510","flat","T0000152","MBT","SD"
"11511","flat","T0000152","MBT","SD"
"11512","flat-z","T0000152","MBT","SD"
"11513","flat under flat","T0000152","MBT","SD"
"11514","flat","T0000152","MBT","SD"
"11515","flat","T0000152","MBT","SD"
"11516","flat","T0000152","MBT","SD"
"11517","flat","T0000152","MBT","SD"
"11518","flat-z","T0000152","MBT","SD"
"11519","flat","T0000152","MBT","SD"
"11520","flat","T0000152","MBT","SD"
"11521","flat","T0000152","MBT","SD"
"11522","flat","T0000152","MBT","SD"
"11523","flat","T0000152","MBT","SD"
"11524","flat","T0000152","MBT","SD"
"11525","flat","T0000152","MBT","SD"
"11526","flat","T0000152","MBT","SD"
"11527","flat-z","T0000152","MBT","SD"
"11528","short","T0000152","MBT","SD"
"11529","flat","T0000152","MBT","SD"
"11530","flat","T0000152","MBT","SD"
"11531","flat","T0000152","MBT","SD"
"11532","flat","T0000152","MBT","SD"
"11533","short","T0000152","MBT","SD"
"11534","flat","T0000152","MBT","SD"
"11535","inverted-u","T0000152","MBT","SD"
"11536","flat","T0000152","MBT","SD"
"11537","flat","T0000152","MBT","SD"
"11538","flat","T0000152","MBT","SD"
"11539","flat","T0000152","MBT","SD"
"11540","flat","T0000152","MBT","SD"
"11541","flat","T0000152","MBT","SD"
"11542","flat","T0000152","MBT","SD"
"11543","step down","T0000152","MBT","SD"
"11544","flat","T0000152","MBT","SD"
"11545","flat under flat","T0000152","MBT","SD"
"11546","flat","T0000152","MBT","SD"
"11547","flat","T0000152","MBT","SD"
"11548","step up","T0000152","MBT","SD"
"11549","flat-z","T0000152","MBT","SD"
"11550","flat","T0000152","MBT","SD"
"11551","flat","T0000152","MBT","SD"
"11552","flat","T0000152","MBT","SD"
"11553","flat","T0000152","MBT","SD"
"11554","flat","T0000152","MBT","SD"
"11555","flat","T0000152","MBT","SD"
"11556","flat","T0000152","MBT","SD"
"11557","short","T0000152","MBT","SD"
"11558","short","T0000152","MBT","SD"
"11559","flat","T0000152","MBT","SD"
"11560","flat","T0000152","MBT","SD"
"11561","short","T0000152","MBT","SD"
"11562","flat-z","T0000152","MBT","SD"
"11563","flat","T0000152","MBT","SD"
"11564","flat","T0000152","MBT","SD"
"11565","flat-mz","T0000152","MBT","SD"
"11566","downward ramp","T0000152","MBT","SD"
"11567","short","T0000152","MBT","SD"
"11568","upward ramp","T0000152","MBT","SD"
"11569","short-dr","T0000152","MBT","SD"
"11570","flat","T0000152","MBT","SD"
"11571","flat","T0000152","MBT","SD"
"11572","short","T0000152","MBT","SD"
"11573","flat","T0000152","MBT","SD"
"11574","flat over flat","T0000152","MBT","SD"
"11575","flat over flat-z","T0000152","MBT","SD"
"11576","flat","T0000152","MBT","SD"
"11577","flat","T0000152","MBT","SD"
"11578","flat ov downward ramp","T0000152","MBT","SD"
"11579","flat","T0000152","MBT","SD"
"11580","step up","T0000152","MBT","SD"
"11581","flat-z over flat","T0000152","MBT","SD"
"11582","flat","T0000152","MBT","SD"
"11583","flat","T0000152","MBT","SD"
"11584","flat-z","T0000152","MBT","SD"
"11585","flat","T0000152","MBT","SD"
"11586","flat","T0000152","MBT","SD"
"11587","upward ramp","T0000152","MBT","SD"
"11588","flat-z","T0000152","MBT","SD"
"11589","flat","T0000152","MBT","SD"
"11590","flat","T0000152","MBT","SD"
"11591","flat","T0000152","MBT","SD"
"11592","flat-mz","T0000152","MBT","SD"
"11593","flat","T0000152","MBT","SD"
"11594","flat-z","T0000152","MBT","SD"
"11595","flat","T0000152","MBT","SD"
"11596","short-dr","T0000152","MBT","SD"
"11597","flat","T0000152","MBT","SD"
"11598","flat","T0000152","MBT","SD"
"11599","flat","T0000152","MBT","SD"
"11600","flat","T0000152","MBT","SD"
"11601","flat","T0000152","MBT","SD"
"11602","flat","T0000152","MBT","SD"
"11603","flat","T0000152","MBT","SD"
"11604","flat-z","T0000152","MBT","SD"
"11605","flat-z","T0000152","MBT","SD"
"11606","flat","T0000152","MBT","SD"
"11607","flat","T0000152","MBT","SD"
"11608","flat-z","T0000152","MBT","SD"
"11609","flat","T0000152","MBT","SD"
"11610","flat over flat","T0000152","MBT","SD"
"11611","flat","T0000152","MBT","SD"
"11612","flat","T0000152","MBT","SD"
"11613","flat","T0000152","MBT","SD"
"11614","flat","T0000152","MBT","SD"
"11615","flat","T0000152","MBT","SD"
"11616","flat-z","T0000152","MBT","SD"
"11617","flat-z","T0000152","MBT","SD"
"11618","flat","T0000152","MBT","SD"
"11619","flat-z","T0000152","MBT","SD"
"11620","flat-z","T0000152","MBT","SD"
"11621","flat","T0000152","MBT","SD"
"11622","flat-z","T0000152","MBT","SD"
"11623","flat-z","T0000152","MBT","SD"
"11624","flat-z","T0000152","MBT","SD"
"11625","flat","T0000152","MBT","SD"
"11626","short","T0000152","MBT","SD"
"11627","flat","T0000152","MBT","SD"
"11628","flat under short","T0000152","MBT","SD"
"11629","flat","T0000152","MBT","SD"
"11630","short","T0000152","MBT","SD"
"11631","short-c","T0000152","MBT","SD"
"11632","short-ur","T0000152","MBT","SD"
"11633","flat","T0000152","MBT","SD"
"11634","flat","T0000152","MBT","SD"
"11635","flat","T0000152","MBT","SD"
"11636","short","T0000152","MBT","SD"
"11637","step down","T0000152","MBT","SD"
"11638","step down","T0000152","MBT","SD"
"11639","flat","T0000152","MBT","SD"
"11640","flat","T0000152","MBT","SD"
"11641","flat","T0000152","MBT","SD"
"11642","flat","T0000152","MBT","SD"
"11643","flat","T0000152","MBT","SD"
"11644","flat","T0000152","MBT","SD"
"11645","step up","T0000152","MBT","SD"
"11646","step up","T0000152","MBT","SD"
"11647","complex","T0000152","MBT","SD"
"11648","step down","T0000152","MBT","SD"
"11649","step up","T0000152","MBT","SD"
"11650","flat","T0000152","MBT","SD"
"11651","flat-mz","T0000152","MBT","SD"
"11652","flat","T0000152","MBT","SD"
"11653","flat","T0000152","MBT","SD"
"11654","flat","T0000152","MBT","SD"
"11655","flat","T0000152","MBT","SD"
"11656","flat","T0000152","MBT","SD"
"11657","flat-z","T0000152","MBT","SD"
"11658","flat","T0000152","MBT","SD"
"11659","flat","T0000152","MBT","SD"
"11660","flat","T0000152","MBT","SD"
"11661","short","T0000152","MBT","SD"
"11662","short","T0000152","MBT","SD"
"11663","flat","T0000152","MBT","SD"
"11664","flat","T0000152","MBT","SD"
"11665","flat-z","T0000152","MBT","SD"
"11666","flat","T0000152","MBT","SD"
"11667","flat","T0000152","MBT","SD"
"11668","flat","T0000152","MBT","SD"
"11669","flat","T0000152","MBT","SD"
"11670","flat","T0000152","MBT","SD"
"11671","flat","T0000152","MBT","SD"
"11672","flat","T0000152","MBT","SD"
"11673","flat","T0000152","MBT","SD"
"11674","flat","T0000152","MBT","SD"
"11675","flat","T0000152","MBT","SD"
"11676","short","T0000152","MBT","SD"
"11677","short","T0000152","MBT","SD"
"11678","short","T0000152","MBT","SD"
"11679","upward ramp","T0000152","MBT","SD"
"11680","short","T0000152","MBT","SD"
"11681","flat","T0000152","MBT","SD"
"11682","flat","T0000152","MBT","SD"
"11683","flat","T0000152","MBT","SD"
"11684","short","T0000152","MBT","SD"
"11685","flat under flat","T0000152","MBT","SD"
"11686","flat over flat","T0000152","MBT","SD"
"11687","flat ov short und short","T0000152","MBT","SD"
"11688","flat","T0000152","MBT","SD"
"11689","upward ramp over flat","T0000152","MBT","SD"
"11690","step down","T0000152","MBT","SD"
"11691","flat","T0000152","MBT","SD"
"11692","short","T0000152","MBT","SD"
"11693","flat","T0000152","MBT","SD"
"11694","flat-z","T0000152","MBT","SD"
"11695","flat","T0000152","MBT","SD"
"11696","flat","T0000152","MBT","SD"
"11697","flat-z","T0000152","MBT","SD"
"11698","flat","T0000152","MBT","SD"
"11699","flat","T0000152","MBT","SD"
"11700","flat","T0000152","MBT","SD"
"11701","short-c","T0000152","MBT","SD"
"11702","flat","T0000152","MBT","SD"
"11703","short","T0000152","MBT","SD"
"11704","flat","T0000152","MBT","SD"
"11705","flat","T0000152","MBT","SD"
"11706","flat","T0000152","MBT","SD"
"11707","flat","T0000152","MBT","SD"
"11708","flat","T0000152","MBT","SD"
"11709","flat","T0000152","MBT","SD"
"11710","flat","T0000152","MBT","SD"
"11711","flat","T0000152","MBT","SD"
"11712","flat under flat","T0000152","MBT","SD"
"11713","flat over flat","T0000152","MBT","SD"
"11714","flat","T0000152","MBT","SD"
"11715","flat","T0000152","MBT","SD"
"11716","flat","T0000152","MBT","SD"
"11717","short","T0000152","MBT","SD"
"11718","flat","T0000152","MBT","SD"
"11719","flat","T0000152","MBT","SD"
"11720","flat","T0000152","MBT","SD"
"11721","flat","T0000152","MBT","SD"
"11722","flat","T0000152","MBT","SD"
"11723","short","T0000152","MBT","SD"
"11724","flat","T0000152","MBT","SD"
"11725","flat","T0000152","MBT","SD"
"11726","short","T0000152","MBT","SD"
"11727","flat","T0000152","MBT","SD"
"11728","flat","T0000152","MBT","SD"
"11729","flat","T0000152","MBT","SD"
"11730","flat","T0000152","MBT","SD"
"11731","short","T0000152","MBT","SD"
"11732","short","T0000152","MBT","SD"
"11733","flat","T0000152","MBT","SD"
"11734","flat","T0000152","MBT","SD"
"11735","step down","T0000152","MBT","SD"
"11736","upward ramp","T0000152","MBT","SD"
"11737","flat","T0000152","MBT","SD"
"11738","short","T0000152","MBT","SD"
"11739","flat","T0000152","MBT","SD"
"11740","flat","T0000152","MBT","SD"
"11741","flat","T0000152","MBT","SD"
"11742","flat","T0000152","MBT","SD"
"11743","short","T0000152","MBT","SD"
"11744","short","T0000152","MBT","SD"
"11745","flat","T0000152","MBT","SD"
"11746","flat","T0000152","MBT","SD"
"11747","flat-z","T0000152","MBT","SD"
"11748","short","T0000152","MBT","SD"
"11749","flat","T0000152","MBT","SD"
"11750","short","T0000152","MBT","SD"
"11751","flat under flat","T0000152","MBT","SD"
"11752","step up","T0000152","MBT","SD"
"11753","flat","T0000152","MBT","SD"
"11754","flat","T0000152","MBT","SD"
"11755","flat","T0000152","MBT","SD"
"11756","flat","T0000152","MBT","SD"
"11757","flat-mz","T0000152","MBT","SD"
"11758","flat","T0000152","MBT","SD"
"11759","flat","T0000152","MBT","SD"
"11760","flat","T0000152","MBT","SD"
"11761","flat under flat","T0000152","MBT","SD"
"11762","flat","T0000152","MBT","SD"
"11763","flat","T0000152","MBT","SD"
"11764","flat","T0000152","MBT","SD"
"11765","flat","T0000152","MBT","SD"
"11766","flat","T0000152","MBT","SD"
"11767","flat","T0000152","MBT","SD"
"11768","flat","T0000152","MBT","SD"
"11769","flat","T0000152","MBT","SD"
"11770","short","T0000152","MBT","SD"
"11771","flat","T0000152","MBT","SD"
"11772","flat","T0000152","MBT","SD"
"11773","step down","T0000152","MBT","SD"
"11774","flat","T0000152","MBT","SD"
"11775","inverted-u","T0000152","MBT","SD"
"11776","flat","T0000152","MBT","SD"
"11777","flat","T0000152","MBT","SD"
"11778","flat","T0000152","MBT","SD"
"11779","flat","T0000152","MBT","SD"
"11780","flat","T0000152","MBT","SD"
"11781","flat","T0000152","MBT","SD"
"11782","flat","T0000152","MBT","SD"
"11783","flat","T0000152","MBT","SD"
"11784","flat","T0000152","MBT","SD"
"11785","flat","T0000152","MBT","SD"
"11786","flat","T0000152","MBT","SD"
"11787","flat","T0000152","MBT","SD"
"11788","short","T0000152","MBT","SD"
"11789","flat","T0000152","MBT","SD"
"11790","flat-mz","T0000152","MBT","SD"
"11791","flat","T0000152","MBT","SD"
"11792","flat-z","T0000152","MBT","SD"
"11793","flat-mz","T0000152","MBT","SD"
"11794","step down","T0000152","MBT","SD"
"11795","flat","T0000152","MBT","SD"
"11796","flat-z","T0000152","MBT","SD"
"11797","flat","T0000152","MBT","SD"
"11798","flat","T0000152","MBT","SD"
"11799","flat","T0000152","MBT","SD"
"11800","flat","T0000152","MBT","SD"
"11801","upward ramp","T0000152","MBT","SD"
"11802","flat","T0000152","MBT","SD"
"11803","flat","T0000152","MBT","SD"
"11804","flat","T0000152","MBT","SD"
"11805","downward ramp over flat","T0000152","MBT","SD"
"11806","flat","T0000152","MBT","SD"
"11807","flat","T0000152","MBT","SD"
"11808","short","T0000152","MBT","SD"
"11809","flat","T0000152","MBT","SD"
"11810","flat","T0000152","MBT","SD"
"11811","flat","T0000152","MBT","SD"
"11812","flat","T0000152","MBT","SD"
"11813","short","T0000152","MBT","SD"
"11814","flat","T0000152","MBT","SD"
"11815","flat-z","T0000152","MBT","SD"
"11816","flat","T0000152","MBT","SD"
"11817","step down und inverted-u","T0000152","MBT","SD"
"11818","flat under flat","T0000152","MBT","SD"
"11819","flat","T0000152","MBT","SD"
"11820","flat-mz","T0000152","MBT","SD"
"11821","flat","T0000152","MBT","SD"
"11822","flat-mz","T0000152","MBT","SD"
"11823","flat under flat","T0000152","MBT","SD"
"11824","flat","T0000152","MBT","SD"
"11825","flat under downward ramp","T0000152","MBT","SD"
"11826","flat","T0000152","MBT","SD"
"11827","flat","T0000152","MBT","SD"
"11828","flat","T0000152","MBT","SD"
"11829","flat","T0000152","MBT","SD"
"11830","flat","T0000152","MBT","SD"
"11831","flat","T0000152","MBT","SD"
"11832","flat","T0000152","MBT","SD"
"11833","flat","T0000152","MBT","SD"
"11834","flat","T0000152","MBT","SD"
"11835","flat","T0000152","MBT","SD"
"11836","flat","T0000152","MBT","SD"
"11837","flat","T0000152","MBT","SD"
"11838","flat","T0000152","MBT","SD"
"11839","flat over flat","T0000152","MBT","SD"
"11840","flat","T0000152","MBT","SD"
"11841","inverted-u","T0000152","MBT","SD"
"11842","flat","T0000152","MBT","SD"
"11843","flat","T0000152","MBT","SD"
"11844","inverted-u","T0000152","MBT","SD"
"11845","unclear","T0000152","MBT","SD"
"11846","short","T0000152","MBT","SD"
"11847","flat under upward ramp","T0000152","MBT","SD"
"11848","short","T0000152","MBT","SD"
"11849","short","T0000152","MBT","SD"
