"","unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
"4490",4490,"T0000256","short",0.0061,242.454,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,"SD"
"4491",4491,"T0000256","flat-mz",0.0732,242.6024,44400,45800,45400,45800,45800,45800,45800,45800,45400,45400,44900,44900,44400,44400,43900,43400,43400,42400,40500,40000,40000,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,40000,40000,42400,42900,42900,43400,43400,43900,43900,43900,44400,44400,44400,44400,43900,"SD"
"4492",4492,"T0000256","flat",0.024,242.795,48800,48800,47800,48800,48800,48800,48800,49300,49300,49800,49800,49800,49800,49800,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,51200,50700,51200,50700,50700,50700,50700,"SD"
"4493",4493,"T0000256","short",0.0035,243.1303,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,65900,66400,66400,66400,66400,66400,66400,66400,66400,"SD"
"4494",4494,"T0000256","flat-z",0.0896,243.5051,44900,45800,45800,46300,46300,46300,46300,46300,45800,45800,45400,44900,44900,44400,44400,42900,43400,42900,42400,42400,39500,39500,39500,39500,39500,39000,39500,39500,39500,39500,39500,40000,40000,40000,40000,40000,39500,39500,39500,39000,39000,39000,39000,38500,38500,38500,38000,38000,38000,37500,"SD"
"4495",4495,"T0000256","flat-z",0.1105,243.7027,42400,43400,44400,44400,43900,42400,41000,40000,40000,39500,39500,40000,40000,40000,40000,39500,39500,39500,40000,40000,40000,40000,40500,40500,41000,41000,41500,42400,84900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,41900,41900,41900,41500,41500,41500,40500,39500,39000,"SD"
"4496",4496,"T0000256","short",0.0015,243.9444,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,"SD"
"4497",4497,"T0000256","flat",0.0624,244.416,38500,39000,39000,38500,38500,38000,38000,37500,37500,37100,37100,36600,36600,36100,36600,36600,36600,36600,36600,73200,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36600,37100,"SD"
"4498",4498,"T0000256","flat",0.0788,244.5946,40500,41000,41000,41500,41900,40500,39500,39000,39000,38500,38500,38000,38000,38000,38000,38000,38000,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,"SD"
"4499",4499,"T0000256","flat-z",0.0532,244.7825,44400,45400,45800,46300,46300,46800,47300,47300,47300,47300,47800,47800,47300,47300,47300,46800,46800,46300,45800,45400,44900,44400,43900,41900,41500,41500,41500,41000,41000,41000,41000,41000,41500,41500,41900,41900,42400,42900,42900,42900,42900,42900,42900,42900,42900,41900,41000,41000,39500,38500,"SD"
"4500",4500,"T0000256","flat",0.1162,245.2802,39000,39000,39500,38500,38000,38000,38000,NA,37100,37100,NA,73700,NA,NA,NA,NA,73200,36600,37100,37100,37100,37500,37500,37500,38000,38000,NA,38000,38500,38500,38500,39000,39000,39500,39500,40000,40000,40500,40500,41000,41500,41500,41900,41900,41900,42400,41900,42400,40000,38000,"SD"
"4501",4501,"T0000256","short",0.0117,245.527,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,"SD"
"4502",4502,"T0000256","flat",0.0711,245.9975,38000,38500,39000,39000,39000,38500,38500,38000,38000,37500,37500,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38500,38500,38500,38500,37500,"SD"
"4503",4503,"T0000256","flat-z",0.1326,247.2115,46300,46300,46300,45800,45400,44900,44400,43900,43900,42900,40500,40000,39500,39500,39000,39000,39000,38500,38500,39000,38500,39000,38500,39000,39000,39000,39000,39500,39500,40000,40000,40000,40000,40000,40000,40000,40500,40000,40000,40000,40000,40000,40500,40500,40500,41000,41500,42400,41900,NA,"SD"
"4504",4504,"T0000256","short",0.0061,247.4746,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47300,"SD"
"4505",4505,"T0000256","flat",0.0798,247.6231,41000,41000,41000,41000,41000,40500,40000,40000,40000,40000,39500,39000,38500,38500,38000,38000,38000,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,38000,38000,38000,38500,39000,39000,39000,39500,39500,39000,39000,39000,38000,"SD"
"4506",4506,"T0000256","flat-mz",0.129,248.192,43900,44400,44900,44400,43900,43900,42900,42400,41000,40000,39500,39000,39000,38500,38500,38500,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,40000,40000,41900,42400,42900,43400,43400,42900,42900,40500,39000,42900,"SD"
"4507",4507,"T0000256","flat",0.1024,248.4254,41000,41500,41900,41900,41000,40500,40000,39500,39500,39000,39000,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38000,38000,38500,38500,38500,38500,38500,38500,38500,38000,38000,36600,"SD"
"4508",4508,"T0000256","flat",0.1136,248.6399,44400,44900,45400,45400,45400,44900,44400,43900,43400,41900,42400,40500,40500,40000,39500,39500,39000,38500,38500,38500,38000,38000,38000,38000,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39500,39500,40000,40500,40500,41000,41000,41000,41000,40500,40500,40500,40000,39500,NA,"SD"
"4509",4509,"T0000256","flat",0.0727,248.857,39500,40000,40000,40500,40500,40000,40000,40000,39500,39500,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,38500,39000,39000,39000,39500,39500,39500,39500,39500,39500,"SD"
"4510",4510,"T0000256","flat",0.1192,249.197,41900,42400,42400,42400,41900,41000,40000,40000,39000,39000,38500,38500,38500,38500,38500,38500,38000,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,NA,38500,38500,38000,38000,38500,38500,38000,NA,38000,39000,39000,39000,39000,38500,38000,"SD"
"4511",4511,"T0000256","flat",0.1443,249.4458,43900,43400,42900,42400,42400,41900,41500,41000,40500,40000,39500,39000,38500,38500,38000,38000,38000,38000,38000,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39500,39500,39500,39000,39500,39500,39500,39500,39500,40000,40000,40000,40000,40500,41000,41500,41500,41900,41500,41500,39000,"SD"
"4512",4512,"T0000256","flat",0.1341,249.6983,43900,44400,44400,44400,43900,43900,43400,43400,42400,40500,40000,40000,39500,39500,39000,39000,39000,39000,39000,39000,39000,39500,40000,40500,41000,41000,40500,40000,40000,40000,40000,40500,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,83900,41900,42400,83900,41500,40500,39000,"SD"
"4513",4513,"T0000256","flat",0.1157,249.944,43400,43900,44400,44400,43900,43900,43900,43400,42400,41500,41000,41000,40000,40000,40000,40000,39500,39500,39500,39500,39000,39000,39500,39500,39500,40000,40000,40000,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40500,40500,40500,41000,41000,41000,41000,41000,40500,40000,39500,38500,"SD"
"4514",4514,"T0000256","flat",0.0327,250.18,44400,45400,45400,44900,45400,44900,45400,45800,45800,45800,45800,45800,45800,45800,46300,45800,45800,46300,46300,46300,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46800,46300,45400,"SD"
"4515",4515,"T0000256","flat",0.1218,250.3255,40500,40500,41900,42400,41900,41900,41000,40000,40000,39500,39000,39000,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39500,39500,39500,40000,40000,40500,40500,41900,41900,42400,41900,41000,40000,39000,NA,"SD"
"4516",4516,"T0000256","flat-z",0.0957,250.5405,41900,42400,42900,43400,43400,43400,43400,43400,43400,42400,42900,41500,41500,41000,41000,40500,40500,40500,40500,40500,40500,40000,40500,40500,40500,40500,40000,40500,40500,40000,40500,40500,40500,40500,41000,41900,42400,42400,42400,41900,41500,41000,40500,40500,40500,40500,40000,40000,39500,38500,"SD"
"4517",4517,"T0000256","flat",0.1054,250.7386,40500,41000,41900,41900,41000,41000,40500,40500,40000,40000,40000,39500,39500,39000,39000,39000,39000,39000,39000,39000,39500,39500,39000,39000,39000,39000,39000,39000,38500,38500,38500,39000,39500,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39000,38500,"SD"
"4518",4518,"T0000256","flat-mz",0.0855,250.9399,43400,43400,43900,44400,44400,44900,44400,44400,44400,43900,43900,43900,43400,42900,41900,41000,41500,41500,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,NA,39500,40000,40000,40500,40500,40500,44400,43400,43900,43900,43900,43900,44400,44400,44400,44400,43900,42900,NA,"SD"
"4519",4519,"T0000256","flat",0.0762,251.1349,43900,44400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,44900,44900,44400,43900,43400,42900,42900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,42400,84900,84900,42400,41900,41900,42400,42400,84400,84900,42400,41900,41900,41500,"SD"
"4520",4520,"T0000256","flat",0.0788,251.3075,41500,42400,42900,42900,43400,43900,43900,43900,43900,43400,43400,42900,42900,42900,42900,42900,41900,42400,41900,41900,41900,42400,41900,84400,84400,42400,41900,41900,41900,83000,83000,83000,42400,42400,42900,42900,42900,42900,42900,NA,NA,44900,45400,NA,44900,44400,44400,43900,42900,NA,"SD"
"4521",4521,"T0000256","flat",0.0481,251.4877,40000,40000,40000,40500,40500,40500,41000,41500,42400,41900,42400,42400,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,42900,42400,42400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43900,43900,43900,43900,43900,43900,43900,"SD"
"4522",4522,"T0000256","short",0.0051,251.5814,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,41900,41900,41900,41900,41900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,41500,41500,41500,41500,41500,NA,NA,NA,NA,NA,"SD"
"4523",4523,"T0000256","flat",0.0512,251.6864,39500,40000,40500,41000,41500,41500,41900,42400,42400,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,42900,42900,42900,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,42400,42400,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,"SD"
"4524",4524,"T0000256","short",0.0066,251.7852,45400,45400,45400,45400,44900,44900,44900,44900,44400,44400,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,41900,41900,41900,41900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,NA,NA,NA,NA,"SD"
"4525",4525,"T0000256","flat",0.0599,251.8932,40000,40000,40500,41000,41900,41900,42900,43400,43400,43400,43400,43900,43900,43900,44400,44400,44900,44900,44900,44900,44900,44900,45400,45400,44900,45800,44400,44900,44900,45400,45400,44900,44900,44900,44400,43900,43900,43900,43900,43900,43400,43400,42900,42900,42400,42400,41900,41500,41000,NA,"SD"
"4526",4526,"T0000256","flat-z",0.0829,252.0616,39500,40000,40500,40500,41500,41900,42900,43400,43400,43900,43900,43900,43900,44400,44400,43900,43900,43900,43900,43400,43400,42900,42900,42400,42400,41900,41900,41900,41900,43400,42900,43400,43400,NA,45800,45400,45400,44900,44400,44400,43900,43900,43400,43400,43400,42900,42400,41900,41900,40000,"SD"
"4527",4527,"T0000256","flat",0.0368,252.416,42900,42900,42900,43400,43900,43900,44400,44400,44400,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,46800,46800,46800,47300,46300,"SD"
"4528",4528,"T0000256","flat-z",0.0547,252.5762,42900,42900,43400,43400,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43400,42900,42900,42900,41900,41500,41500,41000,40500,40500,40500,40000,40000,40000,40000,40000,40500,41000,40500,41000,41000,41000,41000,41000,41000,41000,41000,41000,40000,40000,39500,39000,39000,"SD"
"4529",4529,"T0000256","short",0.003,252.7703,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,"SD"
"4530",4530,"T0000256","flat-z",0.0829,252.93,42400,42900,43400,43400,43400,43400,43400,43400,42900,42400,42400,40500,40500,40000,39500,39000,39000,38500,38000,38000,37500,37500,37500,37500,37500,37500,37500,37500,37100,37500,37100,37500,37500,37500,37500,37500,37500,38000,38000,38000,38500,38500,39000,39000,39000,39000,39500,39500,39500,39000,"SD"
"4531",4531,"T0000256","flat",0.1095,253.1333,NA,41000,41900,41900,41500,40500,39500,39000,39000,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39500,39500,39500,40000,40000,40000,40000,40000,40000,39500,39500,39500,39000,38500,38500,37100,"SD"
"4532",4532,"T0000256","flat",0.0506,253.7297,39500,39500,39500,39000,39000,38500,38500,38500,38000,37500,37500,37500,37100,37100,37100,36600,36100,36100,36100,35600,35600,35600,35600,70800,70300,69800,69800,69800,70300,69800,34600,69800,69800,69800,70300,69800,70300,70300,35600,35100,35600,35100,35600,35100,35100,35600,35600,35600,36100,36100,"SD"
"4533",4533,"T0000256","flat",0.128,254.126,40500,40500,40000,39500,39000,38500,38000,37500,37500,37500,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37500,37100,37500,37500,37500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,37500,36600,"SD"
"4534",4534,"T0000256","flat-mz",0.1187,254.361,39500,40000,40000,40000,40000,39500,39500,39500,39500,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,41900,40000,39500,39000,"SD"
"4535",4535,"T0000256","flat-mz",0.128,254.5899,40000,41000,41500,41500,41500,41000,40500,40500,40500,40000,39500,40000,39000,39500,39500,39500,39500,39500,39500,40000,40000,40000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,42400,42400,42400,42900,42900,42900,42900,42400,40000,39500,37500,"SD"
"4536",4536,"T0000256","flat",0.1233,254.8336,40000,40500,41000,41500,41500,41500,41000,40500,40500,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40500,40500,40500,40000,40000,39500,39500,39500,39500,39500,39500,40000,40500,40500,40500,40500,40500,41000,41500,41500,41500,40500,40500,39000,38500,NA,"SD"
"4537",4537,"T0000256","flat",0.1198,256.1699,39000,39000,39000,39000,39000,39000,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,37500,37500,37500,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,39000,39000,39500,39500,39500,39500,40000,40000,40000,40000,40000,39500,39000,38000,"SD"
"4538",4538,"T0000256","flat-z",0.1146,256.407,44900,44900,44900,44900,44900,44400,43900,43900,43400,42900,42400,41500,40000,40000,39500,39500,39500,39000,39000,39000,39000,39000,39500,39500,39500,39500,40000,39500,39500,39500,39500,39500,39500,40500,39500,41000,41000,41500,41500,41000,40000,39500,39500,39500,39000,39000,39000,38500,38000,37100,"SD"
"4539",4539,"T0000256","flat",0.131,256.6435,43900,43400,43400,43400,43400,42900,42400,41900,41500,40500,40000,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,78100,39000,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,40000,40000,40500,40500,41000,40500,40000,39500,38000,"SD"
"4540",4540,"T0000256","short",0.0015,257.9015,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,NA,"SD"
"4541",4541,"T0000256","flat",0.1111,258.9823,41500,41500,41900,41900,41500,40000,39500,39000,39000,38500,38000,38000,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,40000,40000,40000,40000,41000,40500,40000,"SD"
"4542",4542,"T0000256","flat-z",0.0931,259.2041,43400,43900,44400,44400,44400,44400,43900,43900,43400,40500,40000,40000,39500,39000,39000,39000,38500,38000,38000,38000,38000,38000,37500,37500,37500,37500,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,39000,39000,39000,39000,39000,39500,39500,40000,40000,40000,40000,39500,38500,"SD"
"4543",4543,"T0000256","flat-z",0.129,259.5798,41500,41900,42400,42400,42400,42400,40000,39500,39000,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40500,41000,41000,41000,41000,41000,41000,40000,38000,"SD"
"4544",4544,"T0000256","flat-z",0.1336,259.8154,42900,42900,42900,42400,40500,39500,39000,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,39000,39000,39000,39500,40000,40500,40500,82000,41000,41000,39500,"SD"
"4545",4545,"T0000256","flat",0.1131,260.0698,41000,40500,40500,39500,78600,39000,77600,38500,38000,76100,75600,75600,75600,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,38000,38000,38000,38000,38000,38000,38000,76100,38000,76100,38500,38000,77100,76600,38500,76600,39000,38500,39000,78100,78600,78100,78600,78600,78100,77100,"SD"
"4546",4546,"T0000256","flat",0.0486,260.2972,75600,75600,75600,76600,76600,76600,76100,76100,76100,76600,76600,76100,76600,76100,75600,75600,75600,75600,38000,37500,75600,75100,75100,75100,75100,75100,74700,74700,75100,75100,74700,75100,75100,75100,75100,75100,75100,37500,37500,37500,38000,37500,76100,76100,76100,77100,77100,77100,77600,76600,"SD"
"4547",4547,"T0000256","flat",0.1024,260.6663,39500,39500,39500,77600,38500,76600,75100,37500,74700,74200,73700,73700,73200,73200,73200,73200,73700,73700,73700,73700,74200,74700,37500,37500,37500,75600,75600,38000,38000,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38000,"SD"
"4548",4548,"T0000256","flat",0.1013,261.0862,40000,40000,39500,39000,38500,38500,75600,37500,37100,37100,72700,36600,36600,36100,36100,36100,36100,36100,36100,71700,71700,71700,71700,71700,36600,36100,36600,36600,36600,37100,37100,37500,37500,37500,37500,37500,37500,37500,37500,37500,37100,37500,37500,38000,37500,38000,38000,38000,37500,37500,"SD"
"4549",4549,"T0000256","flat-z",0.132,261.2725,NA,NA,NA,NA,NA,NA,NA,NA,42400,42900,42900,42400,40500,40000,39500,39500,39000,39000,77100,76600,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,39000,39000,39000,39000,39000,38500,"SD"
"4550",4550,"T0000256","flat",0.1182,261.5173,41900,42400,42400,41900,41000,40000,40000,39500,39000,39000,38500,38500,38000,38000,38000,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39500,39500,39500,39500,40000,40000,40000,39500,"SD"
"4551",4551,"T0000256","flat-mz",0.1172,261.7543,43900,44900,44900,44900,44900,43900,43400,42900,41000,40500,40000,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,40000,40000,40500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,40500,40000,39500,39000,38000,"SD"
"4552",4552,"T0000256","flat-z",0.1105,261.9689,43400,43900,44400,44400,44400,44400,44400,43900,43400,43400,42400,41900,41000,80500,80500,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,38500,77600,77100,77100,76600,38500,38000,38000,38500,38000,38000,38500,38000,38000,37500,36600,"SD"
"4553",4553,"T0000256","flat-mz",0.129,262.1849,42400,42900,42900,42900,42900,42900,42400,41000,40000,40000,79100,78600,78100,78100,78100,39000,39000,39000,78100,39000,78100,78100,78600,78600,39500,40000,40000,41900,42400,42400,42400,42400,42400,42400,42400,42400,41000,40000,40000,40000,40000,39500,39500,79500,40500,39500,39500,39000,38500,37500,"SD"
"4554",4554,"T0000256","flat-mz",0.1259,262.4209,42400,43400,43900,43900,43400,43400,43400,43400,43400,42900,42900,42400,41500,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,42400,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42900,42900,42400,41900,41000,41000,40500,40500,40000,40000,39500,39000,38500,37500,NA,"SD"
"4555",4555,"T0000256","flat-mz",0.1162,262.6416,41500,42400,42900,42900,42900,42900,42400,41500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,40000,40000,40500,41000,42900,42900,42900,42400,42400,42400,42400,41900,42400,41500,41000,40000,39500,39000,38500,38000,NA,NA,NA,NA,NA,"SD"
"4556",4556,"T0000256","flat",0.1059,262.8418,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,"SD"
"4557",4557,"T0000256","flat-z",0.0373,263.0691,39000,39500,39500,40000,40000,40000,40000,40500,40500,41000,41000,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41500,41500,41000,41000,41000,41500,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42400,"SD"
"4558",4558,"T0000256","short-dr",0.0046,263.1792,NA,NA,NA,NA,NA,NA,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,37500,37500,37500,37500,37500,37500,"SD"
"4559",4559,"T0000256","flat-z",0.109,263.2867,38500,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,38500,38500,77600,77100,38500,39000,39000,39500,40000,39500,40000,40000,NA,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,41000,38500,"SD"
"4560",4560,"T0000256","flat-z",0.0624,263.4951,39500,40000,40000,40500,41000,41000,41900,41900,42400,42400,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,43400,43400,43400,43900,43900,44400,44900,NA,NA,NA,45400,44900,43900,43400,42400,42400,41900,41000,40500,40000,40000,40000,40000,NA,"SD"
"4561",4561,"T0000256","flat-mz",0.0977,263.6636,40500,41500,41900,42900,42900,42900,42900,43400,43400,43400,43400,43400,42900,42900,42400,41900,41900,41500,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,41900,42900,43400,43900,43900,44400,44400,44400,44400,43900,43900,43900,43900,43400,43400,42900,42400,40500,39500,38500,38000,"SD"
"4562",4562,"T0000256","flat-z",0.0721,263.8581,43400,43900,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,43900,43400,42900,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,43400,42900,43900,44400,43900,42900,42900,42400,41500,41500,41500,41000,40500,40000,39500,39000,39000,"SD"
"4563",4563,"T0000256","flat-mz",0.0619,264.1873,41900,41500,43400,43900,44400,44400,44900,44900,44900,44900,44900,44900,44900,44400,44400,43900,43900,43400,42400,41500,41000,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,41000,41500,41500,41900,42400,42400,42900,41900,41500,41500,41000,40500,40500,40000,39500,38500,"SD"
"4564",4564,"T0000256","complex",0.0573,264.3701,45800,46300,47300,47300,47300,47800,48300,48300,48300,48300,48300,47800,47800,47800,47300,46800,46800,46800,46300,45800,45800,45400,44900,44900,43900,43400,43400,43400,42900,42400,84900,42400,42400,42400,42900,42900,42900,43400,43400,43900,43900,43900,43400,43400,42900,42900,41900,41900,41000,NA,"SD"
"4565",4565,"T0000256","flat-mz",0.11,264.5416,44900,44900,46300,46800,46800,46300,46300,45800,45800,45400,45400,44900,44400,43900,42900,42400,41900,41000,40500,40500,40000,40000,40000,40000,40000,40500,40500,42400,42900,43400,43400,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,43900,43900,41500,40000,39500,38000,"SD"
