"file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50"
"T0000061","flat",0.1454,33.0393,40500,41000,41500,41900,41900,42400,42400,42400,42400,42400,42400,41900,41900,41900,41500,41900,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,40500,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,39500,39500
"T0000061","short-c",0.0107,33.3695,NA,NA,NA,NA,NA,54100,54100,53700,53700,53700,54100,54100,54600,54600,55100,55100,55100,55100,55100,55100,55100,55600,55600,55600,55100,55100,55100,55100,55100,55100,55100,54600,54600,54100,54100,53700,53700,53700,54100,54100,NA,NA,NA,NA,NA,NA,NA,49800,49800,49300
"T0000061","trill",0.0558,36.1103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64400,NA,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000061","trill",0.0542,36.3939,44400,44400,49300,NA,66400,65900,66400,66400,66400,66400,NA,NA,NA,66800,67300,67300,67800,67800,NA,NA,NA,NA,NA,67800,67300,67800,66400,67800,69300,NA,NA,NA,67800,68300,68800,68300,68300,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,NA,61000,NA
"T0000061","flat",0.0148,36.5306,52200,52200,52700,52700,52200,52200,52700,NA,NA,52200,52200,52200,NA,NA,NA,NA,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,53700,54100,54100,54100,54100,54100,54100,54100,54100,54100,54600,54100,54100,53700,53700,53700,53700
"T0000061","trill",0.0706,37.5168,NA,NA,NA,NA,NA,NA,NA,NA,68800,68300,68300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000061","trill-c",0.0476,37.8721,NA,NA,NA,51700,51200,51200,54600,56100,56600,56600,56600,56600,56600,57600,57600,57600,57600,57100,58500,58500,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,68300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70800,70300,75100,74700,74700,NA,NA
"T0000061","unclear",0.0133,38.1127,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,NA,NA,36600,36600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53200,53200,NA,NA,NA,NA,NA,NA,NA,NA
"T0000061","multi-step trill",0.0537,38.212,49300,49300,49800,50200,50700,50700,54600,54600,54600,54600,54600,55600,55100,35600,35600,35600,35600,35600,NA,55100,55100,55100,55100,54600,55100,55600,55600,55100,53700,58100,58100,57600,58100,57600,57600,NA,NA,NA,NA,NA,NA,75600,NA,64900,NA,NA,NA,NA,NA,NA
"T0000061","trill-f",0.0281,38.5704,51700,52200,52200,52200,52200,52200,52200,52200,52200,52700,52200,55600,55600,55600,54600,53700,54100,54100,53700,54600,54100,56100,56100,56600,55600,56600,55600,55600,55600,55600,56100,56600,57100,56600,56600,56600,56100,56100,56600,NA,NA,57600,57600,57600,57600,57600,57100,55100,NA,NA
"T0000061","trill",0.0394,38.7184,NA,NA,48800,NA,NA,NA,NA,54600,53200,54600,53700,63400,53700,NA,NA,NA,NA,NA,NA,NA,NA,64900,65900,66400,66400,65900,65900,65900,NA,66800,66400,66800,66800,64400,NA,NA,NA,NA,66400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000061","short",0.0081,38.8792,55100,55100,55100,55100,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55100,55100,55100,53700,53700,53700,52700,52700,52700,52700,52700,52700,53700
"T0000061","short",0.0046,38.9294,77100,77100,77100,77100,77100,77100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,NA
"T0000061","step down",0.0184,39.1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59000,59500,60000,60000,60000,60000,60000,60000,59500,59000,59000,NA,58500,NA,NA,NA,NA,NA,NA,56600,NA,NA,NA,NA,NA,NA
"T0000061","trill",0.0558,39.1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66800,NA,NA,67800,NA,NA,NA,NA,NA,NA,NA,NA,67800,66800,67300,67300,67300,68300,68300,NA,66800
"T0000061","complex",0.086,39.3082,NA,NA,NA,55100,54600,NA,55100,NA,NA,NA,51700,50700,50200,50200,NA,NA,NA,NA,54100,54600,54100,NA,NA,NA,NA,NA,49300,NA,NA,50200,NA,51200,51200,52200,52700,52700,NA,52700,53200,52700,NA,53700,54100,NA,NA,55100,55600,54600,NA,NA
"T0000061","flat trill complex",0.2032,39.5008,40000,41500,45400,46300,47300,47800,48800,48300,48300,48300,48300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47300,46800,47300,47300,46800,68800,68300,NA,40500,NA,NA,NA,NA,64900,65400,64900,64900,50200,49300,NA,NA,NA,42400,NA,46800,46800,NA,NA
"T0000061","complex",0.1177,39.8817,48800,NA,NA,50200,48800,NA,NA,NA,NA,NA,NA,48300,NA,51700,52200,52700,53200,52700,52200,52200,50700,NA,48300,NA,NA,NA,NA,48300,NA,49300,49300,49800,49300,NA,49800,49800,49800,49300,49300,48800,48800,48300,48300,48300,48300,48300,48300,47800,47300,NA
"T0000061","complex",0.0773,40.0655,46800,47300,47800,47800,47300,47300,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,46800,46800,47300,47300,47300,46800,46300,NA,NA,41000,NA,NA,NA,NA,NA,NA,41000,41000,41500,41900,41900,41900,NA,46300,46300,46300,46300,46300,45800,45800,45800,NA
"T0000061","flat-mz trill",0.1515,40.2759,40000,40500,41000,41500,41500,41500,41900,41900,41900,41500,41500,41500,41900,43900,44400,44900,44900,44900,44900,NA,44900,44900,45400,45400,45400,45400,44400,41500,40500,41000,41000,43900,44900,45400,45800,45800,45400,45400,44900,44900,44400,43900,41900,41900,41900,41900,41500,41500,41000,40500
"T0000061","trill flat-mz",0.1966,40.5063,NA,66800,NA,67300,NA,NA,NA,NA,NA,NA,NA,41000,41500,41900,42900,43900,44400,44400,44400,43900,43900,43900,43400,43400,43900,43900,43900,43900,43900,43900,43900,43400,43400,43900,44400,44400,44400,44400,44400,44400,43900,43400,41000,41000,41500,41900,NA,43900,41000,41000
"T0000061","flat-z",0.086,40.832,41000,41500,NA,41900,41900,42400,42400,42900,43400,43400,43400,43400,43400,42900,41900,41900,41500,41500,41000,41000,41000,41000,40500,40500,40500,40500,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,NA,NA,NA,NA,NA
"T0000061","flat",0.0455,40.9794,NA,NA,NA,NA,NA,39500,39500,39500,NA,40000,40000,40000,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40500,NA,NA,40500,40500,40500,41000,41000,41000,41000,41000,41500,41500,41500,41500,41900,NA,NA,NA
"T0000061","trill",0.046,48.1459,NA,NA,45800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000061","trill",0.067,48.3271,48800,49300,49800,49300,49800,NA,NA,62900,63900,63900,63900,NA,NA,NA,NA,NA,62500,62500,NA,NA,75600,NA,NA,NA,63900,NA,NA,NA,NA,NA,NA,NA,NA,63900,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA,63400,64400,63900,64400,63900,63900
"T0000061","flat",0.0204,56.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55600,55600,NA,NA,NA,NA,NA,NA,NA,NA,56100,56100,56100,56100,56100,55600,55600,55600,NA,55600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000061","short",0.0046,64.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70800,70800,70800,70800,70800,70800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700
"T0000061","flat",0.0138,64.5544,66400,66400,66400,66400,66400,66400,66800,66800,66800,66800,66800,66800,66800,66800,66800,67300,67300,67300,67300,67300,67800,67800,67800,67800,67800,67800,67800,67800,67800,67800,67800,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,67800
"T0000061","short",0.003,64.7408,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,NA,NA,NA,NA,NA,NA,NA,NA,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69800
"T0000061","trill",0.0491,65.131,NA,NA,NA,NA,NA,NA,70300,NA,71700,NA,69800,70800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400,60000,60000,60000,59500,60000,NA,60000,60000,60000,60000,60000,60000,62000,NA,59500,NA,NA,NA,NA,NA,65900,66400,62500,NA,NA,NA,NA
"T0000061","trill",0.0455,66.0469,62500,62900,NA,NA,NA,NA,NA,55600,57600,57600,58100,58100,NA,NA,NA,59000,58500,58500,58500,NA,58500,52200,58500,NA,NA,NA,NA,NA,NA,NA,NA,58100,NA,60500,58100,58100,NA,NA,NA,NA,NA,59000,59000,58100,58500,59000,59500,59000,58100,NA
"T0000061","flat trill-c",0.0619,66.4432,NA,42900,43400,43400,43400,43400,43900,43900,43900,43400,43400,42900,42400,41900,41500,41000,40500,54100,55100,54600,55100,55100,54600,54100,57600,58500,57600,57600,43900,58100,60000,59500,59500,59500,59000,42900,42900,42400,42400,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,40500
"T0000061","flat",0.1126,66.669,41500,41500,41900,41900,42400,42400,42400,42400,42900,42400,42400,42400,42400,42400,42400,41900,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41900,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41000,41500,41000,41000,41000
"T0000061","trill",0.0547,67.9388,62500,NA,NA,NA,NA,NA,NA,NA,NA,66400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66400,66400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66800,66800,66400,66400,66800,NA,NA,NA,NA
"T0000061","trill",0.0547,68.5931,51700,52700,52700,NA,NA,66400,66800,66400,47800,48800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,62000,NA
"T0000061","trill",0.0814,68.8312,NA,52200,52700,52700,52700,NA,NA,53200,67800,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,NA,62500,NA,NA,NA,NA,NA,62900,63400,NA,NA,NA,NA,NA,NA,NA,NA,65400,NA,NA,NA,NA,NA,NA,63400,63400,63400,62900,63400,NA
"T0000061","short",0.0076,69.1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53700,53700,53700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000061","complex",0.0942,69.145,NA,52200,52700,52700,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51700,52700,53200,53200,53700,53700,53700,53700,53700,53200,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,52200,52200,NA,52700,52200,52200,52200,51700,51700,50700,48800,48300,NA,NA,NA
"T0000061","complex",0.1392,69.3591,42900,NA,45800,45800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47300,47300,46800,46300,45400,45400,45400,45800,46800,47800,48300,48800,48800,46800,46800,46300,45800,45800,47800,48300,50700,51700,51700,51200,51700,51700,52200,NA,NA,NA,46800,50200,51700,51700,47300,46800,NA
"T0000061","complex",0.1341,69.6181,41500,41900,42400,42900,43400,45800,46300,47300,47800,48800,50200,50700,50700,50200,49800,48800,48800,48800,50200,51200,51700,51700,51200,49300,48800,48800,48300,47800,47800,47300,47300,47800,48800,49800,50200,48800,48800,47300,47300,46800,46800,46300,46300,46300,45800,45800,45800,45800,42900,NA
"T0000061","flat",0.1843,69.8844,40500,41000,41900,43400,44900,44900,44900,44900,44900,44900,44900,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44900,44900,44900,44900,44900,44900,44400,44400,44400,44900,44900,44400,43900,NA
"T0000061","complex",0.1326,70.1895,41500,41900,42400,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,45400,45400,45400,44900,44400,NA,44400,45400,NA,46300,46300,46300,45800,44900,41500,41500,41500,41900,46300,46800,49300,50700,50700,50700,47800,47300,46300,45800,NA,NA
"T0000061","flat",0.1408,70.4701,42400,43400,45400,45400,45800,45800,45800,45800,45400,45800,45400,45400,45400,45400,45400,45400,44900,44900,44900,44400,NA,NA,NA,NA,NA,NA,NA,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,42900
"T0000061","short",0.0097,73.9635,63900,63900,63900,64400,64400,64400,NA,NA,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63900,63900,63400,63400,63400,63400,63400,NA,NA,NA,63400,63400,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62900,62500,62500,62500,62500,62500,62500,62500,NA
"T0000061","trill",0.0645,78.6662,48300,49300,49800,49300,46800,46300,51200,65900,66400,65400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000061","trill",0.0435,79.3134,47300,NA,NA,61500,61500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66400,NA,67300,68300,NA,NA
"T0000061","trill",0.0547,79.534,56100,56600,56600,56600,56600,56100,NA,NA,55100,55600,72200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66800,67300,NA,NA
"T0000061","trill",0.0588,79.853,NA,53200,70800,72200,71700,NA,NA,NA,NA,NA,NA,NA,68800,69300,68800,NA,NA,NA,NA,NA,NA,68300,NA,NA,68800,68800,NA,NA,NA,NA,NA,NA,NA,NA,68300,NA,NA,NA,NA,NA,NA,NA,NA,66400,68300,68800,68800,67800,68300,NA
"T0000061","trill flat-mz",0.2355,80.1274,52200,52200,51700,51200,50200,64900,50200,50700,55600,56100,56100,55600,55600,55600,55600,55600,55100,54600,50200,50200,50200,50200,49800,49800,50200,49800,49800,49800,50200,50200,50200,50700,51200,51700,51700,51200,51200,50700,50700,51200,50700,50700,50700,50200,49800,49800,48800,47800,NA,NA
"T0000061","flat-mz",0.1177,80.473,41500,42400,43900,44400,47800,49300,49800,49800,49800,49800,49800,49800,49800,49800,49300,49300,49300,49300,49800,50200,50200,50200,50200,50200,49800,49300,48800,49300,48800,49300,49300,49800,49800,49800,49800,49800,49300,49300,48800,48300,48300,48300,47800,47800,47300,44900,44900,44400,44400,NA
"T0000061","flat-z",0.1669,80.7116,NA,41500,42400,42900,42900,43400,43400,43400,43900,44400,46800,46800,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,48300,48300,48300,48300,47800,48300,48300,48300,47800,48300,47800,47800,47800,47800,47300,46800,46300,NA,NA
"T0000061","flat",0.1203,80.9983,42900,NA,48300,48800,49300,49800,49800,50200,50200,50200,50200,50200,49800,49800,49800,49300,48800,48800,48300,48300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,NA,47300,47300,47800,NA,NA,47300,47300,47300,47300,47800,47300,47300,47300,47300,47300,46800,46300,45800,NA
"T0000061","flat-mz",0.11,81.2615,41500,41500,41500,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,43400,43400,43900,43900,43400,42900,42900,42900,42900,43400,43400,43900,45800,46300,46300,45800,NA,43900,43400,43400,43400,43400,42900,42900,42400,42900,42400,42400
"T0000061","flat",0.0404,81.5303,NA,42400,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,43400,42900,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400
"T0000061","flat",0.0445,81.6296,41000,41000,41000,41000,41000,41000,41000,41000,NA,41000,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41500,41900,41500,41900,41900,41900,41900,41900,41900,NA,41900,41900,41900,41900,41900,41900,41900,42400,41900,41900,41500,41500,NA,41900,41900,41900,41500,41500,41500,41500
"T0000061","trill",0.0537,82.2497,53200,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,56600,56600,NA,NA
"T0000061","short",0.0061,83.8533,NA,NA,NA,NA,NA,80500,80500,80500,80500,80500,80500,80500,80500,81000,81000,81000,81000,81000,81000,81000,81000,81000,81000,81000,81000,80500,80500,80500,80500,80500,80500,80500,80500,81000,81000,81000,81000,80500,80500,80500,80500,80500,80500,80500,80500,80500,80500,80500,80500,80000
"T0000061","flat",0.0245,84.6638,51200,51200,51700,51700,51200,51700,51700,51700,52200,52200,52200,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52200,52700,52700,52700,53200,53200,53200,53200,52700,53200,53200,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,51700,NA,NA,NA,NA
"T0000061","trill",0.044,87.0963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,62500,62900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61000,62900,63400,63400,63900,63400,NA,62900,NA
"T0000061","trill",0.0593,89.5754,44900,47300,50200,65900,65900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67300,67300,67300,66800,NA,NA,NA,NA,NA,66400,66400,65900,66800,66400,NA,NA,NA,NA,NA,NA,NA,66800,66800,67300,66400,65900,65900,NA
"T0000061","flat",0.0194,90.3889,49300,49300,49300,49300,49800,49800,49800,49800,49800,49800,49800,50200,50200,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,49800,49800,49300,NA
"T0000061","trill-c",0.0373,91.2614,NA,48300,49800,49800,49300,46800,49800,46800,46800,56100,55600,55600,56600,56600,56100,57100,56600,56600,57100,56600,57100,54600,56600,55100,NA,NA,72200,71700,NA,70800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T0000061","trill-c",0.0281,91.6966,NA,51700,52200,53700,55100,55100,55100,56100,57100,56100,56100,56100,56100,57100,56100,59000,59000,59500,59500,59500,59500,59500,57600,59500,60000,60000,60000,59500,60000,59500,59500,59500,60500,59000,NA,NA,NA,NA,NA,69800,69300,70800,71200,71200,71200,71200,71200,71200,70800,NA
"T0000061","trill",0.0522,92.3105,NA,NA,68800,70300,69300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69800,69300,69800,68800,68800,NA,NA,NA,NA,NA,NA,NA,NA,70300,70800,71200,NA
"T0000061","trill inverted-u",0.0389,92.5542,53700,70300,70300,70300,69800,NA,42900,NA,NA,NA,46800,47300,47800,48800,49300,50200,50700,50700,50700,50700,50700,50700,50200,50200,49800,49800,49300,49300,48800,48800,48300,47800,47800,47300,46800,NA,NA,68800,68300,68300,67800,NA,NA,NA,NA,NA,65400,66400,NA,NA
"T0000061","step up",0.132,92.7334,NA,42900,44400,45400,45800,46300,46800,46800,46800,46800,46800,46300,46300,46300,46300,46800,47300,47300,47300,46800,46300,45400,44400,44400,44900,46300,46800,47300,47300,46800,45800,42400,41500,41000,42400,45800,46800,46800,45800,NA,NA,NA,NA,43400,42400,42400,42400,69300,68300,NA
"T0000061","flat",0.0855,93.0042,41000,41900,NA,45400,45800,46300,46300,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45400,45400,45400,45400,44900,44900,44900,44400,44400,44400,43900,43900,43400,43400,42900,42400,42400,41900,41900,41500,41500,41900,41500,41500,41500,40500,NA
"T0000061","flat-z",0.0384,93.1379,NA,NA,44900,44400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,46300,45800,45800,46300,45800,45800,45800,45800,45800,45400,45400,44900,44900,44900,44900,44400,44400,42400,42900,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41500,41000,41000,40500,NA
"T0000061","flat",0.0634,93.3048,NA,39500,40000,40500,41000,41500,41500,41500,41500,NA,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41900,41900,41500,41500,41500,41500,41000,41000,41000,40000,39500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40500,39500
"T0000061","flat",0.0353,93.442,45800,46300,46300,46300,46300,46800,46800,46800,47300,47300,47300,47300,47300,46800,46800,46800,46800,46300,46300,46300,46300,45800,45800,45400,45400,45400,45400,44900,44900,44400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400
"T0000061","flat",0.1152,93.6074,39000,39000,40500,40500,40500,40500,41000,41500,41500,41900,42400,42900,43400,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,40500,40500,NA
"T0000061","flat",0.1397,93.8496,39000,40000,40500,NA,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39000,39000,39000,NA,NA,NA,NA,38000,38000,38500,38000,NA,37500,37500,NA,NA
"T0000061","flat",0.024,94.1419,39000,39000,39500,39500,40000,40000,40500,40000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40000,40000,40000,40000,39500,39500,NA,NA
"T0000061","flat",0.0721,94.3262,NA,39000,NA,40000,40000,40500,40500,41000,41000,41000,41500,41500,41000,41000,41000,41500,41500,41500,41500,41000,41500,41500,41000,41000,41000,41000,40500,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39000,39500,39500,39500,39000,NA,NA,37500
"T0000061","flat",0.0542,94.5546,NA,NA,NA,NA,NA,NA,40000,40000,41000,40500,NA,40500,41000,41000,41500,41500,41500,41500,41500,41500,41000,41000,41500,41500,41000,41000,41000,41000,41000,40500,40500,40500,40500,NA,NA,NA,NA,40000,40500,40000,40500,40500,40500,40000,40000,NA,NA,40000,NA,NA
"T0000061","flat",0.0158,94.6688,39500,39500,39500,39500,NA,39500,39500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40500,40500,40500,40000,40000,40000,NA,NA,NA,39500,39500,39500,NA,NA,39500,39000,39000,NA,NA
